"gene_ID","AT_gene_id","annotation"
"Dm_00011011-RA","AT5G60390.3","| Symbols: EF1alpha |  | chr5:24289226-24290675 FORWARD LENGTH=449"
"Dm_00011010-RA","AT3G09740.1","| Symbols: SYP71, ATSYP71 | syntaxin of plants 71 | chr3:2989615-2991354 FORWARD LENGTH=266"
"Dm_00011260-RA","AT4G12830.1","| Symbols: no symbol available | no full name available | chr4:7531189-7533327 FORWARD LENGTH=393"
"Dm_00011551-RA","AT2G03800.2","| Symbols: GEK1 | GEKO1 | chr2:1156650-1158695 FORWARD LENGTH=361"
"Dm_00011550-RA","AT2G03810.7","| Symbols: no symbol available | no full name available | chr2:1162703-1164286 FORWARD LENGTH=439"
"Dm_00011173-RA","AT1G77120.1","| Symbols: ADH1, ATADH, ADH, ATADH1 | ARABIDOPSIS THALIANA ALCOHOL DEHYDROGENASE, ALCOHOL DEHYDROGENASE, alcohol dehydrogenase 1 | chr1:28975509-28977216 FORWARD LENGTH=379"
"Dm_00011171-RA","AT2G20490.3","| Symbols: NOP10, EDA27 | EMBRYO SAC DEVELOPMENT ARREST 27 | chr2:8831897-8832723 FORWARD LENGTH=64"
"Dm_00010497-RA","AT4G01410.1","| Symbols: no symbol available | no full name available | chr4:578308-578991 FORWARD LENGTH=227"
"Dm_00010495-RA","AT2G46820.2","| Symbols: PTAC8, PSI-P, PSAP, CURT1B, TMP14 | CURVATURE THYLAKOID 1B, PLASTID TRANSCRIPTIONALLY ACTIVE 8, THYLAKOID MEMBRANE PHOSPHOPROTEIN OF 14 KDA, photosystem I P subunit | chr2:19243729-19244870 FORWARD LENGTH=174"
"Dm_00011717-RA","AT1G08130.1","| Symbols: ATLIG1, LIG1 | DNA ligase 1 | chr1:2542913-2547815 REVERSE LENGTH=790"
"Dm_00011427-RA","AT1G68740.1","| Symbols: PHO1;H1 |  | chr1:25812735-25816574 REVERSE LENGTH=784"
"Dm_00010588-RA","AT5G26749.1","| Symbols: no symbol available | no full name available | chr5:9398285-9399239 REVERSE LENGTH=147"
"Dm_00011703-RA","AT5G49555.1","| Symbols: no symbol available | no full name available | chr5:20107411-20110602 REVERSE LENGTH=556"
"Dm_00011024-RA","AT1G71710.2","| Symbols: no symbol available | no full name available | chr1:26973796-26976747 REVERSE LENGTH=655"
"Dm_00008845-RA","AT3G56480.1","| Symbols: SCAB3 | STOMATAL CLOSURE-RELATED ACTIN BINDING PROTEIN 3 | chr3:20936480-20938986 REVERSE LENGTH=490"
"Dm_00008848-RA","AT3G56680.1","| Symbols: no symbol available | no full name available | chr3:20991537-20993446 FORWARD LENGTH=353"
"Dm_00008672-RA","AT5G54080.2","| Symbols: HGO, AtHGO | ""homogentisate 1,2-dioxygenase"" | chr5:21945920-21948070 FORWARD LENGTH=461"
"Dm_00009743-RA","AT1G06070.1","| Symbols: bZIP69 | basic leucine-zipper 69 | chr1:1835201-1837116 REVERSE LENGTH=423"
"Dm_00008587-RA","AT1G31830.1","| Symbols: AtPUT2, PQR2, PUT2 | POLYAMINE UPTAKE TRANSPORTER 2, PARAQUAT-RESISTANT 2 | chr1:11418875-11420362 REVERSE LENGTH=495"
"Dm_00009687-RA","AT3G14470.2","| Symbols: no symbol available | no full name available | chr3:4857940-4861104 FORWARD LENGTH=1054"
"Dm_00009689-RA","AT3G50120.1","| Symbols: no symbol available | no full name available | chr3:18585157-18587246 REVERSE LENGTH=531"
"Dm_00007990-RA","AT5G49740.1","| Symbols: ATFRO7, FRO7 | ferric reduction oxidase 7, FERRIC REDUCTION OXIDASE 7 | chr5:20205549-20208628 REVERSE LENGTH=747"
"Dm_00006952-RA","AT2G03890.1","| Symbols: UBDK GAMMA 7, ATPI4K GAMMA 7, PI4K GAMMA 7 | UBIQUITIN-LIKE DOMAIN KINASE GAMMA 7, phosphoinositide 4-kinase gamma 7 | chr2:1186199-1188151 FORWARD LENGTH=650"
"Dm_00006943-RA","AT2G03810.7","| Symbols: no symbol available | no full name available | chr2:1162703-1164286 FORWARD LENGTH=439"
"Dm_00006954-RA","AT5G03490.1","| Symbols: UGT89A2 | UDP glycosyltransferase 89A2 | chr5:871550-872947 FORWARD LENGTH=465"
"Dm_00009549-RA","AT2G17510.1","| Symbols: RRP44A, AtRRP44A, EMB2763 | Rrp44 homolog A, EMBRYO DEFECTIVE 2763 | chr2:7609395-7615881 REVERSE LENGTH=933"
"Dm_00009552-RA","AT4G35470.1","| Symbols: PIRL4 | plant intracellular ras group-related LRR 4 | chr4:16846531-16848448 FORWARD LENGTH=549"
"Dm_00009085-RA","AT4G03020.3","| Symbols: no symbol available | no full name available | chr4:1331704-1334472 REVERSE LENGTH=493"
"Dm_00008679-RA","AT3G15730.1","| Symbols: PLD, PLDALPHA1 | phospholipase D alpha 1 | chr3:5330835-5333474 FORWARD LENGTH=810"
"Dm_00006395-RA","AT1G76920.1","| Symbols: BAF1 |  | chr1:28892295-28893419 FORWARD LENGTH=374"
"Dm_00007952-RA","AT5G64150.1","| Symbols: no symbol available | no full name available | chr5:25668997-25670731 REVERSE LENGTH=377"
"Dm_00007954-RA","AT3G07720.1","| Symbols: no symbol available | no full name available | chr3:2465439-2467033 FORWARD LENGTH=329"
"Dm_00007947-RA","AT2G04360.1","| Symbols: no symbol available | no full name available | chr2:1519645-1521030 REVERSE LENGTH=320"
"Dm_00009633-RA","AT5G17870.1","| Symbols: PSRP6 | plastid-specific 50S ribosomal protein 6 | chr5:5907817-5908137 FORWARD LENGTH=106"
"Dm_00009639-RA","AT5G49650.1","| Symbols: XK2, XK-2 | XYLULOSE KINASE 2, xylulose kinase-2 | chr5:20152898-20155574 FORWARD LENGTH=558"
"Dm_00008252-RA","AT5G58090.1","| Symbols: no symbol available | no full name available | chr5:23505556-23507193 REVERSE LENGTH=477"
"Dm_00009762-RA","AT4G34460.1","| Symbols: ELK4, ATAGB1, AGB1 | GTP binding protein beta 1, ERECTA-LIKE 4 | chr4:16477393-16479266 REVERSE LENGTH=377"
"Dm_00008937-RA","AT1G73400.1","| Symbols: no symbol available | no full name available | chr1:27598106-27599812 FORWARD LENGTH=568"
"Dm_00008722-RA","AT5G62740.1","| Symbols: AtHIR4, HIR4, HIR1, ATHIR1 | hypersensitive induced reaction 4, HYPERSENSITIVE-INDUCED RESPONSE PROTEIN 1 | chr5:25201320-25202535 FORWARD LENGTH=286"
"Dm_00007678-RA","AT4G35730.1","| Symbols: ISTL3 | IST1-LIKE 3 | chr4:16931111-16933241 FORWARD LENGTH=466"
"Dm_00009162-RA","AT1G08310.1","| Symbols: no symbol available | no full name available | chr1:2619134-2620338 FORWARD LENGTH=315"
"Dm_00007555-RA","AT2G42740.1","| Symbols: RPL16A | ribosomal protein large subunit 16A | chr2:17791794-17792946 FORWARD LENGTH=182"
"Dm_00008702-RA","AT1G26910.1","| Symbols: RPL10B | ribosomal protein L10 B | chr1:9321709-9322813 FORWARD LENGTH=221"
"Dm_00008320-RA","AT2G37240.1","| Symbols: no symbol available | no full name available | chr2:15640235-15641720 REVERSE LENGTH=248"
"Dm_00008834-RA","AT3G56650.1","| Symbols: PPD6 | PsbP-domain protein 6 | chr3:20984807-20985913 FORWARD LENGTH=262"
"Dm_00007017-RA","AT1G53720.1","| Symbols: CYP59, ATCYP59 | CYCLOPHILIN 59, cyclophilin 59 | chr1:20057012-20059508 FORWARD LENGTH=506"
"Dm_00009016-RA","AT5G24910.1","| Symbols: CYP714A1, ELA1 | ""cytochrome P450, family 714, subfamily A, polypeptide 1"", EUI-like p450 A1 | chr5:8567674-8570260 REVERSE LENGTH=532"
"Dm_00008058-RA","AT5G41620.2","| Symbols: no symbol available | no full name available | chr5:16647382-16648776 FORWARD LENGTH=464"
"Dm_00008286-RA","AT2G39780.2","| Symbols: RNS2 | ribonuclease 2 | chr2:16591256-16593515 FORWARD LENGTH=227"
"Dm_00008048-RA","AT1G06730.1","| Symbols: no symbol available | no full name available | chr1:2067633-2070049 FORWARD LENGTH=488"
"Dm_00008047-RA","AT4G19540.1","| Symbols: INDL, INDH | IND1(iron-sulfur protein required for NADH dehydrogenase)-like, iron-sulfur protein required for NADH dehydrogenase | chr4:10657517-10659094 FORWARD LENGTH=313"
"Dm_00008570-RA","AT5G64290.1","| Symbols: DCT, DIT2.1 | dicarboxylate transport 2.1 | chr5:25714495-25716642 REVERSE LENGTH=563"
"Dm_00008571-RA","AT5G64290.1","| Symbols: DCT, DIT2.1 | dicarboxylate transport 2.1 | chr5:25714495-25716642 REVERSE LENGTH=563"
"Dm_00008573-RA","AT1G35160.2","| Symbols: GRF4, 14-3-3PHI, GF14 PHI | GENERAL REGULATORY FACTOR 4, 14-3-3 PROTEIN G-BOX FACTOR14 PHI, GF14 protein phi chain | chr1:12867264-12868514 FORWARD LENGTH=295"
"Dm_00005763-RA","AT3G57400.1","| Symbols: no symbol available | no full name available | chr3:21238547-21239971 FORWARD LENGTH=474"
"Dm_00008817-RA","AT5G63200.1","| Symbols: no symbol available | no full name available | chr5:25349043-25352899 FORWARD LENGTH=649"
"Dm_00008818-RA","AT5G61520.1","| Symbols: no symbol available | no full name available | chr5:24739358-24741175 REVERSE LENGTH=514"
"Dm_00008820-RA","AT1G21150.3","| Symbols: mTERF27 |  | chr1:7406406-7407770 REVERSE LENGTH=354"
"Dm_00008418-RA","AT1G70070.1","| Symbols: ISE2, EMB25, PDE317, 115J-4A | INCREASED SIZE EXCLUSION LIMIT 2, PIGMENT DEFECTIVE 317, EMBRYO DEFECTIVE 25 | chr1:26390016-26394148 REVERSE LENGTH=1171"
"Dm_00008030-RA","AT5G39360.1","| Symbols: EDL2 | EID1-like 2 | chr5:15753313-15754062 REVERSE LENGTH=249"
"Dm_00008712-RA","AT1G79520.1","| Symbols: no symbol available | no full name available | chr1:29912369-29914515 REVERSE LENGTH=402"
"Dm_00007250-RA","AT3G25860.1","| Symbols: LTA2, PLE2 | PLASTID E2 SUBUNIT OF PYRUVATE DECARBOXYLASE | chr3:9460632-9462585 FORWARD LENGTH=480"
"Dm_00007253-RA","AT1G68570.1","| Symbols: NPF3.1, AtNPF3.1 | NRT1/ PTR family 3.1 | chr1:25746811-25750110 FORWARD LENGTH=596"
"Dm_00007252-RA","AT1G68570.2","| Symbols: NPF3.1, AtNPF3.1 | NRT1/ PTR family 3.1 | chr1:25746994-25750110 FORWARD LENGTH=566"
"Dm_00008134-RA","AT3G12390.1","| Symbols: no symbol available | no full name available | chr3:3942344-3943595 FORWARD LENGTH=203"
"Dm_00008136-RA","AT3G54380.1","| Symbols: SAC3C, AtSAC3C | yeast Sac3 homolog C | chr3:20133985-20136752 REVERSE LENGTH=406"
"Dm_00008133-RA","AT3G02680.1","| Symbols: ATNBS1, NBS1 | nijmegen breakage syndrome 1 | chr3:576378-579226 FORWARD LENGTH=542"
"Dm_00007979-RA","AT1G14000.1","| Symbols: VIK | VH1-interacting kinase | chr1:4797606-4800043 FORWARD LENGTH=438"
"Dm_00008149-RA","AT3G52260.2","| Symbols: no symbol available | no full name available | chr3:19383452-19386440 REVERSE LENGTH=369"
"Dm_00006606-RA","AT5G23060.1","| Symbols: CaS | calcium sensing receptor | chr5:7736760-7738412 REVERSE LENGTH=387"
"Dm_00007438-RA","AT4G33630.3","| Symbols: EX1 | EXECUTER1 | chr4:16155560-16159094 FORWARD LENGTH=684"
"Dm_00008454-RA","AT2G38280.2","| Symbols: ATAMPD, FAC1 | ADENOSINE 5'-MONOPHOSPHATE DEAMINASE, EMBRYONIC FACTOR1 | chr2:16033767-16038793 REVERSE LENGTH=839"
"Dm_00007879-RA","AT3G52120.1","| Symbols: no symbol available | no full name available | chr3:19329243-19331738 FORWARD LENGTH=443"
"Dm_00007880-RA","AT1G05590.3","| Symbols: HEXO2, ATHEX3 | beta-hexosaminidase 2, BETA-HEXOSAMINIDASE 3 | chr1:1669871-1671686 FORWARD LENGTH=580"
"Dm_00007808-RA","AT2G39970.1","| Symbols: PXN, APEM3, PMP38 | peroxisomal NAD carrier, peroxisomal membrane protein 38, ABERRANT PEROXISOME MORPHOLOGY 3 | chr2:16684026-16686392 REVERSE LENGTH=331"
"Dm_00007809-RA","AT5G64580.1","| Symbols: FtsHi4, EMB3144 | EMBRYO DEFECTIVE 3144, FtsH (filamentation-temperature-sensitive protein H) inactive 4 | chr5:25817391-25821465 REVERSE LENGTH=855"
"Dm_00007813-RA","AT1G26880.1","| Symbols: no symbol available | no full name available | chr1:9315640-9316681 REVERSE LENGTH=120"
"Dm_00007657-RA","AT1G34270.1","| Symbols: no symbol available | no full name available | chr1:12492571-12494514 REVERSE LENGTH=477"
"Dm_00007655-RA","AT1G71870.1","| Symbols: MATE45, bige1a | Multidrug And Toxic compound Extrusion 45 | chr1:27032456-27034895 REVERSE LENGTH=510"
"Dm_00006466-RA","AT4G21450.2","| Symbols: no symbol available | no full name available | chr4:11426136-11427439 FORWARD LENGTH=212"
"Dm_00008754-RA","AT1G77550.1","| Symbols: no symbol available | no full name available | chr1:29138490-29142965 REVERSE LENGTH=855"
"Dm_00007899-RA","AT5G65430.3","| Symbols: 14-3-3KAPPA, GRF8, AtMIN10, GF14 KAPPA | general regulatory factor 8, 14-3-3 PROTEIN G-BOX FACTOR14 KAPPA | chr5:26148630-26150255 REVERSE LENGTH=260"
"Dm_00007670-RA","AT1G77380.1","| Symbols: ATAAP3, AAP3 | amino acid permease 3 | chr1:29075201-29077252 REVERSE LENGTH=476"
"Dm_00008455-RA","AT3G27540.1","| Symbols: no symbol available | no full name available | chr3:10205489-10206888 FORWARD LENGTH=390"
"Dm_00008012-RA","AT2G37630.1","| Symbols: ATMYB91, LL2, AS1, ATPHAN, MYB91 | ASYMMETRIC LEAVES 1, LOTUS LEAF 2, ARABIDOPSIS PHANTASTICA-LIKE 1, MYB DOMAIN PROTEIN 91 | chr2:15781798-15782901 REVERSE LENGTH=367"
"Dm_00008998-RA","AT5G47550.1","| Symbols: CYS5 | Cysteine proteinase inhibitor 5 | chr5:19286596-19286964 REVERSE LENGTH=122"
"Dm_00008997-RA","AT4G12570.1","| Symbols: UPL5 | ubiquitin protein ligase 5 | chr4:7445585-7448819 FORWARD LENGTH=873"
"Dm_00007740-RA","AT2G26760.1","| Symbols: CYCB1;4 | Cyclin B1;4 | chr2:11401551-11403205 FORWARD LENGTH=387"
"Dm_00008459-RA","AT2G25290.4","| Symbols: Phox1 | Phox1 | chr2:10766192-10768517 REVERSE LENGTH=745"
"Dm_00008462-RA","AT5G25220.1","| Symbols: KNAT3 | KNOTTED1-like homeobox gene 3 | chr5:8736208-8738115 FORWARD LENGTH=431"
"Dm_00007406-RA","AT3G55020.1","| Symbols: no symbol available | no full name available | chr3:20389178-20394713 REVERSE LENGTH=819"
"Dm_00007407-RA","AT3G55040.1","| Symbols: GSTL2 | glutathione transferase lambda 2 | chr3:20398718-20400305 REVERSE LENGTH=292"
"Dm_00021016-RA","AT4G32940.1","| Symbols: AEP3, GAMMAVPE, AtLEG gamma, GAMMA-VPE, LEG gamma | gamma vacuolar processing enzyme, asparaginyl endopeptidase 3, legumain gamma | chr4:15900557-15903161 REVERSE LENGTH=494"
"Dm_00020950-RA","AT3G03920.1","| Symbols: no symbol available | no full name available | chr3:1009123-1010379 REVERSE LENGTH=202"
"Dm_00018979-RA","AT3G62410.1","| Symbols: CP12, CP12-2 | CP12 DOMAIN-CONTAINING PROTEIN 1, CP12 domain-containing protein 2 | chr3:23091006-23091401 FORWARD LENGTH=131"
"Dm_00021067-RA","AT5G10050.1","| Symbols: no symbol available | no full name available | chr5:3144254-3145643 FORWARD LENGTH=279"
"Dm_00020741-RA","AT4G09660.1","| Symbols: no symbol available | no full name available | chr4:6104446-6106607 FORWARD LENGTH=664"
"Dm_00021086-RA","AT1G72320.4","| Symbols: PUM23, APUM23 | pumilio 23 | chr1:27228984-27232580 REVERSE LENGTH=753"
"Dm_00020927-RA","AT1G67340.1","| Symbols: no symbol available | no full name available | chr1:25230323-25231622 FORWARD LENGTH=379"
"Dm_00019713-RA","AT1G04240.1","| Symbols: SHY2, IAA3 | SHORT HYPOCOTYL 2, indole-3-acetic acid inducible 3 | chr1:1128564-1129319 REVERSE LENGTH=189"
"Dm_00020949-RA","AT3G10130.1","| Symbols: SOUL4 | SOUL heme?binding protein 4 | chr3:3131122-3133158 REVERSE LENGTH=309"
"Dm_00021058-RA","AT3G08980.4","| Symbols: no symbol available | no full name available | chr3:2741279-2742375 FORWARD LENGTH=154"
"Dm_00021037-RA","AT5G16660.2","| Symbols: no symbol available | no full name available | chr5:5465699-5467006 REVERSE LENGTH=166"
"Dm_00021084-RA","AT2G21950.1","| Symbols: SKIP6 | SKP1 interacting partner 6 | chr2:9353526-9354644 REVERSE LENGTH=372"
"Dm_00007181-RA","AT5G51700.1","| Symbols: RAR1, PBS2, ATRAR1, RPR2 | Required for Mla12 resistance 1, PPHB SUSCEPTIBLE 2 | chr5:21001373-21003143 REVERSE LENGTH=226"
"Dm_00005317-RA","AT5G47090.2","| Symbols: no symbol available | no full name available | chr5:19127274-19128493 FORWARD LENGTH=310"
"Dm_00006290-RA","AT3G24030.1","| Symbols: no symbol available | no full name available | chr3:8679862-8680812 REVERSE LENGTH=276"
"Dm_00006721-RA","AT3G13940.1","| Symbols: no symbol available | no full name available | chr3:4600647-4602412 REVERSE LENGTH=442"
"Dm_00006723-RA","AT4G33090.1","| Symbols: APM1, ATAPM1 | AMINOPEPTIDASE M1, aminopeptidase M1 | chr4:15965915-15970418 REVERSE LENGTH=879"
"Dm_00007119-RA","AT2G24220.1","| Symbols: ATPUP5, PUP5 | purine permease 5 | chr2:10300603-10301688 FORWARD LENGTH=361"
"Dm_00007120-RA","AT5G43745.1","| Symbols: PEC2 | PLASTID ENVELOPE ION CHANNELS 2 | chr5:17569435-17574954 REVERSE LENGTH=817"
"Dm_00006047-RA","AT1G51110.1","| Symbols: FBN10 | FIBRILLIN10 | chr1:18935380-18937484 FORWARD LENGTH=409"
"Dm_00005717-RA","AT4G13450.1","| Symbols: no symbol available | no full name available | chr4:7815146-7815904 REVERSE LENGTH=219"
"Dm_00005670-RA","AT4G24540.1","| Symbols: AGL24 | AGAMOUS-like 24 | chr4:12671160-12673645 REVERSE LENGTH=220"
"Dm_00007259-RA","AT5G13020.1","| Symbols: EML3, AtEML3 | EMSY-like 3 | chr5:4129691-4132089 REVERSE LENGTH=397"
"Dm_00007256-RA","AT1G51130.1","| Symbols: Nse4A |  | chr1:18939480-18941560 REVERSE LENGTH=403"
"Dm_00006792-RA","AT1G59990.1","| Symbols: HS3, EMB3108, RH22 | EMBRYO DEFECTIVE 3108, HEAVY SEED 3, RNA helicase 22 | chr1:22090369-22092885 REVERSE LENGTH=581"
"Dm_00006085-RA","AT1G26355.1","| Symbols: SP1L1 | SPIRAL1-like1 | chr1:9117950-9118611 REVERSE LENGTH=113"
"Dm_00006093-RA","AT5G14240.1","| Symbols: no symbol available | no full name available | chr5:4596223-4597568 REVERSE LENGTH=256"
"Dm_00006089-RA","AT1G74160.1","| Symbols: LNG3, TRM4 | TON1 Recruiting Motif 4, LONGIFOLIA 3 | chr1:27887164-27891151 FORWARD LENGTH=1025"
"Dm_00006094-RA","AT3G53950.1","| Symbols: GOXL2 | GALACTOSE OXIDASE-LIKE 2 | chr3:19975704-19977341 FORWARD LENGTH=545"
"Dm_00006266-RA","AT3G27750.1","| Symbols: THA8, EMB3123 | EMBRYO DEFECTIVE 3123, Thylakoid Assembly 8 | chr3:10284820-10285488 FORWARD LENGTH=222"
"Dm_00005734-RA","AT5G10830.1","| Symbols: no symbol available | no full name available | chr5:3423731-3424649 FORWARD LENGTH=261"
"Dm_00006588-RA","AT4G19420.2","| Symbols: PAE8 | pectin acetylesterase 8 | chr4:10587504-10589807 REVERSE LENGTH=397"
"Dm_00007234-RA","AT1G56450.1","| Symbols: MUD1, PBG1 | 20S proteasome beta subunit G1 | chr1:21141970-21144186 FORWARD LENGTH=246"
"Dm_00006794-RA","AT5G08030.2","| Symbols: AtGDPD6, GDPD6 | glycerophosphodiester phosphodiesterase 6 | chr5:2575152-2576815 REVERSE LENGTH=387"
"Dm_00006797-RA","AT1G48520.1","| Symbols: GATB | GLU-ADT subunit B | chr1:17940185-17942540 FORWARD LENGTH=550"
"Dm_00006779-RA","AT4G14930.2","| Symbols: no symbol available | no full name available | chr4:8538831-8541101 FORWARD LENGTH=310"
"Dm_00006563-RA","AT3G27120.1","| Symbols: FIGL1 | FIDGETIN-LIKE 1 | chr3:10000248-10004281 REVERSE LENGTH=680"
"Dm_00006564-RA","AT3G01910.1","| Symbols: AtSO, AT-SO, SOX | sulfite oxidase | chr3:314919-317274 REVERSE LENGTH=393"
"Dm_00007352-RA","AT5G56590.1","| Symbols: no symbol available | no full name available | chr5:22907521-22909436 FORWARD LENGTH=506"
"Dm_00006434-RA","AT4G02020.1","| Symbols: SWN, SDG10, EZA1 | SWINGER, SET DOMAIN-CONTAINING PROTEIN 10 | chr4:886693-891743 FORWARD LENGTH=856"
"Dm_00006435-RA","AT2G16760.1","| Symbols: no symbol available | no full name available | chr2:7275739-7277122 FORWARD LENGTH=327"
"Dm_00006020-RA","AT5G20420.1","| Symbols: CLSY2, CHR42 | chromatin remodeling 42, CLASSY2 | chr5:6899015-6903266 REVERSE LENGTH=1261"
"Dm_00007308-RA","AT3G02720.1","| Symbols: DJ1D, DJ-1d |  | chr3:586336-588088 FORWARD LENGTH=388"
"Dm_00007305-RA","AT5G37020.2","| Symbols: ATARF8, ARF8 | auxin response factor 8 | chr5:14630151-14633916 FORWARD LENGTH=773"
"Dm_00005923-RA","AT3G07490.1","| Symbols: CML3, AtCML3, AGD11 | calmodulin-like 3, ARF-GAP domain 11 | chr3:2391189-2391650 FORWARD LENGTH=153"
"Dm_00005924-RA","AT4G12910.1","| Symbols: scpl20 | serine carboxypeptidase-like 20 | chr4:7550576-7553051 REVERSE LENGTH=497"
"Dm_00007545-RA","AT1G76700.1","| Symbols: no symbol available | no full name available | chr1:28780619-28783022 REVERSE LENGTH=398"
"Dm_00007155-RA","AT1G64940.1","| Symbols: CYP89A6 | ""cytochrome P450, family 87, subfamily A, polypeptide 6"" | chr1:24123789-24125324 FORWARD LENGTH=511"
"Dm_00007150-RA","AT5G02310.3","| Symbols: GED1, PRT6 | proteolysis 6, Greening after Extended Darkness 1 | chr5:474279-482552 FORWARD LENGTH=2006"
"Dm_00005884-RA","AT5G65670.2","| Symbols: IAA9 | indole-3-acetic acid inducible 9 | chr5:26254463-26256134 FORWARD LENGTH=336"
"Dm_00006746-RA","AT4G10620.1","| Symbols: no symbol available | no full name available | chr4:6564297-6566402 FORWARD LENGTH=597"
"Dm_00006983-RA","AT4G38650.1","| Symbols: no symbol available | no full name available | chr4:18063377-18065769 FORWARD LENGTH=562"
"Dm_00006985-RA","AT4G38670.3","| Symbols: no symbol available | no full name available | chr4:18069856-18071227 REVERSE LENGTH=281"
"Dm_00006645-RA","AT3G07700.4","| Symbols: abc1k7, SIA1, AtSIA1 | salt-induced ABC1 kinase 1 | chr3:2459696-2463241 REVERSE LENGTH=695"
"Dm_00006653-RA","AT4G12710.1","| Symbols: no symbol available | no full name available | chr4:7485040-7486733 REVERSE LENGTH=402"
"Dm_00004081-RA","AT1G44770.2","| Symbols: no symbol available | no full name available | chr1:16907834-16909409 REVERSE LENGTH=270"
"Dm_00006702-RA","AT2G20260.1","| Symbols: PSAE-2 | photosystem I subunit E-2 | chr2:8736780-8737644 FORWARD LENGTH=145"
"Dm_00006554-RA","AT1G74920.1","| Symbols: ALDH10A8 | aldehyde dehydrogenase 10A8 | chr1:28139175-28142573 REVERSE LENGTH=501"
"Dm_00006901-RA","AT1G17880.1","| Symbols: ATBTF3, BTF3 | basic transcription factor 3 | chr1:6152572-6153425 REVERSE LENGTH=165"
"Dm_00007168-RA","AT1G75380.4","| Symbols: ATBBD1, BBD1 | bifunctional nuclease in basal defense response 1 | chr1:28281789-28283631 REVERSE LENGTH=325"
"Dm_00007163-RA","AT4G36420.1","| Symbols: no symbol available | no full name available | chr4:17203718-17204257 REVERSE LENGTH=179"
"Dm_00007166-RA","AT3G26750.1","| Symbols: no symbol available | no full name available | chr3:9840139-9841719 REVERSE LENGTH=526"
"Dm_00006626-RA","AT1G67900.6","| Symbols: NPY8 |  | chr1:25467737-25469888 FORWARD LENGTH=631"
"Dm_00006939-RA","AT4G01100.1","| Symbols: ADNT1 | adenine nucleotide transporter 1 | chr4:477411-479590 FORWARD LENGTH=352"
"Dm_00007337-RA","AT2G37190.1","| Symbols: no symbol available | no full name available | chr2:15619559-15620059 REVERSE LENGTH=166"
"Dm_00006272-RA","AT1G22710.1","| Symbols: SUC2, SUT1, ATSUC2 | SUCROSE TRANSPORTER 1, sucrose-proton symporter 2, ARABIDOPSIS THALIANA SUCROSE-PROTON SYMPORTER 2 | chr1:8030911-8032970 REVERSE LENGTH=512"
"Dm_00006571-RA","AT1G04620.1","| Symbols: HCAR | 7-hydroxymethyl chlorophyll a (HMChl) reductase | chr1:1282869-1286492 REVERSE LENGTH=462"
"Dm_00006244-RA","AT3G06130.1","| Symbols: AtHMP25 | HEAVY METAL ASSOCIATED PROTEIN 25 | chr3:1853048-1854673 REVERSE LENGTH=473"
"Dm_00017180-RA","AT4G37480.1","| Symbols: no symbol available | no full name available | chr4:17619261-17621596 FORWARD LENGTH=531"
"Dm_00018590-RA","AT3G11340.1","| Symbols: UGT76B1 | UDP-dependent glycosyltransferase 76B1 | chr3:3556728-3558149 FORWARD LENGTH=447"
"Dm_00017935-RA","AT3G09630.1","| Symbols: SAC56 | Suppressor of Acaulis 56 | chr3:2953813-2955444 FORWARD LENGTH=406"
"Dm_00018435-RA","AT5G62440.1","| Symbols: DOM1, EMB514 |  | chr5:25072620-25073917 REVERSE LENGTH=202"
"Dm_00018436-RA","AT1G74470.1","| Symbols: no symbol available | no full name available | chr1:27991248-27992845 FORWARD LENGTH=467"
"Dm_00018459-RA","AT4G11650.1","| Symbols: OSM34, ATOSM34, OSM 34 | Osmotin 34, osmotin 34 | chr4:7025127-7026113 REVERSE LENGTH=244"
"Dm_00018653-RA","AT1G08450.1","| Symbols: CRT3, AtCRT3, EBS2, PSL1 | A. thaliana calreticulin 3, EMS-MUTAGENIZED BRI1 SUPPRESSOR 2, calreticulin 3, PRIORITY IN SWEET LIFE 1 | chr1:2668008-2671800 REVERSE LENGTH=424"
"Dm_00018626-RA","AT1G24330.2","| Symbols: PUB6 |  | chr1:8631779-8634835 FORWARD LENGTH=771"
"Dm_00018717-RA","AT5G06690.1","| Symbols: TrxL2.1, WCRKC1 | Trx-like 2.1, WCRKC thioredoxin 1 | chr5:2060651-2061956 REVERSE LENGTH=210"
"Dm_00018716-RA","AT1G17840.1","| Symbols: COF1, WBC11, DSO, ATWBC11, AtABCG11, ABCG11 | ARABIDOPSIS THALIANA WHITE-BROWN COMPLEX HOMOLOG PROTEIN 11, CUTICULAR DEFECT AND ORGAN FUSION 1, ATP-binding cassette G11, DESPERADO, white-brown complex homolog protein 11 | chr1:6142870-6145894 FORWARD LENGTH=703"
"Dm_00014751-RA","AT1G70600.1","| Symbols: no symbol available | no full name available | chr1:26621168-26621608 REVERSE LENGTH=146"
"Dm_00014750-RA","AT3G26580.1","| Symbols: no symbol available | no full name available | chr3:9758933-9760349 FORWARD LENGTH=350"
"Dm_00014752-RA","AT1G12950.1","| Symbols: AtDTX31, RHS2 | ROOT HAIR SPECIFIC 2 | chr1:4419849-4422462 FORWARD LENGTH=522"
"Dm_00016877-RA","AT2G47500.1","| Symbols: no symbol available | no full name available | chr2:19493247-19497882 FORWARD LENGTH=983"
"Dm_00018515-RA","AT1G57860.1","| Symbols: no symbol available | no full name available | chr1:21430034-21430827 REVERSE LENGTH=164"
