"gene_ID","AT_gene_id","annotation"
"Dm_00013015-RA","AT3G28960.4","| Symbols: no symbol available | no full name available | chr3:10984245-10985485 REVERSE LENGTH=336"
"Dm_00010855-RA","AT3G45020.4","| Symbols: uL18-L7 |  | chr3:16469167-16469568 REVERSE LENGTH=133"
"Dm_00013420-RA","AT3G42170.1","| Symbols: DAYSLEEPER | DAYSLEEPER | chr3:14321838-14323928 FORWARD LENGTH=696"
"Dm_00012891-RA","AT2G34620.1","| Symbols: mTERF10 |  | chr2:14577196-14578203 FORWARD LENGTH=303"
"Dm_00011562-RA","AT2G18050.1","| Symbols: HON3, HIS1-3 | histone H1-3 | chr2:7846095-7846670 FORWARD LENGTH=167"
"Dm_00010382-RA","AT2G36830.1","| Symbols: TIP1;1, GAMMA-TIP, GAMMA-TIP1 | TONOPLAST INTRINSIC PROTEIN 1;1, gamma tonoplast intrinsic protein, GAMMA TONOPLAST INTRINSIC PROTEIN 1 | chr2:15445490-15446336 FORWARD LENGTH=251"
"Dm_00012804-RA","AT4G08810.1","| Symbols: SUB1 |  | chr4:5616204-5617862 REVERSE LENGTH=552"
"Dm_00012681-RA","AT5G15900.2","| Symbols: TBL19 | TRICHOME BIREFRINGENCE-LIKE 19 | chr5:5189524-5192127 REVERSE LENGTH=445"
"Dm_00010375-RA","AT4G00590.1","| Symbols: no symbol available | no full name available | chr4:252835-254880 FORWARD LENGTH=408"
"Dm_00013047-RA","AT2G44850.3","| Symbols: no symbol available | no full name available | chr2:18499770-18500823 FORWARD LENGTH=319"
"Dm_00013772-RA","AT2G25610.1","| Symbols: VHA-c |  | chr2:10901585-10902494 REVERSE LENGTH=178"
"Dm_00013061-RA","AT5G40250.1","| Symbols: ATL46 | Arabidopsis T####xicos en Levadura 46 | chr5:16086056-16087186 FORWARD LENGTH=376"
"Dm_00007705-RA","AT3G22960.1","| Symbols: PKP1, PKP-ALPHA | PLASTIDIAL PYRUVATE KINASE 1 | chr3:8139369-8141771 FORWARD LENGTH=596"
"Dm_00007350-RA","AT2G29660.1","| Symbols: no symbol available | no full name available | chr2:12679346-12680467 FORWARD LENGTH=373"
"Dm_00005864-RA","AT3G22060.1","| Symbols: no symbol available | no full name available | chr3:7771065-7772137 FORWARD LENGTH=252"
"Dm_00007845-RA","AT5G20260.2","| Symbols: no symbol available | no full name available | chr5:6836806-6839556 REVERSE LENGTH=466"
"Dm_00007846-RA","AT5G20280.1","| Symbols: SPS1F, ATSPS1F, SPSA1 | sucrose phosphate synthase 1F, sucrose-phosphate synthase A1 | chr5:6844994-6849997 REVERSE LENGTH=1043"
"Dm_00008218-RA","AT5G65220.1","| Symbols: PRPL29 | plastid ribosomal proteins of the 50S subunit 29 | chr5:26061301-26062506 FORWARD LENGTH=173"
"Dm_00007220-RA","AT4G21890.1","| Symbols: no symbol available | no full name available | chr4:11611874-11612674 REVERSE LENGTH=266"
"Dm_00007124-RA","AT3G54290.1","| Symbols: no symbol available | no full name available | chr3:20104623-20105845 REVERSE LENGTH=350"
"Dm_00007850-RA","AT3G21250.2","| Symbols: ATMRP6, ABCC8, MRP6 | multidrug resistance-associated protein 6, ARABIDOPSIS THALIANA MULTIDRUG RESISTANCE-ASSOCIATED PROTEIN 6, ATP-binding cassette C8 | chr3:7457668-7463261 REVERSE LENGTH=1464"
"Dm_00005640-RA","AT5G19440.1","| Symbols: no symbol available | no full name available | chr5:6556493-6558123 FORWARD LENGTH=326"
"Dm_00005644-RA","AT1G51405.1","| Symbols: no symbol available | no full name available | chr1:19057780-19059582 FORWARD LENGTH=487"
"Dm_00006317-RA","AT1G47890.1","| Symbols: AtRLP7, RLP7 | receptor like protein 7 | chr1:17643976-17647035 FORWARD LENGTH=1019"
"Dm_00006326-RA","AT5G50150.1","| Symbols: LOTR1 | LORD OF THE RINGS 1 | chr5:20402444-20406375 REVERSE LENGTH=420"
"Dm_00007448-RA","AT3G12160.1","| Symbols: RABA4D, ATRABA4D | RAB GTPase homolog A4D, ARABIDOPSIS THALIANA RAB GTPASE HOMOLOG A4D | chr3:3879495-3880437 REVERSE LENGTH=222"
"Dm_00007446-RA","AT5G26880.1","| Symbols: AGL26 | AGAMOUS-like 26 | chr5:9457950-9459190 REVERSE LENGTH=263"
"Dm_00007565-RA","AT3G05545.1","| Symbols: no symbol available | no full name available | chr3:1609436-1612133 FORWARD LENGTH=425"
"Dm_00008085-RA","AT3G03530.1","| Symbols: AtNPC4, NPC4 | non-specific phospholipase C4 | chr3:842686-844970 REVERSE LENGTH=538"
"Dm_00008011-RA","AT1G12420.1","| Symbols: ACR8 | ACT domain repeat 8 | chr1:4226673-4228917 REVERSE LENGTH=441"
"Dm_00005633-RA","AT2G44065.3","| Symbols: no symbol available | no full name available | chr2:18228860-18230368 FORWARD LENGTH=214"
"Dm_00018876-RA","AT1G30380.1","| Symbols: PSAK | photosystem I subunit K | chr1:10722325-10723013 FORWARD LENGTH=130"
"Dm_00017932-RA","AT4G13420.1","| Symbols: ATHAK5, HAK5 | ARABIDOPSIS THALIANA HIGH AFFINITY K+ TRANSPORTER 5, high affinity K+ transporter 5 | chr4:7797038-7802174 REVERSE LENGTH=785"
"Dm_00017467-RA","AT5G14880.1","| Symbols: KUP8 | potassium uptake 8 | chr5:4814244-4817667 FORWARD LENGTH=781"
"Dm_00017787-RA","AT1G60190.1","| Symbols: AtPUB19, PUB19 | plant U-box 19 | chr1:22198403-22200463 FORWARD LENGTH=686"
"Dm_00017036-RA","AT5G47810.1","| Symbols: PFK2 | phosphofructokinase 2 | chr5:19356569-19357989 REVERSE LENGTH=444"
"Dm_00017887-RA","AT2G28100.1","| Symbols: ATFUC1, FUC1 | alpha-L-fucosidase 1 | chr2:11974803-11976489 FORWARD LENGTH=506"
"Dm_00016440-RA","AT1G77930.2","| Symbols: DJC65 | DNA J protein C65 | chr1:29301184-29302467 FORWARD LENGTH=271"
"Dm_00018077-RA","AT4G30960.1","| Symbols: ATCIPK6, CIPK6, SNRK3.14, SIP3 | SNF1-RELATED PROTEIN KINASE 3.14, SOS3-interacting protein 3, CBL-INTERACTING PROTEIN KINASE 6 | chr4:15067400-15068725 FORWARD LENGTH=441"
"Dm_00018047-RA","AT5G03540.1","| Symbols: ATEXO70A1, EXO70A1 | exocyst subunit exo70 family protein A1 | chr5:889606-893916 FORWARD LENGTH=638"
"Dm_00015937-RA","AT3G15210.1","| Symbols: RAP2.5, ATERF4, ERF4, ATERF-4 | RELATED TO AP2 5, ethylene responsive element binding factor 4, ETHYLENE RESPONSIVE ELEMENT BINDING FACTOR 4 | chr3:5121472-5122140 FORWARD LENGTH=222"
"Dm_00015938-RA","AT5G53940.1","| Symbols: no symbol available | no full name available | chr5:21897164-21898589 REVERSE LENGTH=129"
"Dm_00016217-RA","AT5G02560.1","| Symbols: h2a.w.12, HTA12 | histone H2A 12 | chr5:575437-576456 FORWARD LENGTH=153"
"Dm_00017923-RA","AT1G29990.1","| Symbols: PFD6 | prefoldin 6 | chr1:10507666-10508821 FORWARD LENGTH=129"
"Dm_00017865-RA","AT5G19140.3","| Symbols: ATAILP1, AILP1 |  | chr5:6424779-6425785 FORWARD LENGTH=198"
"Dm_00016602-RA","AT5G47780.1","| Symbols: GAUT4 | galacturonosyltransferase 4 | chr5:19347991-19350517 FORWARD LENGTH=616"
"Dm_00015716-RA","AT5G49480.1","| Symbols: CP1, ATCP1 | Ca2+-binding protein 1 | chr5:20070812-20071294 FORWARD LENGTH=160"
"Dm_00015718-RA","AT5G49480.1","| Symbols: CP1, ATCP1 | Ca2+-binding protein 1 | chr5:20070812-20071294 FORWARD LENGTH=160"
"Dm_00018068-RA","AT1G50600.3","| Symbols: SCL5 | scarecrow-like 5 | chr1:18737398-18738978 REVERSE LENGTH=526"
"Dm_00018092-RA","AT4G15930.1","| Symbols: no symbol available | no full name available | chr4:9036344-9037825 FORWARD LENGTH=123"
"Dm_00016706-RA","AT5G66690.1","| Symbols: UGT72E2 |  | chr5:26625155-26626600 FORWARD LENGTH=481"
"Dm_00016107-RA","AT4G32890.1","| Symbols: GATA9 | GATA transcription factor 9 | chr4:15875598-15876615 FORWARD LENGTH=308"
"Dm_00016597-RA","AT2G43000.1","| Symbols: AtJUB1, ANAC042, JUB1, NAC042 | JUNGBRUNNEN 1, NAC domain containing protein 42 | chr2:17880617-17882584 REVERSE LENGTH=275"
"Dm_00015844-RA","AT5G12250.1","| Symbols: TUB6 | beta-6 tubulin | chr5:3961317-3962971 REVERSE LENGTH=449"
"Dm_00017189-RA","AT3G23050.2","| Symbols: IAA7, AXR2 | indole-3-acetic acid 7, AUXIN RESISTANT 2 | chr3:8194768-8196214 FORWARD LENGTH=210"
"Dm_00016191-RA","AT3G22540.1","| Symbols: no symbol available | no full name available | chr3:7984233-7984565 REVERSE LENGTH=110"
"Dm_00017905-RA","AT4G29250.1","| Symbols: no symbol available | no full name available | chr4:14420713-14422177 FORWARD LENGTH=460"
"Dm_00016039-RA","AT1G56290.1","| Symbols: no symbol available | no full name available | chr1:21075939-21078608 FORWARD LENGTH=692"
"Dm_00016480-RA","AT5G60250.1","| Symbols: no symbol available | no full name available | chr5:24252226-24254710 FORWARD LENGTH=655"
"Dm_00015320-RA","AT1G09890.4","| Symbols: no symbol available | no full name available | chr1:3214237-3217541 REVERSE LENGTH=633"
"Dm_00016567-RA","AT4G09810.1","| Symbols: URGT5 | UDP-Rha/UDP-Gal transporter 5 | chr4:6175415-6176892 REVERSE LENGTH=335"
"Dm_00015780-RA","AT5G22580.1","| Symbols: no symbol available | no full name available | chr5:7502709-7503137 FORWARD LENGTH=111"
"Dm_00016451-RA","AT4G38180.1","| Symbols: FRS5 | FAR1-related sequence 5 | chr4:17906702-17909404 REVERSE LENGTH=788"
"Dm_00016209-RA","AT4G35880.2","| Symbols: no symbol available | no full name available | chr4:16993339-16995312 FORWARD LENGTH=440"
"Dm_00013668-RA","AT1G66150.1","| Symbols: TMK1 | transmembrane kinase 1 | chr1:24631503-24634415 FORWARD LENGTH=942"
"Dm_00013161-RA","AT3G27020.1","| Symbols: AtYSL6, YSL6 | YELLOW STRIPE like 6 | chr3:9961623-9964461 REVERSE LENGTH=676"
"Dm_00016054-RA","AT3G62660.1","| Symbols: GATL7 | galacturonosyltransferase-like 7 | chr3:23173419-23174504 FORWARD LENGTH=361"
"Dm_00014471-RA","AT2G35550.4","| Symbols: BPC7, ATBPC7, BBR | BASIC PENTACYSTEINE 7, basic pentacysteine 7 | chr2:14929938-14930618 FORWARD LENGTH=226"
"Dm_00016525-RA","AT1G10750.1","| Symbols: no symbol available | no full name available | chr1:3574986-3578310 REVERSE LENGTH=467"
"Dm_00016601-RA","AT3G45980.1","| Symbols: HTB9, H2B | HISTONE H2B | chr3:16897492-16897944 REVERSE LENGTH=150"
"Dm_00015742-RA","AT4G09320.1","| Symbols: ATNDK1, NDPK1, NDK1 | nucleoside diphosphate kinase 1 | chr4:5923484-5924366 FORWARD LENGTH=149"
"Dm_00016455-RA","AT2G25610.1","| Symbols: VHA-c |  | chr2:10901585-10902494 REVERSE LENGTH=178"
"Dm_00008931-RA","AT4G23160.1","| Symbols: CRK8 | cysteine-rich RLK (RECEPTOR-like protein kinase) 8 | chr4:12131325-12134086 FORWARD LENGTH=682"
"Dm_00008491-RA","AT2G26440.1","| Symbols: PME12 | pectin methylesterase 12 | chr2:11247407-11249407 FORWARD LENGTH=547"
"Dm_00010152-RA","AT3G44880.1","| Symbols: ACD1, LLS1, PAO | PHEOPHORBIDE A OXYGENASE, LETHAL LEAF-SPOT 1 HOMOLOG, ACCELERATED CELL DEATH 1 | chr3:16383858-16386204 FORWARD LENGTH=537"
"Dm_00009623-RA","AT4G10130.5","| Symbols: no symbol available | no full name available | chr4:6320959-6321483 REVERSE LENGTH=174"
"Dm_00009619-RA","AT2G26560.1","| Symbols: PLA IIA, PLP2, PLA2A, PLAII alpha | PHOSPHOLIPASE A 2A, PATATIN-LIKE PROTEIN 2, phospholipase A 2A | chr2:11293912-11295708 REVERSE LENGTH=407"
"Dm_00010470-RA","AT1G18640.2","| Symbols: PSP, PSP1 | phosphoserine phosphatase 1, 3-phosphoserine phosphatase | chr1:6416524-6418245 REVERSE LENGTH=295"
"Dm_00010469-RA","AT2G32030.1","| Symbols: no symbol available | no full name available | chr2:13632675-13633241 REVERSE LENGTH=188"
"Dm_00008435-RA","AT1G02500.2","| Symbols: METK1, SAM-1, AtSAM1, SAM1, MAT1 | S-adenosylmethionine synthetase 1, S-ADENOSYLMETHIONINE SYNTHETASE-1 | chr1:519037-520218 FORWARD LENGTH=393"
"Dm_00008439-RA","AT3G05880.1","| Symbols: RCI2A | RARE-COLD-INDUCIBLE 2A | chr3:1756195-1756494 REVERSE LENGTH=54"
"Dm_00009177-RA","AT5G66320.2","| Symbols: GATA5 | GATA transcription factor 5 | chr5:26496208-26497309 REVERSE LENGTH=339"
"Dm_00008586-RA","AT2G38640.1","| Symbols: no symbol available | no full name available | chr2:16157725-16158474 REVERSE LENGTH=196"
"Dm_00010665-RA","AT1G11000.3","| Symbols: MLO4, ATMLO4 | MILDEW RESISTANCE LOCUS O 4 | chr1:3671935-3675909 REVERSE LENGTH=573"
"Dm_00010473-RA","AT3G27690.2","| Symbols: LHCB2.4, DEG13, LHCB2, LHCB2.3 | LIGHT-HARVESTING CHLOROPHYLL B-BINDING 2, photosystem II light harvesting complex gene 2.3 | chr3:10255906-10256921 FORWARD LENGTH=298"
"Dm_00010528-RA","AT5G04930.1","| Symbols: ALA1 | aminophospholipid ATPase 1 | chr5:1445509-1449568 FORWARD LENGTH=1158"
"Dm_00008308-RA","AT1G53050.2","| Symbols: no symbol available | no full name available | chr1:19772574-19775531 FORWARD LENGTH=694"
"Dm_00010349-RA","AT4G22880.3","| Symbols: LDOX, TT18, TDS4, ANS | leucoanthocyanidin dioxygenase, ANTHOCYANIDIN SYNTHASE, TANNIN DEFICIENT SEED 4 | chr4:12004905-12006059 REVERSE LENGTH=356"
"Dm_00009302-RA","AT2G38905.1","| Symbols: no symbol available | no full name available | chr2:16244218-16244472 REVERSE LENGTH=54"
"Dm_00017747-RA","AT2G48010.1","| Symbols: RKF3 | receptor-like kinase in in flowers 3 | chr2:19641465-19643318 FORWARD LENGTH=617"
"Dm_00017167-RA","AT2G33490.3","| Symbols: no symbol available | no full name available | chr2:14183552-14187922 FORWARD LENGTH=620"
"Dm_00017695-RA","AT1G13680.1","| Symbols: PLCL1 | PHOSPHOLIPASE C-LIKE 1 | chr1:4690409-4692702 FORWARD LENGTH=346"
"Dm_00017651-RA","AT1G14860.1","| Symbols: NUDT18, atnudt18 | nudix hydrolase homolog 18 | chr1:5124993-5125805 FORWARD LENGTH=176"
"Dm_00017371-RA","AT4G04450.1","| Symbols: AtWRKY42, WRKY42 |  | chr4:2218379-2221113 FORWARD LENGTH=528"
"Dm_00017332-RA","AT1G48420.3","| Symbols: ACD1, DCD, ATACD1, D-CDES, AtDCD | 1-AMINOCYCLOPROPANE-1-CARBOXYLIC ACID DEAMINASE 1, A. THALIANA 1-AMINOCYCLOPROPANE-1-CARBOXYLIC ACID DEAMINASE 1, D-cysteine desulfhydrase | chr1:17896767-17898803 REVERSE LENGTH=401"
"Dm_00017582-RA","AT3G24315.1","| Symbols: SEC20, AtSec20 |  | chr3:8820599-8822445 REVERSE LENGTH=293"
"Dm_00017438-RA","AT5G17670.1","| Symbols: no symbol available | no full name available | chr5:5821082-5822600 FORWARD LENGTH=309"
"Dm_00015883-RA","AT2G26310.5","| Symbols: AtFAP2, FAP2 | fatty-acid-binding protein 2 | chr2:11201770-11203919 FORWARD LENGTH=398"
"Dm_00017577-RA","AT3G55320.1","| Symbols: ABCB20, PGP20 | P-glycoprotein  20, ATP-binding cassette B20 | chr3:20507391-20513393 REVERSE LENGTH=1408"
"Dm_00016521-RA","AT4G35070.2","| Symbols: no symbol available | no full name available | chr4:16694576-16695387 FORWARD LENGTH=210"
"Dm_00016245-RA","AT1G76680.1","| Symbols: OPR1, ATOPR1 | 12-oxophytodienoate reductase 1, ARABIDOPSIS 12-OXOPHYTODIENOATE REDUCTASE 1 | chr1:28776982-28778271 FORWARD LENGTH=372"
"Dm_00016647-RA","AT5G64140.1","| Symbols: RPS28 | ribosomal protein S28 | chr5:25667529-25667723 REVERSE LENGTH=64"
"Dm_00016062-RA","AT1G34370.2","| Symbols: AtSTOP1, STOP1 | sensitive to proton rhizotoxicity 1 | chr1:12551002-12552501 FORWARD LENGTH=499"
"Dm_00015419-RA","AT5G41760.2","| Symbols: no symbol available | no full name available | chr5:16706978-16709204 FORWARD LENGTH=340"
"Dm_00016664-RA","AT2G33500.2","| Symbols: BBX12 | B-box domain protein 12 | chr2:14188159-14190046 REVERSE LENGTH=401"
"Dm_00017342-RA","AT3G55490.1","| Symbols: no symbol available | no full name available | chr3:20572171-20573415 REVERSE LENGTH=185"
"Dm_00017367-RA","AT2G07050.1","| Symbols: CAS1 | cycloartenol synthase 1 | chr2:2924629-2930295 FORWARD LENGTH=759"
"Dm_00016395-RA","AT3G53620.1","| Symbols: PPa4, AtPPa4 | pyrophosphorylase 4 | chr3:19881491-19883308 FORWARD LENGTH=216"
"Dm_00015171-RA","AT5G43860.1","| Symbols: ATCLH2, CLH2 | ARABIDOPSIS THALIANA CHLOROPHYLLASE 2, chlorophyllase 2 | chr5:17630492-17632184 FORWARD LENGTH=318"
"Dm_00016084-RA","AT5G44710.1","| Symbols: no symbol available | no full name available | chr5:18041621-18042322 FORWARD LENGTH=102"
"Dm_00013986-RA","AT5G25880.1","| Symbols: ATNADP-ME3, NADP-ME3 | NADP-malic enzyme 3, Arabidopsis thaliana NADP-malic enzyme 3 | chr5:9024549-9028260 FORWARD LENGTH=588"
"Dm_00017221-RA","AT3G61460.1","| Symbols: BRH1 | brassinosteroid-responsive RING-H2 | chr3:22741701-22742213 REVERSE LENGTH=170"
"Dm_00017239-RA","AT3G07950.1","| Symbols: no symbol available | no full name available | chr3:2531982-2534277 FORWARD LENGTH=304"
"Dm_00016379-RA","AT2G44600.1","| Symbols: no symbol available | no full name available | chr2:18408845-18409786 FORWARD LENGTH=313"
"Dm_00017321-RA","AT4G06634.1","| Symbols: AtYY1, YY1 | Yin Yang 1 | chr4:3764499-3766439 REVERSE LENGTH=387"
"Dm_00016110-RA","AT5G14970.1","| Symbols: no symbol available | no full name available | chr5:4847368-4848760 FORWARD LENGTH=355"
"Dm_00008278-RA","AT2G02860.1","| Symbols: SUC3, ATSUT2, SUT2, ATSUC3 | SUCROSE TRANSPORTER 3, sucrose transporter 2, ARABIDOPSIS THALIANA SUCROSE TRANSPORTER 3 | chr2:828546-832296 REVERSE LENGTH=594"
"Dm_00007673-RA","AT1G16260.3","| Symbols: WAKL8 | WALL ASSOCIATED KINASE LIKE 8 | chr1:5559708-5562018 REVERSE LENGTH=711"
"Dm_00008102-RA","AT2G03440.1","| Symbols: ATNRP1, NRP1 | nodulin-related protein 1 | chr2:1039409-1039972 REVERSE LENGTH=187"
"Dm_00008294-RA","AT1G31770.1","| Symbols: AtABCG14, ABCG14 | ATP-binding cassette G14 | chr1:11375252-11377644 REVERSE LENGTH=648"
"Dm_00009280-RA","AT2G46600.1","| Symbols: no symbol available | no full name available | chr2:19136070-19136477 FORWARD LENGTH=135"
"Dm_00009279-RA","AT1G01225.1","| Symbols: no symbol available | no full name available | chr1:96064-97242 FORWARD LENGTH=260"
"Dm_00008637-RA","AT5G06850.1","| Symbols: MCTP1, FTIP1 | FT-interacting protein 1, multiple C2 domain and transmembrane region protein 1 | chr5:2127200-2129584 REVERSE LENGTH=794"
"Dm_00009642-RA","AT3G15470.1","| Symbols: no symbol available | no full name available | chr3:5216630-5219868 REVERSE LENGTH=883"
"Dm_00008857-RA","AT1G13250.1","| Symbols: GATL3 | galacturonosyltransferase-like 3 | chr1:4528965-4530002 REVERSE LENGTH=345"
"Dm_00009273-RA","AT2G25810.1","| Symbols: TIP4;1 | tonoplast intrinsic protein 4;1 | chr2:11012658-11013906 FORWARD LENGTH=249"
"Dm_00016822-RA","AT3G26590.1","| Symbols: no symbol available | no full name available | chr3:9761927-9765259 REVERSE LENGTH=500"
"Dm_00011577-RA","AT4G14130.1","| Symbols: XTR7, XTH15 | xyloglucan endotransglucosylase/hydrolase 15, xyloglucan endotransglycosylase 7 | chr4:8137161-8138196 REVERSE LENGTH=289"
"Dm_00012261-RA","AT4G25490.1","| Symbols: CBF1, DREB1B, ATCBF1 | DRE BINDING PROTEIN 1B, C-repeat/DRE binding factor 1 | chr4:13021921-13022562 REVERSE LENGTH=213"
"Dm_00010497-RA","AT4G01410.1","| Symbols: no symbol available | no full name available | chr4:578308-578991 FORWARD LENGTH=227"
"Dm_00010496-RA","AT2G46810.3","| Symbols: MYC70 | MYC-type transcription factor 70 | chr2:19240775-19242373 FORWARD LENGTH=359"
"Dm_00011715-RA","AT5G53110.1","| Symbols: ATL96 | Arabidopsis T####xicos en Levadura 96 | chr5:21529022-21533008 FORWARD LENGTH=382"
"Dm_00010398-RA","AT1G72510.2","| Symbols: no symbol available | no full name available | chr1:27303906-27304403 FORWARD LENGTH=165"
"Dm_00010588-RA","AT5G26749.1","| Symbols: no symbol available | no full name available | chr5:9398285-9399239 REVERSE LENGTH=147"
"Dm_00009689-RA","AT3G50120.1","| Symbols: no symbol available | no full name available | chr3:18585157-18587246 REVERSE LENGTH=531"
"Dm_00009552-RA","AT4G35470.1","| Symbols: PIRL4 | plant intracellular ras group-related LRR 4 | chr4:16846531-16848448 FORWARD LENGTH=549"
"Dm_00009208-RA","AT3G50845.1","| Symbols: no symbol available | no full name available | chr3:18900107-18901209 REVERSE LENGTH=154"
"Dm_00007905-RA","AT1G48140.1","| Symbols: DPMS3 | dolichol phosphate mannose synthase 3 | chr1:17783402-17783914 FORWARD LENGTH=89"
"Dm_00007906-RA","AT3G25120.1","| Symbols: no symbol available | no full name available | chr3:9149785-9151068 REVERSE LENGTH=189"
"Dm_00008476-RA","AT1G05850.2","| Symbols: CTL1, HOT2, ERH1, ERH2, ATCTL1, ELP, ELP1, POM1 | CHITINASE-LIKE PROTEIN 1, POM-POM1, ECTOPIC ROOT HAIR 2, SENSITIVE TO HOT TEMPERATURES 2, ECTOPIC DEPOSITION OF LIGNIN IN PITH, ECTOPIC DEPOSITION OF LIGNIN IN PITH 1, ECTOPIC ROOT HAIR 1 | chr1:1766833-1768117 REVERSE LENGTH=321"
"Dm_00007952-RA","AT5G64150.1","| Symbols: no symbol available | no full name available | chr5:25668997-25670731 REVERSE LENGTH=377"
"Dm_00008724-RA","AT1G14390.1","| Symbols: no symbol available | no full name available | chr1:4924277-4926794 FORWARD LENGTH=728"
"Dm_00008835-RA","AT2G40950.1","| Symbols: BZIP17 |  | chr2:17087823-17090326 REVERSE LENGTH=721"
"Dm_00008286-RA","AT2G39780.2","| Symbols: RNS2 | ribonuclease 2 | chr2:16591256-16593515 FORWARD LENGTH=227"
"Dm_00007552-RA","AT1G34750.3","| Symbols: CIPP1 | CERK-1 interacting protein phosphatase 1 | chr1:12736386-12737727 REVERSE LENGTH=282"
"Dm_00007243-RA","AT5G20240.1","| Symbols: PI | PISTILLATA | chr5:6829203-6831208 FORWARD LENGTH=208"
"Dm_00007244-RA","AT1G25500.2","| Symbols: no symbol available | no full name available | chr1:8955437-8957793 REVERSE LENGTH=488"
"Dm_00007251-RA","AT4G39670.1","| Symbols: GLTP | phospholipase-like protein | chr4:18410172-18410861 FORWARD LENGTH=229"
"Dm_00007252-RA","AT1G68570.2","| Symbols: NPF3.1, AtNPF3.1 | NRT1/ PTR family 3.1 | chr1:25746994-25750110 FORWARD LENGTH=566"
"Dm_00008267-RA","AT4G03420.1","| Symbols: no symbol available | no full name available | chr4:1512226-1513594 FORWARD LENGTH=310"
"Dm_00007877-RA","AT3G12630.1","| Symbols: SAP5 | stress associated protein 5 | chr3:4012707-4013189 FORWARD LENGTH=160"
"Dm_00007814-RA","AT2G02960.6","| Symbols: no symbol available | no full name available | chr2:862346-863980 REVERSE LENGTH=271"
"Dm_00008462-RA","AT5G25220.1","| Symbols: KNAT3 | KNOTTED1-like homeobox gene 3 | chr5:8736208-8738115 FORWARD LENGTH=431"
"Dm_00018395-RA","AT5G64410.1","| Symbols: ATOPT4, OPT4 | ARABIDOPSIS THALIANA OLIGOPEPTIDE TRANSPORTER 4, oligopeptide transporter 4 | chr5:25750921-25754974 REVERSE LENGTH=729"
"Dm_00019309-RA","AT5G43700.1","| Symbols: IAA4, ATAUX2-11 | indole-3-acetic acid inducible 4, AUXIN INDUCIBLE 2-11 | chr5:17550465-17551206 FORWARD LENGTH=186"
"Dm_00021097-RA","AT2G07180.2","| Symbols: PBL17 | PBS1-LIKE 17 | chr2:2981082-2983271 REVERSE LENGTH=442"
"Dm_00021008-RA","AT2G24220.2","| Symbols: ATPUP5, PUP5 | purine permease 5 | chr2:10300139-10301688 FORWARD LENGTH=379"
"Dm_00021013-RA","AT1G10120.2","| Symbols: CIB4 | CRY2-interacting bHLH 4 | chr1:3304228-3305984 REVERSE LENGTH=366"
"Dm_00021046-RA","AT3G16780.1","| Symbols: RPL19B | Ribsomal Protein Like 19B | chr3:5708982-5710249 FORWARD LENGTH=209"
"Dm_00019708-RA","AT1G52855.1","| Symbols: no symbol available | no full name available | chr1:19683137-19683343 REVERSE LENGTH=68"
"Dm_00007174-RA","AT3G55830.1","| Symbols: GMT1, EPC1 | ECTOPICALLY PARTING CELLS, GIPC MANNOSYL-TRANSFERASE1 | chr3:20715101-20717133 FORWARD LENGTH=334"
"Dm_00005318-RA","AT3G51060.1","| Symbols: SRS1, AtSTY1, STY1 | SHI RELATED SEQUENCE 1, STYLISH 1 | chr3:18964606-18966130 FORWARD LENGTH=370"
"Dm_00007120-RA","AT5G43745.1","| Symbols: PEC2 | PLASTID ENVELOPE ION CHANNELS 2 | chr5:17569435-17574954 REVERSE LENGTH=817"
"Dm_00006789-RA","AT4G22570.1","| Symbols: APT3 | adenine phosphoribosyl transferase 3 | chr4:11882310-11885250 REVERSE LENGTH=183"
"Dm_00006093-RA","AT5G14240.1","| Symbols: no symbol available | no full name available | chr5:4596223-4597568 REVERSE LENGTH=256"
"Dm_00006089-RA","AT1G74160.1","| Symbols: LNG3, TRM4 | TON1 Recruiting Motif 4, LONGIFOLIA 3 | chr1:27887164-27891151 FORWARD LENGTH=1025"
"Dm_00006094-RA","AT3G53950.1","| Symbols: GOXL2 | GALACTOSE OXIDASE-LIKE 2 | chr3:19975704-19977341 FORWARD LENGTH=545"
"Dm_00006084-RA","AT5G23660.1","| Symbols: AtSWEET12, MTN3, SWEET12 | homolog of Medicago truncatula MTN3 | chr5:7971936-7973796 REVERSE LENGTH=285"
"Dm_00005736-RA","AT4G30770.1","| Symbols: no symbol available | no full name available | chr4:14986140-14986613 REVERSE LENGTH=157"
"Dm_00006779-RA","AT4G14930.2","| Symbols: no symbol available | no full name available | chr4:8538831-8541101 FORWARD LENGTH=310"
"Dm_00007000-RA","AT4G30080.1","| Symbols: ARF16 | auxin response factor 16 | chr4:14703369-14705564 REVERSE LENGTH=670"
"Dm_00006997-RA","AT2G37210.1","| Symbols: LOG3 | LONELY GUY 3 | chr2:15624253-15626834 REVERSE LENGTH=215"
"Dm_00007064-RA","AT2G27170.2","| Symbols: TTN7, SMC3 | TITAN7, STRUCTURAL MAINTENANCE OF CHROMOSOMES 3 | chr2:11609319-11617064 REVERSE LENGTH=1204"
"Dm_00007308-RA","AT3G02720.1","| Symbols: DJ1D, DJ-1d |  | chr3:586336-588088 FORWARD LENGTH=388"
"Dm_00007305-RA","AT5G37020.2","| Symbols: ATARF8, ARF8 | auxin response factor 8 | chr5:14630151-14633916 FORWARD LENGTH=773"
