,target_id,AT_gene_id,Symbol,Description,Position
182,Dm_00001506-RA,AT5G56140.1, Symbols: no symbol available , no full name available , chr5:22725462-22727932 FORWARD LENGTH=315
183,Dm_00009682-RA,AT1G77850.1, Symbols: ARF17 , auxin response factor 17 , chr1:29272405-29275193 FORWARD LENGTH=585
184,Dm_00010563-RA,AT5G62680.1," Symbols: GTR2, AtNPF2.11, NPF2.11 "," GLUCOSINOLATE TRANSPORTER-2, NRT1/ PTR family 2.11 ", chr5:25165430-25167822 REVERSE LENGTH=616
185,Dm_00015893-RA,AT3G55760.3, Symbols: LESV , LIKE EARLY STARVATION , chr3:20700648-20702886 FORWARD LENGTH=578
186,Dm_00010458-RA,AT3G51840.1," Symbols: ACX4, ATG6, ATSCX ", acyl-CoA oxidase 4 , chr3:19225653-19229008 REVERSE LENGTH=436
187,Dm_00018695-RA,AT4G35020.3," Symbols: ARAC3, ATROP6, RHO1PS, RAC3, ROP6 "," RHO-RELATED PROTEIN FROM PLANTS 6, RAC-like 3 ", chr4:16673176-16674540 FORWARD LENGTH=198
188,Dm_00020635-RA,AT3G49910.1, Symbols: no symbol available , no full name available , chr3:18504311-18504751 FORWARD LENGTH=146
189,Dm_00002110-RA,AT5G27320.1," Symbols: ATGID1C, GID1C ", GA INSENSITIVE DWARF1C , chr5:9629254-9630746 FORWARD LENGTH=344
190,Dm_00014280-RA,NA,,,
191,Dm_00018183-RA,AT5G22110.2," Symbols: CYL2, DPB2, ATDPB2 "," CYCLOPS 2, DNA polymerase epsilon subunit B2 ", chr5:7331235-7334178 REVERSE LENGTH=495
192,Dm_00008555-RA,AT1G22380.1," Symbols: UGT85A3, AtUGT85A3 ", UDP-glucosyl transferase 85A3 , chr1:7900522-7902332 REVERSE LENGTH=488
193,Dm_00021116-RA,AT1G48910.1, Symbols: YUC10 , YUCCA 10 , chr1:18091681-18093774 FORWARD LENGTH=383
194,Dm_00010149-RA,AT2G28110.1," Symbols: IRX7, FRA8 "," IRREGULAR XYLEM 7, FRAGILE FIBER 8 ", chr2:11978024-11979641 REVERSE LENGTH=448
195,Dm_00013986-RA,AT5G25880.1," Symbols: ATNADP-ME3, NADP-ME3 "," NADP-malic enzyme 3, Arabidopsis thaliana NADP-malic enzyme 3 ", chr5:9024549-9028260 FORWARD LENGTH=588
196,Dm_00018503-RA,AT1G12600.1, Symbols: no symbol available , no full name available , chr1:4286414-4288859 REVERSE LENGTH=349
197,Dm_00000134-RA,AT1G76160.1, Symbols: sks5 , SKU5 similar 5 , chr1:28578211-28581020 REVERSE LENGTH=541
198,Dm_00002130-RA,AT5G55050.1, Symbols: no symbol available , no full name available , chr5:22337745-22339741 FORWARD LENGTH=376
199,Dm_00003957-RA,AT1G60140.6," Symbols: TPS10, ATTPS10 "," TREHALOSE PHOSPHATE SYNTHASE 10, trehalose phosphate synthase ", chr1:22177246-22180073 REVERSE LENGTH=861
200,Dm_00007812-RA,AT1G26850.2, Symbols: no symbol available , no full name available , chr1:9301146-9303432 REVERSE LENGTH=616
201,Dm_00013084-RA,NA,,,
202,Dm_00013627-RA,AT5G19550.1," Symbols: AAT2, ASP2 "," ASPARTATE AMINOTRANSFERASE 2, aspartate aminotransferase 2 ", chr5:6598201-6601597 FORWARD LENGTH=405
203,Dm_00018160-RA,AT3G58610.3, Symbols: no symbol available , no full name available , chr3:21671561-21674639 FORWARD LENGTH=591
204,Dm_00018401-RA,AT5G10770.1, Symbols: no symbol available , no full name available , chr5:3403331-3405331 REVERSE LENGTH=474
205,Dm_00004221-RA,AT3G27230.1, Symbols: no symbol available , no full name available , chr3:10054224-10055456 FORWARD LENGTH=410
206,Dm_00002065-RA,AT4G38380.2, Symbols: no symbol available , no full name available , chr4:17971855-17974787 REVERSE LENGTH=560
207,Dm_00008745-RA,AT4G08685.1, Symbols: SAH7 ,  , chr4:5550563-5551259 FORWARD LENGTH=159
208,Dm_00011375-RA,AT3G15030.4," Symbols: MEE35, TCP4 "," TCP family transcription factor 4, maternal effect embryo arrest 35 ", chr3:5062308-5063570 FORWARD LENGTH=420
209,Dm_00002331-RA,AT5G57560.1," Symbols: XTH22, AtXTH22, TCH4 "," Touch 4, xyloglucan endotransglucosylase/hydrolase 22 ", chr5:23307296-23308235 REVERSE LENGTH=284
210,Dm_00014701-RA,AT2G41010.1," Symbols: ATCAMBP25, CAMBP25 ", calmodulin (CAM)-binding protein of 25 kDa , chr2:17114015-17114731 REVERSE LENGTH=238
211,Dm_00016990-RA,AT3G63010.1," Symbols: ATGID1B, GID1B ", GA INSENSITIVE DWARF1B , chr3:23289717-23290998 FORWARD LENGTH=358
212,Dm_00005918-RA,AT5G40770.1," Symbols: ATPHB3, PHB3, EER3 ", prohibitin 3 , chr5:16315589-16316621 REVERSE LENGTH=277
213,Dm_00012425-RA,AT4G36670.1," Symbols: PLT6, PMT6, AtPMT6, AtPLT6 "," polyol transporter 6, polyol/monosaccharide transporter 6 ", chr4:17287680-17289483 REVERSE LENGTH=493
214,Dm_00010072-RA,AT5G63860.1," Symbols: AtUVR8, UVR8 ", UVB-RESISTANCE 8 , chr5:25554821-25558587 REVERSE LENGTH=440
215,Dm_00010503-RA,AT2G41540.4, Symbols: GPDHC1 ,  , chr2:17326801-17328654 FORWARD LENGTH=462
216,Dm_00007814-RA,AT2G02960.6, Symbols: no symbol available , no full name available , chr2:862346-863980 REVERSE LENGTH=271
217,Dm_00011381-RA,NA,,,
218,Dm_00012218-RA,AT1G21390.1, Symbols: emb2170 , embryo defective 2170 , chr1:7489385-7490554 REVERSE LENGTH=248
219,Dm_00000782-RA,NA,,,
220,Dm_00004600-RA,AT4G15248.1," Symbols: BBX30, miP1b "," microProtein 1b, B-box domain protein 30 ", chr4:8708881-8709234 FORWARD LENGTH=117
221,Dm_00004729-RA,NA,,,
222,Dm_00006184-RA,AT2G17890.1," Symbols: CPK16, CDPK16, AtCDPK16 ", calcium-dependent protein kinase 16 , chr2:7769885-7772627 REVERSE LENGTH=571
223,Dm_00014343-RA,AT5G01090.1, Symbols: no symbol available , no full name available , chr5:33055-34116 FORWARD LENGTH=353
224,Dm_00002273-RA,AT2G17500.4, Symbols: PILS5 , PIN-LIKES 5 , chr2:7607063-7608990 FORWARD LENGTH=396
225,Dm_00016706-RA,AT5G66690.1, Symbols: UGT72E2 ,  , chr5:26625155-26626600 FORWARD LENGTH=481
226,Dm_00002712-RA,AT1G72160.1, Symbols: PATL3 ,  , chr1:27153823-27155609 REVERSE LENGTH=490
227,Dm_00012046-RA,AT1G70280.2, Symbols: no symbol available , no full name available , chr1:26466086-26468471 REVERSE LENGTH=509
228,Dm_00013993-RA,AT4G14145.1, Symbols: no symbol available , no full name available , chr4:8152499-8153091 REVERSE LENGTH=134
229,Dm_00015747-RA,AT1G62990.1," Symbols: KNAT7, IRX11 "," IRREGULAR XYLEM 11, KNOTTED-like homeobox of Arabidopsis thaliana 7 ", chr1:23337468-23340348 FORWARD LENGTH=291
230,Dm_00021008-RA,AT2G24220.2," Symbols: ATPUP5, PUP5 ", purine permease 5 , chr2:10300139-10301688 FORWARD LENGTH=379
231,Dm_00015780-RA,AT5G22580.1, Symbols: no symbol available , no full name available , chr5:7502709-7503137 FORWARD LENGTH=111
232,Dm_00010814-RA,AT2G18330.1," Symbols: SBA3, ATAD3B1 "," ATPase family AAA Domain-containing protein 3B1, SHOT1 Binding ATPase 3 ", chr2:7965829-7968915 FORWARD LENGTH=636
233,Dm_00013480-RA,AT5G53390.1," Symbols: FOP1, WSD11 "," NTHASE/DIACYLGLYCEROL ACYLTRANSFERASE 11, FOLDED PETAL 1 ", chr5:21656951-21659207 REVERSE LENGTH=486
234,Dm_00009218-RA,AT1G74260.1, Symbols: PUR4 , purine biosynthesis 4 , chr1:27923005-27927764 REVERSE LENGTH=1407
235,Dm_00010549-RA,AT3G07640.1, Symbols: PBAC5 ,  , chr3:2438171-2439661 FORWARD LENGTH=241
236,Dm_00014821-RA,AT3G18190.1, Symbols: CCT4 , Chaperonin containing T-complex polypeptide-1 subunit 4 , chr3:6232226-6233836 FORWARD LENGTH=536
237,Dm_00005382-RA,AT5G53390.1," Symbols: FOP1, WSD11 "," NTHASE/DIACYLGLYCEROL ACYLTRANSFERASE 11, FOLDED PETAL 1 ", chr5:21656951-21659207 REVERSE LENGTH=486
238,Dm_00014355-RA,AT3G17611.1," Symbols: ATRBL10, RBL14, ATRBL14, RBL10 "," RHOMBOID-like protein 14, RHOMBOID-like protein 10 ", chr3:6024946-6026173 FORWARD LENGTH=334
239,Dm_00013894-RA,AT3G18000.1," Symbols: PEAMT1, AtPMT1, PEAMT, NMT1, XPL1, DPR2 "," N-METHYLTRANSFERASE 1, Phosphoethanolamine methyltransferase1, XIPOTL 1 ", chr3:6154578-6157331 FORWARD LENGTH=491
240,Dm_00016894-RA,AT5G42300.1," Symbols: UBL5, UBL5b "," Ubiquitin-like protein 5b, ubiquitin-like protein 5 ", chr5:16913611-16913832 REVERSE LENGTH=73
241,Dm_00003660-RA,AT5G57800.1," Symbols: WAX2, FLP1, CER3, YRE "," FACELESS POLLEN 1, ECERIFERUM 3 ", chr5:23420589-23423832 FORWARD LENGTH=632
242,Dm_00020217-RA,AT1G13170.1, Symbols: ORP1D , OSBP(oxysterol binding protein)-related protein 1D , chr1:4488826-4492278 REVERSE LENGTH=816
243,Dm_00002092-RA,AT4G16600.1, Symbols: PGSIP8 , plant glycogenin-like starch initiation protein 8 , chr4:9350039-9352707 FORWARD LENGTH=494
244,Dm_00004186-RA,AT2G42360.1, Symbols: ATL41 , Arabidopsis T####xicos en Levadura 41 , chr2:17640907-17641617 FORWARD LENGTH=236
245,Dm_00008687-RA,AT4G34050.1, Symbols: CCoAOMT1 , caffeoyl coenzyme A O-methyltransferase 1 , chr4:16310844-16311973 FORWARD LENGTH=259
246,Dm_00002312-RA,AT4G18700.1," Symbols: SnRK3.9, PKS8, CIPK12, WL4, ATWL4 "," WPL4-LIKE 4, CBL-interacting protein kinase 12, protein kinase 8, SNF1-RELATED PROTEIN KINASE 3.9 ", chr4:10289110-10290579 REVERSE LENGTH=489
247,Dm_00002683-RA,AT1G55910.1, Symbols: ZIP11 , zinc transporter 11 precursor , chr1:20906161-20907225 FORWARD LENGTH=326
248,Dm_00004025-RA,AT1G10120.2, Symbols: CIB4 , CRY2-interacting bHLH 4 , chr1:3304228-3305984 REVERSE LENGTH=366
249,Dm_00006697-RA,AT4G17260.1, Symbols: no symbol available , no full name available , chr4:9674057-9675309 FORWARD LENGTH=353
250,Dm_00000230-RA,AT5G16930.1," Symbols: ATAD3A2, SBA2 "," ATPase family AAA Domain-containing protein 3A2, SHOT1 Binding ATPase 2 ", chr5:5568578-5571565 FORWARD LENGTH=644
251,Dm_00018448-RA,AT5G50400.1," Symbols: PAP27, ATPAP27 "," ARABIDOPSIS THALIANA PURPLE ACID PHOSPHATASE 27, purple acid phosphatase 27 ", chr5:20523575-20526231 REVERSE LENGTH=611
252,Dm_00019763-RA,AT5G15490.1, Symbols: UGD3 , UDP-glucose dehydrogenase 3 , chr5:5027872-5029314 REVERSE LENGTH=480
253,Dm_00005337-RA,AT4G16760.1," Symbols: ATACX1, ACX1 ", acyl-CoA oxidase 1 , chr4:9424930-9428689 REVERSE LENGTH=664
254,Dm_00005723-RA,AT3G43810.2," Symbols: ZBF3, CAM7, AtCAM7 "," calmodulin 7, Z-box Binding Factor 3 ", chr3:15663188-15666355 REVERSE LENGTH=214
255,Dm_00006298-RA,AT4G33580.3," Symbols: ATBCA5, BCA5 "," A. THALIANA BETA CARBONIC ANHYDRASE 5, beta carbonic anhydrase 5 ", chr4:16139406-16141363 FORWARD LENGTH=301
256,Dm_00015232-RA,AT4G14740.2, Symbols: FL3 , FORKED-LIKE3 , chr4:8450567-8453946 REVERSE LENGTH=475
257,Dm_00017638-RA,AT1G04400.2," Symbols: PHH1, FHA, CRY2, AT-PHH1, ATCRY2 ", cryptochrome 2 , chr1:1185719-1187901 REVERSE LENGTH=612
258,Dm_00018731-RA,AT4G21970.1, Symbols: no symbol available , no full name available , chr4:11653633-11654106 FORWARD LENGTH=157
259,Dm_00005945-RA,AT1G49820.1," Symbols: MTK, ATMTK, MTK1 "," S-methyl-5-thioribose kinase, 5-methylthioribose kinase 1 ", chr1:18443005-18444907 FORWARD LENGTH=420
260,Dm_00014897-RA,AT5G13180.1," Symbols: VNI2, NAC083, ANAC083 "," VND-interacting 2, NAC domain containing protein 83 ", chr5:4196643-4197577 FORWARD LENGTH=252
261,Dm_00014502-RA,AT5G32450.1, Symbols: BPL4 , BPA1-Like 4 , chr5:12079707-12081317 FORWARD LENGTH=267
262,Dm_00004817-RA,NA,,,
263,Dm_00014873-RA,AT2G45960.1," Symbols: TMP-A, ATHH2, PIP1;2, PIP1B "," TRANSMEMBRANE PROTEIN A, plasma membrane intrinsic protein 1B, NAMED PLASMA MEMBRANE INTRINSIC PROTEIN 1;2 ", chr2:18910450-18911703 FORWARD LENGTH=286
264,Dm_00018360-RA,AT5G22460.3, Symbols: no symbol available , no full name available , chr5:7443659-7445269 REVERSE LENGTH=340
265,Dm_00000953-RA,AT5G23720.3, Symbols: PHS1 , PROPYZAMIDE-HYPERSENSITIVE 1 , chr5:7998506-8002594 FORWARD LENGTH=920
266,Dm_00001575-RA,NA,,,
267,Dm_00003425-RA,AT3G43810.1," Symbols: ZBF3, CAM7, AtCAM7 "," calmodulin 7, Z-box Binding Factor 3 ", chr3:15664619-15666355 REVERSE LENGTH=149
268,Dm_00016820-RA,AT1G11760.1," Symbols: MED2, MED32 "," MEDIATOR 32, mediator 2 ", chr1:3972356-3972811 REVERSE LENGTH=151
269,Dm_00012289-RA,AT5G44730.2, Symbols: no symbol available , no full name available , chr5:18045588-18046519 REVERSE LENGTH=255
270,Dm_00005224-RA,AT5G20680.5, Symbols: TBL16 , TRICHOME BIREFRINGENCE-LIKE 16 , chr5:6998946-7001596 FORWARD LENGTH=551
271,Dm_00003190-RA,AT2G01610.1, Symbols: no symbol available , no full name available , chr2:274124-274792 REVERSE LENGTH=222
272,Dm_00003191-RA,AT2G01610.1, Symbols: no symbol available , no full name available , chr2:274124-274792 REVERSE LENGTH=222
273,Dm_00007168-RA,AT1G75380.4," Symbols: ATBBD1, BBD1 ", bifunctional nuclease in basal defense response 1 , chr1:28281789-28283631 REVERSE LENGTH=325
274,Dm_00013079-RA,AT5G42050.1," Symbols: NRP, NRP1 "," Asparagine-rich protein 1, asparagine-rich protein ", chr5:16815630-16816932 FORWARD LENGTH=349
275,Dm_00013236-RA,AT4G34530.1, Symbols: CIB1 , cryptochrome-interacting basic-helix-loop-helix 1 , chr4:16498466-16499946 FORWARD LENGTH=335
276,Dm_00013835-RA,AT2G42490.1, Symbols: CuAO-zeta , Copper Amine Oxidase zeta , chr2:17691600-17695526 REVERSE LENGTH=776
277,Dm_00007024-RA,AT3G04240.1, Symbols: SEC , secret agent , chr3:1114187-1120722 REVERSE LENGTH=977
278,Dm_00012164-RA,AT5G46580.1, Symbols: SOT1 , SUPPRESSOR OF THYLAKOID FORMATION 1 , chr5:18897510-18899645 REVERSE LENGTH=711
279,Dm_00013081-RA,AT1G45332.1, Symbols: no symbol available , no full name available , chr1:17172507-17176683 REVERSE LENGTH=754
280,Dm_00017544-RA,AT3G02090.1, Symbols: MPPBETA ,  , chr3:365624-368526 FORWARD LENGTH=531
281,Dm_00017031-RA,AT2G32120.2, Symbols: HSP70T-2 , heat-shock protein 70T-2 , chr2:13651720-13653411 REVERSE LENGTH=563
282,Dm_00003787-RA,AT1G15690.1," Symbols: AtVHP1;1, AtAVP1, ATAVP3, AVP-3, AVP1, FUGU5, VHP1 "," ARABIDOPSIS THALIANA V-PPASE 3, FUGU 5 ", chr1:5399115-5402185 FORWARD LENGTH=770
283,Dm_00011203-RA,AT1G08010.3, Symbols: GATA11 , GATA transcription factor 11 , chr1:2486202-2487402 REVERSE LENGTH=303
284,Dm_00000051-RA,AT5G01720.1, Symbols: RAE1 , Regulation of Atalmt1 Expression 1 , chr5:267118-270391 REVERSE LENGTH=665
285,Dm_00002275-RA,AT2G17480.1," Symbols: MLO8, ATMLO8 ", MILDEW RESISTANCE LOCUS O 8 , chr2:7590559-7593768 REVERSE LENGTH=593
286,Dm_00008691-RA,AT4G34110.1," Symbols: ATPAB2, PAB2, PABP2 "," poly(A) binding protein 2, ARABIDOPSIS POLY(A) BINDING 2, POLY(A) BINDING PROTEIN 2 ", chr4:16336732-16339892 FORWARD LENGTH=629
287,Dm_00014734-RA,AT1G06470.4, Symbols: no symbol available , no full name available , chr1:1970726-1973540 FORWARD LENGTH=414
288,Dm_00002999-RA,NA,,,
289,Dm_00004637-RA,AT2G17220.1," Symbols: PBL32, Kin3 "," kinase 3, PBS1-Like 32 ", chr2:7487866-7489768 REVERSE LENGTH=414
290,Dm_00004844-RA,AT5G40830.2, Symbols: ICA , INCREASED CAMBIAL ACTIVITY , chr5:16354611-16355855 REVERSE LENGTH=414
291,Dm_00014716-RA,AT5G58610.8, Symbols: no symbol available , no full name available , chr5:23687138-23691192 REVERSE LENGTH=1021
292,Dm_00003028-RA,AT5G64920.1," Symbols: BTL12, CIP8 "," BCA2####zinc finger ATL 12, COP1-interacting protein 8 ", chr5:25944338-25945342 REVERSE LENGTH=334
293,Dm_00005298-RA,AT3G56160.3, Symbols: no symbol available , no full name available , chr3:20837733-20841541 REVERSE LENGTH=409
294,Dm_00005879-RA,AT1G15960.1," Symbols: ATNRAMP6, NRAMP6 ", NRAMP metal ion transporter 6 , chr1:5482202-5485066 REVERSE LENGTH=527
295,Dm_00007578-RA,AT4G00820.1, Symbols: iqd17 , IQ-domain 17 , chr4:349300-351307 FORWARD LENGTH=534
296,Dm_00016339-RA,AT1G50460.1," Symbols: HKL1, ATHKL1 ", hexokinase-like 1 , chr1:18694031-18697429 FORWARD LENGTH=498
297,Dm_00017605-RA,AT5G38640.1, Symbols: no symbol available , no full name available , chr5:15468020-15470674 REVERSE LENGTH=642
298,Dm_00002531-RA,AT5G63620.1, Symbols: HER2 , hexenal response 2 , chr5:25466380-25468296 REVERSE LENGTH=427
299,Dm_00003997-RA,AT3G05620.1, Symbols: no symbol available , no full name available , chr3:1629658-1631766 REVERSE LENGTH=543
300,Dm_00006044-RA,AT3G20500.1," Symbols: ATPAP18, PAP18 "," purple acid phosphatase 18, PURPLE ACID PHOSPHATASE 18 ", chr3:7157926-7160244 FORWARD LENGTH=437
301,Dm_00015888-RA,AT5G18150.1, Symbols: no symbol available , no full name available , chr5:6000014-6000331 REVERSE LENGTH=76
302,Dm_00000758-RA,AT4G25810.1," Symbols: XTR6, XTH23 "," xyloglucan endotransglycosylase 6, xyloglucan endotransglucosylase/hydrolase 23 ", chr4:13128694-13129715 FORWARD LENGTH=286
303,Dm_00003788-RA,AT5G20410.1," Symbols: MGD2, ATMGD2 "," monogalactosyldiacylglycerol synthase 2, ARABIDOPSIS THALIANA MONOGALACTOSYLDIACYLGLYCEROL SYNTHASE 2 ", chr5:6896765-6898581 FORWARD LENGTH=468
304,Dm_00005373-RA,NA,,,
305,Dm_00009068-RA,AT5G07910.1, Symbols: no symbol available , no full name available , chr5:2521937-2523769 REVERSE LENGTH=262
306,Dm_00010967-RA,AT5G36880.2, Symbols: ACS , acetyl-CoA synthetase , chr5:14534961-14540296 REVERSE LENGTH=743
307,Dm_00011239-RA,AT3G28917.1, Symbols: MIF2 , mini zinc finger 2 , chr3:10925014-10925316 FORWARD LENGTH=100
308,Dm_00014025-RA,AT5G49900.3, Symbols: no symbol available , no full name available , chr5:20297235-20302019 REVERSE LENGTH=957
309,Dm_00002608-RA,AT1G02500.2," Symbols: METK1, SAM-1, AtSAM1, SAM1, MAT1 "," S-adenosylmethionine synthetase 1, S-ADENOSYLMETHIONINE SYNTHETASE-1 ", chr1:519037-520218 FORWARD LENGTH=393
310,Dm_00013105-RA,AT5G54510.1," Symbols: DFL1, GH3.6 "," Gretchen Hagen3.6, DWARF IN LIGHT 1 ", chr5:22131321-22133564 REVERSE LENGTH=612
311,Dm_00007503-RA,AT1G80280.1, Symbols: no symbol available , no full name available , chr1:30183839-30186141 REVERSE LENGTH=647
312,Dm_00020381-RA,AT1G24490.1," Symbols: ALB4, ARTEMIS, STIC1 "," ARABIDOPSIS THALIANA ENVELOPE MEMBRANE INTEGRASE, ALBINA 4, suppressor of tic40 1 ", chr1:8682364-8684966 FORWARD LENGTH=499
313,Dm_00011522-RA,AT1G23380.1," Symbols: KNAT6L, KNAT6, KNAT6S ", KNOTTED1-like homeobox gene 6 , chr1:8297499-8302492 REVERSE LENGTH=327
314,Dm_00014002-RA,AT5G06750.3, Symbols: APD8 , Arabidopsis Pp2c clade D 8 , chr5:2086403-2088245 REVERSE LENGTH=393
315,Dm_00006760-RA,AT1G31070.2," Symbols: GlcNAc1pUT1, GLCNA.UT1 ", N-acetylglucosamine-1-phosphate uridylyltransferase 1 , chr1:11084951-11088361 FORWARD LENGTH=505
316,Dm_00012414-RA,AT4G25040.1, Symbols: CASPL1F1 , CASP-like protein 1F1 , chr4:12868320-12869319 FORWARD LENGTH=170
317,Dm_00004521-RA,AT2G45850.2, Symbols: AHL9 , AT-hook motif nuclear localized protein 9 , chr2:18871901-18873457 REVERSE LENGTH=348
318,Dm_00017577-RA,AT3G55320.1," Symbols: ABCB20, PGP20 "," P-glycoprotein  20, ATP-binding cassette B20 ", chr3:20507391-20513393 REVERSE LENGTH=1408
319,Dm_00001016-RA,AT5G20870.1, Symbols: no symbol available , no full name available , chr5:7080037-7081739 REVERSE LENGTH=501
320,Dm_00012311-RA,AT4G13250.1, Symbols: NYC1 , NON-YELLOW COLORING 1 , chr4:7684417-7686691 REVERSE LENGTH=496
321,Dm_00020117-RA,AT4G03110.1," Symbols: RBP-DR1, BRN1, AtRBP-DR1, AtBRN1 "," Bruno-like 1, RNA-binding protein-defense related 1 ", chr4:1376612-1379275 REVERSE LENGTH=441
322,Dm_00006776-RA,AT2G02040.1," Symbols: AtNPF8.3, PTR2, NTR1, ATPTR2-B, ATPTR2, PTR2-B, NPF8.3 "," ARABIDOPSIS THALIANA PEPTIDE TRANSPORTER 2, peptide transporter 2, NRT1/ PTR family 8.3, NITRATE TRANSPORTER 1 ", chr2:487542-489707 FORWARD LENGTH=585
323,Dm_00018955-RA,AT2G28470.3, Symbols: BGAL8 , beta-galactosidase 8 , chr2:12169047-12173164 REVERSE LENGTH=852
324,Dm_00000356-RA,AT2G34410.2, Symbols: RWA3 , REDUCED WALL ACETYLATION 3 , chr2:14518719-14522053 FORWARD LENGTH=540
325,Dm_00002989-RA,AT3G16490.1, Symbols: IQD26 , IQ-domain 26 , chr3:5603962-5605489 REVERSE LENGTH=389
326,Dm_00005392-RA,AT4G38220.1, Symbols: AQI , aquaporin interactor , chr4:17925251-17926919 FORWARD LENGTH=430
327,Dm_00007469-RA,AT5G02810.1," Symbols: APRR7, PRR7 ", pseudo-response regulator 7 , chr5:638283-641461 REVERSE LENGTH=727
328,Dm_00014916-RA,NA,,,
329,Dm_00018965-RA,AT1G67340.1, Symbols: no symbol available , no full name available , chr1:25230323-25231622 FORWARD LENGTH=379
330,Dm_00001352-RA,AT3G03990.1, Symbols: D14 , DWARF 14 , chr3:1033788-1034591 FORWARD LENGTH=267
331,Dm_00001484-RA,AT4G24140.1, Symbols: no symbol available , no full name available , chr4:12530032-12533664 REVERSE LENGTH=498
332,Dm_00008473-RA,AT5G65890.3, Symbols: ACR1 , ACT domain repeat 1 , chr5:26355701-26357721 FORWARD LENGTH=477
333,Dm_00015198-RA,AT3G57090.2," Symbols: FIS1A, BIGYIN ", FISSION 1A , chr3:21128627-21129981 FORWARD LENGTH=170
334,Dm_00018104-RA,AT5G50010.1, Symbols: SACL2 ,  , chr5:20349556-20350491 FORWARD LENGTH=311
335,Dm_00019559-RA,AT5G65890.3, Symbols: ACR1 , ACT domain repeat 1 , chr5:26355701-26357721 FORWARD LENGTH=477
336,Dm_00003096-RA,AT3G09640.2," Symbols: AtAPX2, APX1B, APX2 "," ASCORBATE PEROXIDASE 1B, ascorbate peroxidase 2 ", chr3:2956301-2958163 FORWARD LENGTH=251
337,Dm_00006417-RA,AT1G45616.1," Symbols: RLP6, AtRLP6 ", receptor like protein 6 , chr1:17183550-17186534 REVERSE LENGTH=994
338,Dm_00011901-RA,AT3G58450.1," Symbols: GRUSP, USP "," Universal Stress Protein, Germination-Related Universal Stress Protein ", chr3:21622032-21623057 FORWARD LENGTH=204
339,Dm_00014911-RA,AT1G29900.1," Symbols: CARB, VEN3 "," carbamoyl phosphate synthetase B, VENOSA 3 ", chr1:10468164-10471976 FORWARD LENGTH=1187
340,Dm_00015698-RA,NA,,,
341,Dm_00018915-RA,AT5G53190.1," Symbols: SWEET3, AtSWEET3 ",  , chr5:21572417-21574284 REVERSE LENGTH=263
342,Dm_00002866-RA,AT1G74790.1, Symbols: no symbol available , no full name available , chr1:28098912-28101673 FORWARD LENGTH=695
343,Dm_00016201-RA,NA,,,
344,Dm_00000167-RA,AT1G76490.1," Symbols: MAD3, HMGR1, AtHMGR1, HMG1 "," 3-HYDROXY-3-METHYLGLUTARYL COA REDUCTASE 1, hydroxy methylglutaryl CoA reductase 1, miRNA action deficient 3 ", chr1:28695801-28698206 FORWARD LENGTH=642
345,Dm_00000355-RA,AT4G18220.1, Symbols: no symbol available , no full name available , chr4:10078768-10080109 FORWARD LENGTH=390
346,Dm_00006718-RA,AT5G67190.1, Symbols: DEAR2 , DREB and EAR motif protein 2 , chr5:26809135-26809689 REVERSE LENGTH=184
347,Dm_00007547-RA,AT1G76490.1," Symbols: MAD3, HMGR1, AtHMGR1, HMG1 "," 3-HYDROXY-3-METHYLGLUTARYL COA REDUCTASE 1, hydroxy methylglutaryl CoA reductase 1, miRNA action deficient 3 ", chr1:28695801-28698206 FORWARD LENGTH=642
348,Dm_00008484-RA,AT2G26240.1, Symbols: no symbol available , no full name available , chr2:11167496-11168373 REVERSE LENGTH=108
349,Dm_00009783-RA,AT4G16370.1," Symbols: OPT3, ATOPT3 ", oligopeptide transporter , chr4:9247514-9250071 REVERSE LENGTH=737
350,Dm_00003487-RA,AT4G34260.1," Symbols: FUC95A, AXY8 ", ALTERED XYLOGLUCAN 8 , chr4:16398130-16401591 FORWARD LENGTH=843
351,Dm_00008913-RA,AT3G18990.1," Symbols: REM39, VRN1 "," REPRODUCTIVE MERISTEM 39, REDUCED VERNALIZATION RESPONSE 1 ", chr3:6549077-6551568 REVERSE LENGTH=341
352,Dm_00009512-RA,NA,,,
353,Dm_00010056-RA,AT4G12750.1, Symbols: no symbol available , no full name available , chr4:7498009-7503920 REVERSE LENGTH=1117
354,Dm_00013179-RA,NA,,,
355,Dm_00006809-RA,AT4G00710.2, Symbols: BSK3 , brassinosteroid-signaling kinase 3 , chr4:290807-293096 FORWARD LENGTH=489
356,Dm_00017520-RA,AT4G19880.1, Symbols: no symbol available , no full name available , chr4:10784691-10786376 REVERSE LENGTH=356
357,Dm_00000386-RA,AT1G14810.1, Symbols: no symbol available , no full name available , chr1:5102684-5104633 REVERSE LENGTH=375
358,Dm_00002387-RA,AT2G23340.1, Symbols: DEAR3 , DREB and EAR motif protein 3 , chr2:9938186-9938716 FORWARD LENGTH=176
359,Dm_00003666-RA,AT5G57690.1," Symbols: DGK4, ATDGK4 ", diacylglycerol kinase 4 , chr5:23372063-23374469 REVERSE LENGTH=487
360,Dm_00009354-RA,AT3G19900.1, Symbols: no symbol available , no full name available , chr3:6922852-6924557 REVERSE LENGTH=222
361,Dm_00016244-RA,NA,,,
362,Dm_00017412-RA,AT3G14067.1, Symbols: SASP , Senescence-Associated Subtilisin Protease , chr3:4658421-4660754 REVERSE LENGTH=777
