gene_ID,module,ATgene_ID,TopBLASTHit_Symbol,TopBLASTHit_Name,TopBLASTHit_Position
Dm_00005886-RA,2,AT5G13000.1," Symbols: CALS3, ATGSL12, gsl12, GSL12 "," glucan synthase-like 12, callose synthase 3 ", chr5:4110445-4121202 REVERSE LENGTH=1955
Dm_00005887-RA,2,AT5G13000.2," Symbols: CALS3, ATGSL12, gsl12, GSL12 "," glucan synthase-like 12, callose synthase 3 ", chr5:4110445-4121202 REVERSE LENGTH=1914
Dm_00011851-RA,2,AT5G13000.1," Symbols: CALS3, ATGSL12, gsl12, GSL12 "," glucan synthase-like 12, callose synthase 3 ", chr5:4110445-4121202 REVERSE LENGTH=1955
Dm_00007236-RA,2,AT3G27300.3, Symbols: G6PD5 , glucose-6-phosphate dehydrogenase 5 , chr3:10083318-10086288 REVERSE LENGTH=516
Dm_00005491-RA,2,AT5G63840.1," Symbols: GSCIIalpha, PSL5, RSW3 "," glucosidase 2 alpha, PRIORITY IN SWEET LIFE 5, RADIAL SWELLING 3 ", chr5:25545056-25548922 FORWARD LENGTH=921
Dm_00010339-RA,2,AT5G34940.2," Symbols: AtGUS3, GUS3 ", glucuronidase 3 , chr5:13235912-13238718 REVERSE LENGTH=536
Dm_00018929-RA,2,AT2G29120.1," Symbols: ATGLR2.7, GLR2.7 "," GLUTAMATE RECEPTOR  2.7, glutamate receptor 2.7 ", chr2:12511479-12515893 REVERSE LENGTH=952
Dm_00014102-RA,2,AT5G58170.1," Symbols: GDPDL7, SVL5 "," Glycerophosphodiester phosphodiesterase (GDPD) like 7, SHV3-like 5 ", chr5:23540261-23543092 REVERSE LENGTH=750
Dm_00016702-RA,2,AT2G22660.2, Symbols: AtGRDP1 , Glycine-Rich Domain Protein1 , chr2:9627737-9630840 FORWARD LENGTH=819
Dm_00008666-RA,2,AT2G35110.2," Symbols: GRL, NAPP, NAP1, LPL3 "," GNARLED, NCK-ASSOCIATED PROTEIN 1 ", chr2:14795970-14803525 REVERSE LENGTH=1396
Dm_00013893-RA,2,AT1G18190.1, Symbols: GC2 , golgin candidate 2 , chr1:6257963-6261325 REVERSE LENGTH=668
Dm_00006015-RA,2,AT1G79830.5, Symbols: GC5 , golgin candidate 5 , chr1:30028146-30033508 REVERSE LENGTH=970
Dm_00013404-RA,2,AT2G26890.1," Symbols: KAM2, MTV12, SGR8, GRV2 "," GRAVITROPISM DEFECTIVE 2, modified transport to the vacuole 12, KATAMARI2 ", chr2:11462327-11473841 REVERSE LENGTH=2554
Dm_00000715-RA,2,AT1G28440.1, Symbols: HSL1 , HAESA-like 1 , chr1:9996914-10000171 FORWARD LENGTH=996
Dm_00018320-RA,2,AT4G21150.2," Symbols: RPN2, HAP6 "," HAPLESS 6, RIBOPHORIN II ", chr4:11278646-11283599 FORWARD LENGTH=679
Dm_00014551-RA,2,AT4G13550.1, Symbols: HIL1 , HEAT INDUCIBLE LIPASE1 , chr4:7871251-7876877 REVERSE LENGTH=822
Dm_00006545-RA,2,AT5G50920.1," Symbols: DCA1, CLPC, ATHSP93-V, CLPC1, HSP93-V "," HEAT SHOCK PROTEIN 93-V, CLPC homologue 1, DE-REGULATED CAO ACCUMULATION 1 ", chr5:20715710-20719800 REVERSE LENGTH=929
Dm_00016059-RA,2,AT5G45710.3," Symbols: AT-HSFA4C, RHA1, HSFA4C "," HEAT SHOCK TRANSCRIPTION FACTOR  A4C, ROOT HANDEDNESS 1 ", chr5:18541576-18542706 FORWARD LENGTH=345
Dm_00005080-RA,2,AT1G32330.2," Symbols: ATHSFA1D, HSFA1D ", heat shock transcription factor A1D , chr1:11657366-11660234 REVERSE LENGTH=482
Dm_00017031-RA,2,AT2G32120.2, Symbols: HSP70T-2 , heat-shock protein 70T-2 , chr2:13651720-13653411 REVERSE LENGTH=563
Dm_00006244-RA,2,AT3G06130.1, Symbols: AtHMP25 , HEAVY METAL ASSOCIATED PROTEIN 25 , chr3:1853048-1854673 REVERSE LENGTH=473
Dm_00003794-RA,2,AT5G20270.1, Symbols: HHP1 , heptahelical transmembrane protein1 , chr5:6841025-6842656 REVERSE LENGTH=332
Dm_00012715-RA,2,AT3G15095.3, Symbols: HCF243 , high chlorophyll fluorescence 243 , chr3:5082830-5084050 FORWARD LENGTH=406
Dm_00011377-RA,2,AT1G14900.1, Symbols: HMGA , high mobility group A , chr1:5138665-5139353 REVERSE LENGTH=204
Dm_00014739-RA,2,AT1G48620.1, Symbols: HON5 , high mobility group A5 , chr1:17974148-17976301 REVERSE LENGTH=479
Dm_00003810-RA,2,AT1G60995.1, Symbols: HISE1 , high sterol ester 1 , chr1:22465768-22470575 REVERSE LENGTH=623
Dm_00013129-RA,2,AT5G35750.1," Symbols: AHK2, HK2 ", histidine kinase 2 , chr5:13911743-13916337 REVERSE LENGTH=1176
Dm_00007927-RA,2,AT5G56740.2," Symbols: HAC07, HAC7, HAG2, HAG02 ", histone acetyltransferase of the GNAT family 2 , chr5:22953009-22955014 REVERSE LENGTH=432
Dm_00005530-RA,2,AT5G64610.1, Symbols: HAM1 , histone acetyltransferase of the MYST family 1 , chr5:25828333-25830503 REVERSE LENGTH=445
Dm_00019070-RA,2,AT5G08450.3," Symbols: HDC1, RXT3-like "," Histone Deacetylation Complex 1, RXT3-like ", chr5:2727970-2732572 REVERSE LENGTH=918
Dm_00004184-RA,2,AT3G60390.1, Symbols: HAT3 , homeobox-leucine zipper protein 3 , chr3:22320788-22322370 REVERSE LENGTH=315
Dm_00005503-RA,2,AT4G25540.1," Symbols: MSH3, ATMSH3 ", homolog of DNA mismatch repair protein MSH3 , chr4:13042700-13048115 REVERSE LENGTH=1081
Dm_00003673-RA,2,AT5G53480.1," Symbols: AtKPNB1, KPNB1, IMB1 ", homolog of human KPNB1 , chr5:21714016-21716709 FORWARD LENGTH=870
Dm_00006962-RA,2,AT5G03160.1," Symbols: ATP58IPK, P58IPK ", homolog of mamallian P58IPK , chr5:750286-752671 FORWARD LENGTH=482
Dm_00009213-RA,2,AT5G41370.1," Symbols: ATXPB1, XPB1 "," homolog of xeroderma pigmentosum complementation group B 1, ARABIDOPSIS HOMOLOG OF XERODERMA PIGMENTOSUM COMPLEMENTATION GROUP B 1 ", chr5:16551337-16555792 FORWARD LENGTH=767
Dm_00012669-RA,2,AT4G16420.3," Symbols: PRZ1, ADA2B "," homolog of yeast ADA2 2B, PROPORZ1 ", chr4:9262805-9265775 REVERSE LENGTH=486
Dm_00010940-RA,2,AT3G56440.3," Symbols: ATATG18D, ATG18D ", homolog of yeast autophagy 18 (ATG18) D , chr3:20926874-20928116 FORWARD LENGTH=331
Dm_00011504-RA,2,AT5G58040.2," Symbols: FIPS5, FIP1[V], ATFIPS5, FIP1, ATFIP1[V] ", homolog of yeast FIP1 [V] , chr5:23488865-23493753 FORWARD LENGTH=1193
Dm_00000477-RA,2,AT2G42820.1, Symbols: HVA22F , HVA22-like protein F , chr2:17817460-17818301 REVERSE LENGTH=158
Dm_00019038-RA,2,AT5G64090.1, Symbols: HYC2 , HYCCIN 2 , chr5:25648069-25649415 FORWARD LENGTH=448
Dm_00008461-RA,2,AT5G25265.1, Symbols: HPAT1 , hydroxyproline O-arabinosylatransferase 1 , chr5:8754794-8756855 REVERSE LENGTH=366
Dm_00018378-RA,2,AT1G72770.4," Symbols: HAB1, AtHAB1 ", HYPERSENSITIVE TO ABA1 , chr1:27390998-27392851 FORWARD LENGTH=511
Dm_00008613-RA,2,AT1G58250.1," Symbols: HPS4, SAB "," hypersensitive to Pi starvation 4, SABRE ", chr1:21587317-21601373 REVERSE LENGTH=2607
Dm_00008614-RA,2,AT1G58250.1," Symbols: HPS4, SAB "," hypersensitive to Pi starvation 4, SABRE ", chr1:21587317-21601373 REVERSE LENGTH=2607
Dm_00008425-RA,2,AT1G68100.1, Symbols: IAR1 , IAA-ALANINE RESISTANT 1 , chr1:25521325-25524032 FORWARD LENGTH=469
Dm_00006879-RA,2,AT3G06810.1, Symbols: IBR3 , IBA-RESPONSE 3 , chr3:2146534-2150654 FORWARD LENGTH=824
Dm_00002556-RA,2,AT3G23900.4, Symbols: IRR , IMMUNOREGULATORY RNA-BINDING PROTEIN , chr3:8631941-8635852 REVERSE LENGTH=987
Dm_00008584-RA,2,AT4G22260.1," Symbols: IM1, IM, PTOX "," IMMUTANS, plastid terminal oxidase ", chr4:11769967-11772350 REVERSE LENGTH=351
Dm_00021091-RA,2,AT3G06720.2," Symbols: IMPA1, IMPA-1, AT-IMP, ATKAP ALPHA, AIMP ALPHA "," IMPORTIN ALPHA, IMPORTIN ALPHA ISOFORM 1, importin alpha isoform 1 ", chr3:2120559-2123555 FORWARD LENGTH=532
Dm_00003940-RA,2,AT4G27640.1, Symbols: IMB4 , importin-beta 4 , chr4:13798013-13802976 REVERSE LENGTH=1048
Dm_00004760-RA,2,AT3G07610.2, Symbols: IBM1 , increase in bonsai methylation 1 , chr3:2426148-2429358 FORWARD LENGTH=762
Dm_00004765-RA,2,AT3G07610.1, Symbols: IBM1 , increase in bonsai methylation 1 , chr3:2426148-2432876 FORWARD LENGTH=1027
Dm_00012481-RA,2,AT3G14980.5," Symbols: ROS4, IDM1 "," increased DNA methylation 1, REPRESSOR OF SILENCING 4 ", chr3:5039931-5044811 REVERSE LENGTH=1144
Dm_00019160-RA,2,AT3G14980.3," Symbols: ROS4, IDM1 "," increased DNA methylation 1, REPRESSOR OF SILENCING 4 ", chr3:5040418-5044811 REVERSE LENGTH=1048
Dm_00014819-RA,2,AT3G13810.5," Symbols: AtIDD11, IDD11 ", indeterminate(ID)-domain 11 , chr3:4544956-4547300 FORWARD LENGTH=508
Dm_00009532-RA,2,AT1G55110.3," Symbols: IDD7, AtIDD7, REDSTART ", indeterminate(ID)-domain 7 , chr1:20560406-20562625 REVERSE LENGTH=455
Dm_00010501-RA,2,AT3G57300.4," Symbols: INO80, ATINO80 "," INO80 ortholog, INO80 ORTHOLOG ", chr3:21199612-21207635 FORWARD LENGTH=1507
Dm_00017928-RA,2,AT2G32710.2," Symbols: ICK7, KRP4, ACK2 "," INTERACTORS OF CDC2 KINASE 7, KIP-RELATED PROTEIN 4, CYCLIN-DEPENDENT KINASE INHIBITOR 2 ", chr2:13873496-13875350 FORWARD LENGTH=286
Dm_00010538-RA,2,AT3G59690.2, Symbols: IQD13 , IQ-domain 13 , chr3:22049572-22051479 FORWARD LENGTH=517
Dm_00019975-RA,2,AT3G59690.2, Symbols: IQD13 , IQ-domain 13 , chr3:22049572-22051479 FORWARD LENGTH=517
Dm_00000479-RA,2,AT2G28110.1," Symbols: IRX7, FRA8 "," IRREGULAR XYLEM 7, FRAGILE FIBER 8 ", chr2:11978024-11979641 REVERSE LENGTH=448
Dm_00005210-RA,2,AT4G09020.1," Symbols: ATISA3, ISA3 ", isoamylase 3 , chr4:5784099-5788839 FORWARD LENGTH=764
Dm_00011819-RA,2,AT2G19710.1, Symbols: ISTL5 , IST1-LIKE 5 , chr2:8506339-8509817 FORWARD LENGTH=937
Dm_00004759-RA,2,AT4G00990.1," Symbols: JMJ27, AtJMJ17 ", JmjC DOMAIN-CONTAINING PROTEIN 27 , chr4:427035-431535 FORWARD LENGTH=840
Dm_00003504-RA,2,AT1G08620.4," Symbols: PKDM7D, JMJ16 ", Jumonji domain-containing protein 16 , chr1:2737554-2743370 FORWARD LENGTH=1209
Dm_00019615-RA,2,AT5G06550.1, Symbols: JMJ22 , Jumonji domain-containing protein 22 , chr5:2001246-2003068 REVERSE LENGTH=502
Dm_00012393-RA,2,AT1G60160.1, Symbols: KT12 , K Transporter12 , chr1:22188330-22191395 REVERSE LENGTH=827
Dm_00017289-RA,2,AT1G60160.1, Symbols: KT12 , K Transporter12 , chr1:22188330-22191395 REVERSE LENGTH=827
Dm_00010384-RA,2,AT4G04850.2," Symbols: KEA3, ATKEA3 ", K+ efflux antiporter 3 , chr4:2453174-2457490 FORWARD LENGTH=776
Dm_00005615-RA,2,AT4G38600.3," Symbols: KAK, UPL3 "," KAKTUS, UBIQUITIN-PROTEIN LIGASE 3 ", chr4:18041503-18049292 REVERSE LENGTH=1888
Dm_00009733-RA,2,AT4G38600.3," Symbols: KAK, UPL3 "," KAKTUS, UBIQUITIN-PROTEIN LIGASE 3 ", chr4:18041503-18049292 REVERSE LENGTH=1888
Dm_00000769-RA,2,AT3G52890.4, Symbols: KIPK , KCBP-interacting protein kinase , chr3:19609150-19612032 FORWARD LENGTH=934
Dm_00001787-RA,2,AT3G52890.4, Symbols: KIPK , KCBP-interacting protein kinase , chr3:19609150-19612032 FORWARD LENGTH=934
Dm_00006766-RA,2,AT3G52890.4, Symbols: KIPK , KCBP-interacting protein kinase , chr3:19609150-19612032 FORWARD LENGTH=934
Dm_00019866-RA,2,AT5G13530.2, Symbols: KEG , KEEP ON GOING , chr5:4345618-4354369 FORWARD LENGTH=1624
Dm_00011896-RA,2,AT5G65460.4," Symbols: KCA2, KAC2 "," kinesin CDKA ;1 associated 2, kinesin like protein for actin based chloroplast movement 2 ", chr5:26161831-26169001 REVERSE LENGTH=1267
Dm_00001177-RA,2,AT3G08550.1," Symbols: ABI8, ELD1, KOB1 "," KOBITO, ABA INSENSITIVE 8, ELONGATION DEFECTIVE 1 ", chr3:2596513-2599515 FORWARD LENGTH=533
Dm_00012835-RA,2,AT5G04290.1," Symbols: SPT5L, KTF1 "," kow domain-containing transcription factor 1, SPT5-LIKE ", chr5:1196069-1202653 FORWARD LENGTH=1493
Dm_00017085-RA,2,AT3G55550.1, Symbols: LecRK-S.4 , L-type lectin receptor kinase S.4 , chr3:20600019-20602073 REVERSE LENGTH=684
Dm_00014460-RA,2,AT5G21160.3," Symbols: LARP1a, AtLARP1a ", La related protein 1a , chr5:7198817-7203879 REVERSE LENGTH=833
Dm_00015092-RA,2,AT4G35890.2," Symbols: LARP1c, AtLARP1c ", La related protein 1c , chr4:16997433-16999329 FORWARD LENGTH=414
Dm_00001829-RA,2,AT3G05090.3, Symbols: LRS1 , LATERAL ROOT STIMULATOR 1 , chr3:1418573-1422723 REVERSE LENGTH=753
Dm_00008479-RA,2,AT5G62990.1," Symbols: emb1692, LEFKO "," LEFKOTHEA, embryo defective 1692 ", chr5:25277828-25279312 FORWARD LENGTH=494
Dm_00002988-RA,2,AT3G14460.1, Symbols: LRRAC1 , leucine-rich repeat (LRR) protein 1 , chr3:4851990-4856264 REVERSE LENGTH=1424
Dm_00014642-RA,2,AT2G32700.6," Symbols: LUH, MUM1 "," LEUNIG_homolog, MUCILAGE-MODIFIED 1 ", chr2:13867235-13871844 FORWARD LENGTH=785
Dm_00006075-RA,2,AT3G61600.1," Symbols: POB1, ATPOB1, AHT1, LRB2 "," light-response BTB 2, POZ/BTB containin G-protein 1 ", chr3:22795704-22797953 FORWARD LENGTH=561
Dm_00008059-RA,2,AT3G61600.2," Symbols: POB1, ATPOB1, AHT1, LRB2 "," light-response BTB 2, POZ/BTB containin G-protein 1 ", chr3:22795704-22798069 FORWARD LENGTH=561
Dm_00005448-RA,2,AT5G17690.2," Symbols: TFL2, LHP1, AtLHP1 "," LIKE HETEROCHROMATIN PROTEIN 1, TERMINAL FLOWER 2 ", chr5:5827622-5829537 REVERSE LENGTH=435
Dm_00016538-RA,2,AT2G45410.1, Symbols: LBD19 , LOB domain-containing protein 19 , chr2:18712449-18713108 REVERSE LENGTH=191
Dm_00004598-RA,2,AT1G73060.1, Symbols: LPA3 , Low  PSII Accumulation 3 , chr1:27479027-27481258 FORWARD LENGTH=358
Dm_00014655-RA,2,AT5G51545.1, Symbols: LPA2 , low psii accumulation2 , chr5:20936434-20937243 FORWARD LENGTH=185
Dm_00017587-RA,2,AT3G57650.1, Symbols: LPAT2 , lysophosphatidyl acyltransferase 2 , chr3:21349751-21352839 FORWARD LENGTH=389
Dm_00003071-RA,2,AT1G12640.1," Symbols: LPLAT1, AtLPLAT1, LPCAT1 "," lysophospholipid acyltransferase 1, lysophosphatidylcholine acyltransferase 1 ", chr1:4303586-4305666 REVERSE LENGTH=462
Dm_00003680-RA,2,AT5G24350.2, Symbols: MIP2 , MAG2-interacting protein 2 , chr5:8301537-8310746 FORWARD LENGTH=2396
Dm_00016503-RA,2,AT4G15570.3, Symbols: MAA3 , MAGATAMA 3 , chr4:8893043-8898858 FORWARD LENGTH=818
Dm_00012956-RA,2,AT5G22830.2," Symbols: ATMGT10, MGT10, GMN10, MRS2-11 "," MAGNESIUM TRANSPORTER 10, magnesium (Mg) transporter 10 ", chr5:7627676-7630633 FORWARD LENGTH=459
Dm_00007928-RA,2,AT5G17520.1," Symbols: RCP1, MEX1 "," MALTOSE EXCESS 1, ROOT CAP 1 ", chr5:5772796-5775231 REVERSE LENGTH=415
Dm_00009514-RA,2,AT3G16000.1, Symbols: MFP1 , MAR binding filament-like protein 1 , chr3:5431041-5433613 REVERSE LENGTH=726
Dm_00004112-RA,2,AT4G00060.4," Symbols: NTP9, MEE44 ", maternal effect embryo arrest 44 , chr4:21437-27996 FORWARD LENGTH=1481
Dm_00013994-RA,2,AT4G00450.3," Symbols: CCT, CRP, MED12 "," mediator 12, CRYPTIC PRECOCIOUS, CENTER CITY ", chr4:202425-210666 FORWARD LENGTH=2235
Dm_00006217-RA,2,AT1G15780.2," Symbols: MED15_1, NRB4, AtMed15a "," MEDIATOR 15_1, Non-Recognition-of-BTH 4 ", chr1:5430522-5435921 REVERSE LENGTH=1366
Dm_00006218-RA,2,AT1G15780.2," Symbols: MED15_1, NRB4, AtMed15a "," MEDIATOR 15_1, Non-Recognition-of-BTH 4 ", chr1:5430522-5435921 REVERSE LENGTH=1366
Dm_00001950-RA,2,AT1G23230.3, Symbols: MED23 , MEDIATOR 23 , chr1:8244481-8251741 FORWARD LENGTH=1596
Dm_00012996-RA,2,AT3G09180.3, Symbols: MED3 , MEDIATOR 3 , chr3:2819278-2821096 FORWARD LENGTH=402
Dm_00006385-RA,2,AT1G55325.4," Symbols: MED13, GCT, MAB2 "," Mediator of RNA polymerase II transcription subunit 13, GRAND CENTRAL, MACCHI-BOU 2 ", chr1:20637594-20646875 FORWARD LENGTH=1906
Dm_00005377-RA,2,AT2G03070.1, Symbols: MED8 , mediator subunit 8 , chr2:905978-908792 FORWARD LENGTH=524
Dm_00015308-RA,2,AT4G32450.1, Symbols: MEF8S , MEF8 similar , chr4:15661092-15662705 FORWARD LENGTH=537
Dm_00006442-RA,2,AT4G21750.4, Symbols: ATML1 , MERISTEM LAYER 1 , chr4:11556965-11560243 FORWARD LENGTH=762
Dm_00012241-RA,2,AT3G59990.4, Symbols: MAP2B , methionine aminopeptidase 2B , chr3:22155921-22158551 REVERSE LENGTH=439
Dm_00007942-RA,2,AT1G22310.2," Symbols: ATMBD8, MBD8 ", methyl-CPG-binding domain 8 , chr1:7881714-7883644 REVERSE LENGTH=524
Dm_00011588-RA,2,AT4G36280.1," Symbols: MORC2, CRH1, AtMORC2 "," microrchidia 2, CRT1 Homologue 1 ", chr4:17165513-17169277 REVERSE LENGTH=626
Dm_00016923-RA,2,AT4G03260.4, Symbols: MASP1 , Microtubule Associated Stress Protein 1 , chr4:1429092-1431431 FORWARD LENGTH=677
Dm_00001461-RA,2,AT2G35630.2," Symbols: GEM1, MOR1 ", MICROTUBULE ORGANIZATION 1 , chr2:14967811-14980361 FORWARD LENGTH=1868
Dm_00001462-RA,2,AT2G35630.1," Symbols: GEM1, MOR1 ", MICROTUBULE ORGANIZATION 1 , chr2:14966828-14980361 FORWARD LENGTH=1978
Dm_00000383-RA,2,AT1G68060.1," Symbols: ATMAP70-1, MAP70-1 ", microtubule-associated proteins 70-1 , chr1:25511392-25514226 REVERSE LENGTH=622
Dm_00001941-RA,2,AT1G68060.1," Symbols: ATMAP70-1, MAP70-1 ", microtubule-associated proteins 70-1 , chr1:25511392-25514226 REVERSE LENGTH=622
Dm_00001278-RA,2,AT1G24764.1," Symbols: MAP70-2, ATMAP70-2 ", microtubule-associated proteins 70-2 , chr1:8760001-8763256 REVERSE LENGTH=634
Dm_00007743-RA,2,AT1G67120.1," Symbols: MDN1, AtMDN1 ", MIDASIN 1 , chr1:25069727-25095526 REVERSE LENGTH=5393
Dm_00007744-RA,2,AT1G67120.2," Symbols: MDN1, AtMDN1 ", MIDASIN 1 , chr1:25069727-25095526 REVERSE LENGTH=5400
Dm_00007746-RA,2,AT1G67120.1," Symbols: MDN1, AtMDN1 ", MIDASIN 1 , chr1:25069727-25095526 REVERSE LENGTH=5393
Dm_00004380-RA,2,AT4G38440.1, Symbols: IYO , MINIYO , chr4:17989115-17994549 FORWARD LENGTH=1465
Dm_00020845-RA,2,AT1G07030.1, Symbols: MIT2 , mitochondrial iron transporter 2 , chr1:2158631-2160524 REVERSE LENGTH=326
Dm_00011532-RA,2,AT1G74120.1, Symbols: mTERF15 , mitochondrial transcription termination factor 15 , chr1:27871923-27873260 REVERSE LENGTH=445
Dm_00019480-RA,2,AT5G42130.1," Symbols: Mfl1, AtMfl1 ", MitoFerrinLike1 , chr5:16835572-16836810 REVERSE LENGTH=412
Dm_00017644-RA,2,AT1G53510.1," Symbols: MPK18, ATMPK18 "," mitogen-activated protein kinase 18, ARABIDOPSIS THALIANA MAP KINASE 18 ", chr1:19970961-19974158 REVERSE LENGTH=615
Dm_00014026-RA,2,AT5G55090.1, Symbols: MAPKKK15 , mitogen-activated protein kinase kinase kinase 15 , chr5:22356852-22358198 REVERSE LENGTH=448
Dm_00001306-RA,2,AT3G13530.1," Symbols: MAP3KE1, MAPKKK7 "," mitogen-activated protein kinase kinase kinase 7, MAP3K EPSILON PROTEIN KINASE ", chr3:4411934-4419320 REVERSE LENGTH=1368
Dm_00014854-RA,2,AT3G55270.1," Symbols: MKP1, ATMKP1 "," mitogen-activated protein kinase phosphatase 1, ARABIDOPSIS MITOGEN-ACTIVATED PROTEIN KINASE PHOSPHATASE 1 ", chr3:20496775-20499408 FORWARD LENGTH=783
Dm_00003803-RA,2,AT1G13980.2," Symbols: MIZ2, VAN7, EMB30, 112A-2A, GNOM, GN "," MIZU-KUSSEL2, VASCULAR NETWORK 7, GNOM, EMBRYO DEFECTIVE 30 ", chr1:4789587-4794397 FORWARD LENGTH=1451
Dm_00000213-RA,2,AT4G19490.2," Symbols: ATVPS54, MTV17, VPS54 "," modified transport to the vacuole 17, ARABIDOPSIS THALIANA VPS54 HOMOLOG ", chr4:10616017-10622934 FORWARD LENGTH=1034
Dm_00003500-RA,2,AT5G18480.1," Symbols: MOCA1, PGSIP6, IPUT1 "," monocation-induced [Ca2+]i increases 1, INOSITOL PHOSPHORYLCERAMIDE GLUCURONOSYLTRANSFERASE 1, plant glycogenin-like starch initiation protein 6 ", chr5:6131307-6133787 REVERSE LENGTH=537
Dm_00009357-RA,2,AT4G02720.1, Symbols: MAS2 , MORPHOLOGY OF AGO1-52 SUPPRESSED2 , chr4:1204545-1205813 REVERSE LENGTH=422
Dm_00010913-RA,2,AT3G28345.1," Symbols: MDR13, ABCB15 "," multi-drug resistance 13, ATP-binding cassette B15 ", chr3:10593921-10598775 REVERSE LENGTH=1240
Dm_00009370-RA,2,AT2G47800.1," Symbols: ABCC4, ATMRP4, MRP4, EST3 "," multidrug resistance-associated protein 4, ATP-binding cassette C4 ", chr2:19574944-19580383 FORWARD LENGTH=1516
Dm_00009063-RA,2,AT3G06860.1," Symbols: ATMFP2, MFP2 "," MULTIFUNCTIONAL PROTEIN 2, multifunctional protein 2 ", chr3:2161926-2166009 FORWARD LENGTH=725
Dm_00009064-RA,2,AT3G06860.1," Symbols: ATMFP2, MFP2 "," MULTIFUNCTIONAL PROTEIN 2, multifunctional protein 2 ", chr3:2161926-2166009 FORWARD LENGTH=725
Dm_00015736-RA,2,AT3G06860.1," Symbols: ATMFP2, MFP2 "," MULTIFUNCTIONAL PROTEIN 2, multifunctional protein 2 ", chr3:2161926-2166009 FORWARD LENGTH=725
Dm_00018065-RA,2,AT3G06860.1," Symbols: ATMFP2, MFP2 "," MULTIFUNCTIONAL PROTEIN 2, multifunctional protein 2 ", chr3:2161926-2166009 FORWARD LENGTH=725
Dm_00017646-RA,2,AT4G20020.2, Symbols: MORF1 , multiple organellar RNA editing factor 1 , chr4:10844360-10846085 REVERSE LENGTH=406
Dm_00011684-RA,2,AT3G15000.1," Symbols: RIP1, MORF8 "," multiple organellar RNA editing factor 8, RNA-editing factor interacting protein 1 ", chr3:5050321-5052121 FORWARD LENGTH=395
Dm_00018924-RA,2,AT3G05850.1, Symbols: MUG7 , MUSTANG 7 , chr3:1743537-1745943 REVERSE LENGTH=777
Dm_00015056-RA,2,AT2G25760.1," Symbols: MLK3, PPK4, AEL1 "," MUT9P-LIKE-KINASE 3, Arabidopsis EL1-like 1, Photoregulatory Protein Kinase 4 ", chr2:10985118-10988652 REVERSE LENGTH=673
Dm_00009438-RA,2,AT3G19960.5, Symbols: ATM1 , myosin 1 , chr3:6949787-6956736 FORWARD LENGTH=1166
Dm_00003196-RA,2,AT1G70750.1, Symbols: MyoB2 , myosin binding protein 2 , chr1:26680728-26683147 REVERSE LENGTH=749
Dm_00002061-RA,2,AT4G33200.4," Symbols: XI-15, ATXI-I, XI-I "," MYOSIN XI I, MYOSIN XI-15 ", chr4:16002768-16014792 REVERSE LENGTH=1523
Dm_00007859-RA,2,AT5G20490.2," Symbols: XIK, XI-17, ATXIK, XI-K "," MYOSIN XI K, MYOSIN XI-17 ", chr5:6927064-6937380 REVERSE LENGTH=1531
Dm_00011806-RA,2,AT5G20490.2," Symbols: XIK, XI-17, ATXIK, XI-K "," MYOSIN XI K, MYOSIN XI-17 ", chr5:6927064-6937380 REVERSE LENGTH=1531
Dm_00018142-RA,2,AT1G21640.1," Symbols: ATNADK2, NADK2 "," NAD kinase 2, NAD KINASE 2 ", chr1:7588726-7592669 FORWARD LENGTH=985
Dm_00012972-RA,2,AT1G04280.2, Symbols: NADKc , NAD kinase-CaM dependent , chr1:1143643-1146231 REVERSE LENGTH=480
Dm_00008569-RA,2,AT3G17850.1, Symbols: IREH1 , ncomplete Root Hair Elongation 1 , chr3:6109854-6116245 REVERSE LENGTH=1296
Dm_00005740-RA,2,AT1G32340.1, Symbols: NHL8 , NDR1/HIN1-like 8 , chr1:11663462-11666037 REVERSE LENGTH=688
Dm_00004015-RA,2,AT2G16485.1, Symbols: NERD , Needed for RDR2-independent DNA methylation , chr2:7137269-7145222 REVERSE LENGTH=1773
Dm_00005013-RA,2,AT2G16485.2, Symbols: NERD , Needed for RDR2-independent DNA methylation , chr2:7137269-7145222 REVERSE LENGTH=1758
Dm_00009178-RA,2,AT2G16485.1, Symbols: NERD , Needed for RDR2-independent DNA methylation , chr2:7137269-7145222 REVERSE LENGTH=1773
Dm_00005871-RA,2,AT1G07705.2, Symbols: NOT2a , Negative on TATA less2a , chr1:2382090-2385856 FORWARD LENGTH=614
Dm_00016235-RA,2,AT3G22790.3, Symbols: NET1A , Networked 1A , chr3:8052446-8057888 REVERSE LENGTH=1728
Dm_00002672-RA,2,AT5G55810.1," Symbols: NMNAT, AtNMNAT ", nicotinate/nicotinamide mononucleotide adenyltransferase , chr5:22584229-22586239 REVERSE LENGTH=238
Dm_00009584-RA,2,AT5G64170.1, Symbols: LNK1 , NIGHT LIGHT-INDUCIBLE AND CLOCK-REGULATED GENE 1 , chr5:25672904-25675445 REVERSE LENGTH=566
Dm_00005537-RA,2,AT1G77760.1," Symbols: NR1, GNR1, NIA1 "," nitrate reductase 1, NITRATE REDUCTASE 1 ", chr1:29236005-29239367 REVERSE LENGTH=917
Dm_00017006-RA,2,AT3G60320.1, Symbols: NRG2 , NITRATE REGULATORY GENE 2 , chr3:22292073-22295228 REVERSE LENGTH=796
