,Orthogroup,gene_ID,module,ATgene_ID,TopBLASTHit_Symbol,TopBLASTHit_Name,TopBLASTHit_Position
6711,OG0011228,Dm_00015619-RA,3,AT1G60160.1,Symbols: KT12,K Transporter12,chr1:22188330-22191395 REVERSE LENGTH=827
6712,OG0011233,Dm_00006343-RA,3,AT1G20010.1,Symbols: TUB5,tubulin beta-5 chain,chr1:6938033-6940481 REVERSE LENGTH=449
6742,OG0011293,Dm_00013489-RA,3,NA,NA,NA,NA
6746,OG0011293,Dm_00017161-RA,3,NA,NA,NA,NA
6776,OG0011511,Dm_00020375-RA,3,NA,NA,NA,NA
6807,OG0011700,Dm_00018353-RA,3,NA,NA,NA,NA
6811,OG0011719,Dm_00009888-RA,3,AT4G39520.1,Symbols: Drg1-1,NA,chr4:18371329-18374000 REVERSE LENGTH=369
6814,OG0011746,Dm_00004746-RA,3,AT5G20600.1,Symbols: no symbol available,no full name available,chr5:6966345-6967943 REVERSE LENGTH=532
6832,OG0011893,Dm_00004464-RA,3,AT5G63910.1,Symbols: FCLY,farnesylcysteine lyase,chr5:25572053-25574077 REVERSE LENGTH=500
6833,OG0011893,Dm_00005485-RA,3,AT5G63910.1,Symbols: FCLY,farnesylcysteine lyase,chr5:25572053-25574077 REVERSE LENGTH=500
6854,OG0012014,Dm_00001328-RA,3,AT5G05340.1,Symbols: PRX52,peroxidase 52,chr5:1579142-1580819 REVERSE LENGTH=324
6855,OG0012033,Dm_00018458-RA,3,AT2G23770.1,"Symbols: LYK4, AtLYK4",LysM-containing receptor-like kinase 4,chr2:10120242-10122080 REVERSE LENGTH=612
6865,OG0012164,Dm_00006892-RA,3,AT4G22190.1,Symbols: no symbol available,no full name available,chr4:11742102-11743265 REVERSE LENGTH=387
6869,OG0012175,Dm_00005698-RA,3,AT4G12130.1,Symbols: COG0354,NA,chr4:7263640-7265425 FORWARD LENGTH=393
6870,OG0012175,Dm_00016759-RA,3,AT4G12130.1,Symbols: COG0354,NA,chr4:7263640-7265425 FORWARD LENGTH=393
6894,OG0012378,Dm_00001716-RA,3,AT1G68300.1,Symbols: no symbol available,no full name available,chr1:25598518-25599261 REVERSE LENGTH=160
6899,OG0012421,Dm_00000252-RA,3,NA,NA,NA,NA
6905,OG0012450,Dm_00006125-RA,3,AT3G28630.1,Symbols: CROLIN1,CROLIN 1,chr3:10729065-10730564 FORWARD LENGTH=335
6904,OG0012450,Dm_00005439-RA,3,AT4G18380.2,Symbols: no symbol available,no full name available,chr4:10157957-10159099 FORWARD LENGTH=380
6911,OG0012476,Dm_00017840-RA,3,NA,NA,NA,NA
6914,OG0012481,Dm_00016417-RA,3,AT1G24590.1,"Symbols: DRN-LIKE, DRNL, BOL, ESR2, SOB2","DORNROSCHEN-like, DORNROSCHEN-LIKE, ENHANCER OF SHOOT REGENERATION 2, FOR SUPPRESSOR OF PHYTOCHROMEB-4  2, BOLITA",chr1:8714389-8715309 REVERSE LENGTH=306
6930,OG0012632,Dm_00012447-RA,3,NA,NA,NA,NA
6933,OG0012640,Dm_00020937-RA,3,AT5G54160.1,"Symbols: ATOMT1, OMT1, OMT3, AtCOMT, COMT1","caffeate O-methyltransferase 1, O-methyltransferase 1, O-methyltransferase 3",chr5:21982075-21984167 FORWARD LENGTH=363
6947,OG0012759,Dm_00005495-RA,3,AT2G44970.3,Symbols: no symbol available,no full name available,chr2:18548999-18551494 REVERSE LENGTH=487
6967,OG0012930,Dm_00001479-RA,3,AT4G24150.3,"Symbols: AtGRF8, GRF8",growth-regulating factor 8,chr4:12537671-12539387 FORWARD LENGTH=430
6977,OG0012952,Dm_00004029-RA,3,NA,NA,NA,NA
6978,OG0012956,Dm_00000425-RA,3,NA,NA,NA,NA
6985,OG0013013,Dm_00020943-RA,3,AT1G33540.1,Symbols: scpl18,serine carboxypeptidase-like 18,chr1:12162349-12164700 REVERSE LENGTH=464
6987,OG0013015,Dm_00015011-RA,3,AT5G54160.1,"Symbols: ATOMT1, OMT1, OMT3, AtCOMT, COMT1","caffeate O-methyltransferase 1, O-methyltransferase 1, O-methyltransferase 3",chr5:21982075-21984167 FORWARD LENGTH=363
7009,OG0013022,Dm_00016993-RA,3,AT1G11545.1,Symbols: XTH8,xyloglucan endotransglucosylase/hydrolase 8,chr1:3878689-3880286 REVERSE LENGTH=305
7015,OG0013169,Dm_00001689-RA,3,NA,NA,NA,NA
7016,OG0013170,Dm_00020162-RA,3,NA,NA,NA,NA
7025,OG0013261,Dm_00005728-RA,3,AT1G68070.1,Symbols: no symbol available,no full name available,chr1:25515412-25516767 REVERSE LENGTH=343
7026,OG0013282,Dm_00000707-RA,3,AT5G47220.1,"Symbols: ATERF-2, ATERF2, ERF2","ETHYLENE RESPONSIVE ELEMENT BINDING FACTOR 2, ethylene responsive element binding factor 2, ETHYLENE RESPONSE FACTOR- 2",chr5:19172023-19172754 REVERSE LENGTH=243
7027,OG0013288,Dm_00012901-RA,3,NA,NA,NA,NA
7029,OG0013297,Dm_00017168-RA,3,AT5G21090.1,Symbols: no symbol available,no full name available,chr5:7164758-7166904 FORWARD LENGTH=218
7033,OG0013350,Dm_00007858-RA,3,AT5G20490.3,"Symbols: XIK, XI-17, ATXIK, XI-K","MYOSIN XI K, MYOSIN XI-17",chr5:6927064-6936079 REVERSE LENGTH=1465
7037,OG0013377,Dm_00012392-RA,3,AT3G02050.1,"Symbols: KUP3, ATKUP3, ATKT4","K+ uptake transporter 3, ARABIDOPSIS THALIANA POTASSIUM TRANSPORTER 4",chr3:350815-354135 FORWARD LENGTH=789
7064,OG0013475,Dm_00001770-RA,3,AT1G05120.1,Symbols: no symbol available,no full name available,chr1:1471624-1476067 REVERSE LENGTH=833
7069,OG0013574,Dm_00012834-RA,3,AT5G04310.3,Symbols: PLL12,PECTATE LYASE LIKE12,chr5:1205130-1207352 REVERSE LENGTH=475
7070,OG0013576,Dm_00011147-RA,3,AT4G18750.1,Symbols: DOT4,DEFECTIVELY ORGANIZED TRIBUTARIES 4,chr4:10304850-10307465 FORWARD LENGTH=871
7082,OG0013683,Dm_00018513-RA,3,AT3G18440.1,"Symbols: ALMT9, AtALMT9",aluminum-activated malate transporter 9,chr3:6328181-6330652 FORWARD LENGTH=598
7087,OG0013746,Dm_00009622-RA,3,NA,NA,NA,NA
7093,OG0013801,Dm_00005716-RA,3,AT1G07630.1,Symbols: PLL5,pol-like 5,chr1:2349189-2351437 FORWARD LENGTH=662
7097,OG0013815,Dm_00015707-RA,3,NA,NA,NA,NA
7109,OG0013851,Dm_00000182-RA,3,AT4G00820.1,Symbols: iqd17,IQ-domain 17,chr4:349300-351307 FORWARD LENGTH=534
7111,OG0013861,Dm_00007238-RA,3,AT4G34810.1,Symbols: SAUR5,SMALL AUXIN UPREGULATED RNA 5,chr4:16599065-16599421 FORWARD LENGTH=118
7148,OG0014113,Dm_00001694-RA,3,AT5G44230.2,Symbols: no symbol available,no full name available,chr5:17814627-17816309 FORWARD LENGTH=560
7155,OG0014147,Dm_00007310-RA,3,AT5G66520.1,Symbols: CREF7,Chloroplast RNA Editing Factor 7,chr5:26551879-26553741 FORWARD LENGTH=620
7164,OG0014178,Dm_00004561-RA,3,AT5G54160.1,"Symbols: ATOMT1, OMT1, OMT3, AtCOMT, COMT1","caffeate O-methyltransferase 1, O-methyltransferase 1, O-methyltransferase 3",chr5:21982075-21984167 FORWARD LENGTH=363
7166,OG0014178,Dm_00011414-RA,3,AT5G54160.1,"Symbols: ATOMT1, OMT1, OMT3, AtCOMT, COMT1","caffeate O-methyltransferase 1, O-methyltransferase 1, O-methyltransferase 3",chr5:21982075-21984167 FORWARD LENGTH=363
7167,OG0014178,Dm_00013653-RA,3,AT5G54160.1,"Symbols: ATOMT1, OMT1, OMT3, AtCOMT, COMT1","caffeate O-methyltransferase 1, O-methyltransferase 1, O-methyltransferase 3",chr5:21982075-21984167 FORWARD LENGTH=363
7170,OG0014231,Dm_00014426-RA,3,AT1G53830.1,"Symbols: PME2, ATPME2",pectin methylesterase 2,chr1:20098562-20100745 FORWARD LENGTH=587
7189,OG0014270,Dm_00003647-RA,3,AT5G45960.1,Symbols: no symbol available,no full name available,chr5:18637174-18640319 REVERSE LENGTH=375
7205,OG0014331,Dm_00012563-RA,3,NA,NA,NA,NA
7207,OG0014331,Dm_00016464-RA,3,NA,NA,NA,NA
7208,OG0014331,Dm_00018418-RA,3,NA,NA,NA,NA
7234,OG0014526,Dm_00019633-RA,3,AT1G11260.1,"Symbols: STP1, ATSTP1","sugar transporter 1, SUGAR TRANSPORTER 1",chr1:3777460-3780133 FORWARD LENGTH=522
7237,OG0014555,Dm_00004054-RA,3,AT1G02640.1,"Symbols: BXL2, ATBXL2","beta-xylosidase 2, BETA-XYLOSIDASE 2",chr1:564293-567580 FORWARD LENGTH=768
7245,OG0014619,Dm_00006344-RA,3,AT5G23860.2,Symbols: TUB8,tubulin beta 8,chr5:8042962-8044528 FORWARD LENGTH=449
7261,OG0014710,Dm_00001100-RA,3,AT4G15280.1,Symbols: UGT71B5,UDP-glucosyl transferase 71B5,chr4:8719182-8720618 FORWARD LENGTH=478
7267,OG0014720,Dm_00013481-RA,3,AT5G12420.1,Symbols: WSD7,WS /DGAT 7,chr5:4024568-4026715 REVERSE LENGTH=480
7279,OG0014786,Dm_00009093-RA,3,NA,NA,NA,NA
7293,OG0014807,Dm_00020639-RA,3,NA,NA,NA,NA
7325,OG0015160,Dm_00019652-RA,3,NA,NA,NA,NA
7355,OG0015394,Dm_00011951-RA,3,AT4G38180.1,Symbols: FRS5,FAR1-related sequence 5,chr4:17906702-17909404 REVERSE LENGTH=788
7361,OG0015395,Dm_00011746-RA,3,AT3G62830.2,"Symbols: UXS2, ATUXS2, AUD1",UDP-GLUCURONIC ACID DECARBOXYLASE 2,chr3:23232539-23235353 FORWARD LENGTH=445
7366,OG0015397,Dm_00018149-RA,3,NA,NA,NA,NA
7402,OG0015895,Dm_00018371-RA,3,NA,NA,NA,NA
7411,OG0015909,Dm_00014752-RA,3,AT1G12950.1,"Symbols: AtDTX31, RHS2",ROOT HAIR SPECIFIC 2,chr1:4419849-4422462 FORWARD LENGTH=522
7415,OG0015921,Dm_00019648-RA,3,AT2G01710.1,"Symbols: SDJ2, DNAJ2",SUVH1/3-interacting DNAJ domain-containing protein 2,chr2:315836-316771 FORWARD LENGTH=311
7425,OG0016050,Dm_00014078-RA,3,NA,NA,NA,NA
7444,OG0016084,Dm_00018250-RA,3,NA,NA,NA,NA
7448,OG0016085,Dm_00015355-RA,3,NA,NA,NA,NA
7457,OG0016089,Dm_00014190-RA,3,AT5G53130.1,"Symbols: ATCNGC1, CNGC1","cyclic nucleotide gated channel 1, CYCLIC NUCLEOTIDE-GATED CHANNEL 1",chr5:21537830-21540490 REVERSE LENGTH=716
7470,OG0016093,Dm_00003312-RA,3,AT1G25450.1,"Symbols: CER60, KCS5","ECERIFERUM 60, 3-ketoacyl-CoA synthase 5",chr1:8938679-8940282 REVERSE LENGTH=492
7481,OG0016740,Dm_00015748-RA,3,AT1G62990.1,"Symbols: KNAT7, IRX11","IRREGULAR XYLEM 11, KNOTTED-like homeobox of Arabidopsis thaliana 7",chr1:23337468-23340348 FORWARD LENGTH=291
7497,OG0016821,Dm_00018184-RA,3,AT4G23990.1,"Symbols: ATCSLG3, CSLG3","cellulose synthase like G3, ARABIDOPSIS THALIANA CELLULOSE SYNTHASE-LIKE G3",chr4:12456491-12460498 FORWARD LENGTH=751
7501,OG0016830,Dm_00009113-RA,3,AT5G59720.1,Symbols: HSP18.2,heat shock protein 18.2,chr5:24062632-24063117 FORWARD LENGTH=161
7508,OG0016972,Dm_00006930-RA,3,AT1G25230.1,Symbols: no symbol available,no full name available,chr1:8840474-8842298 REVERSE LENGTH=339
7516,OG0016985,Dm_00014700-RA,3,NA,NA,NA,NA
7517,OG0016986,Dm_00004807-RA,3,AT5G13510.1,Symbols: EMB3136,EMBRYO DEFECTIVE 3136,chr5:4341294-4341956 FORWARD LENGTH=220
7522,OG0016994,Dm_00007423-RA,3,NA,NA,NA,NA
7525,OG0016996,Dm_00007422-RA,3,AT3G11960.3,Symbols: no symbol available,no full name available,chr3:3786431-3793160 FORWARD LENGTH=1379
7541,OG0017038,Dm_00002414-RA,3,AT3G50170.1,Symbols: no symbol available,no full name available,chr3:18601857-18603738 REVERSE LENGTH=541
7543,OG0017038,Dm_00002416-RA,3,AT3G50120.1,Symbols: no symbol available,no full name available,chr3:18585157-18587246 REVERSE LENGTH=531
7580,OG0017653,Dm_00007502-RA,3,AT4G08950.1,Symbols: EXO,EXORDIUM,chr4:5740378-5741322 FORWARD LENGTH=314
7582,OG0017666,Dm_00016792-RA,3,NA,NA,NA,NA
7584,OG0017723,Dm_00004461-RA,3,AT3G55320.1,"Symbols: ABCB20, PGP20","P-glycoprotein  20, ATP-binding cassette B20",chr3:20507391-20513393 REVERSE LENGTH=1408
7592,OG0017867,Dm_00014515-RA,3,AT3G13870.2,"Symbols: GOM8, RHD3","GOLGI MUTANT 8, ROOT HAIR DEFECTIVE 3",chr3:4565762-4570261 REVERSE LENGTH=738
7605,OG0017963,Dm_00005851-RA,3,NA,NA,NA,NA
7612,OG0017997,Dm_00007614-RA,3,AT2G33845.1,Symbols: no symbol available,no full name available,chr2:14317781-14318712 FORWARD LENGTH=182
7614,OG0018001,Dm_00020003-RA,3,AT2G19860.2,"Symbols: ATHXK2, HXK2","ARABIDOPSIS THALIANA HEXOKINASE 2, hexokinase 2",chr2:8571949-8573762 FORWARD LENGTH=393
7616,OG0018220,Dm_00003276-RA,3,AT3G17980.1,"Symbols: AtGAP1, C2, AtC2, CAR4","homolog of OsGAP1, C2-domain ABA-related, C2 domain, Arabidopsis thaliana C2 domain",chr3:6152417-6153115 FORWARD LENGTH=177
7619,OG0018230,Dm_00006469-RA,3,NA,NA,NA,NA
7622,OG0018234,Dm_00002565-RA,3,NA,NA,NA,NA
7627,OG0018242,Dm_00001999-RA,3,AT2G02990.1,"Symbols: ATRNS1, RNS1","RIBONUCLEASE 1, ribonuclease 1",chr2:873714-874667 FORWARD LENGTH=230
7634,OG0018251,Dm_00021016-RA,3,AT4G32940.1,"Symbols: AEP3, GAMMAVPE, AtLEG gamma, GAMMA-VPE, LEG gamma","gamma vacuolar processing enzyme, asparaginyl endopeptidase 3, legumain gamma",chr4:15900557-15903161 REVERSE LENGTH=494
7671,OG0018317,Dm_00014693-RA,3,NA,NA,NA,NA
7673,OG0018317,Dm_00020119-RA,3,NA,NA,NA,NA
7696,OG0019524,Dm_00020800-RA,3,NA,NA,NA,NA
7714,OG0020002,Dm_00008337-RA,3,AT2G25180.1,"Symbols: ARR12, AtARR12, RR12",response regulator 12,chr2:10724490-10726961 REVERSE LENGTH=596
7715,OG0020007,Dm_00013539-RA,3,AT3G63400.2,Symbols: no symbol available,no full name available,chr3:23412449-23415435 FORWARD LENGTH=387
7718,OG0020011,Dm_00016374-RA,3,AT2G23970.1,Symbols: no symbol available,no full name available,chr2:10199698-10201081 FORWARD LENGTH=251
7730,OG0020034,Dm_00001358-RA,3,NA,NA,NA,NA
7732,OG0020038,Dm_00004839-RA,3,AT1G69330.1,Symbols: no symbol available,no full name available,chr1:26064138-26064950 REVERSE LENGTH=270
7734,OG0020040,Dm_00017122-RA,3,AT1G62050.1,Symbols: no symbol available,no full name available,chr1:22936323-22938874 REVERSE LENGTH=624
7739,OG0020051,Dm_00019553-RA,3,AT4G29080.1,"Symbols: PAP2, IAA27","phytochrome-associated protein 2, indole-3-acetic acid inducible 27",chr4:14323665-14325213 REVERSE LENGTH=305
7767,OG0020122,Dm_00001837-RA,3,AT1G54490.1,"Symbols: XRN4, ATXRN4, AIN1, EIN5","ACC INSENSITIVE 1, ETHYLENE INSENSITIVE 5, EXORIBONUCLEASE 4, exoribonuclease 4",chr1:20350300-20356650 FORWARD LENGTH=947
7779,OG0020129,Dm_00012323-RA,3,NA,NA,NA,NA
7785,OG0020131,Dm_00007462-RA,3,AT1G13970.1,Symbols: no symbol available,no full name available,chr1:4779742-4781882 REVERSE LENGTH=504
7795,OG0020140,Dm_00014806-RA,3,AT1G01630.1,Symbols: no symbol available,no full name available,chr1:229206-230675 FORWARD LENGTH=255
7810,OG0021628,Dm_00008976-RA,3,AT1G58030.1,"Symbols: CAT2, AtCAT2",cationic amino acid transporter 2,chr1:21464185-21468141 REVERSE LENGTH=635
7821,OG0022124,Dm_00000142-RA,3,NA,NA,NA,NA
7822,OG0022144,Dm_00015610-RA,3,NA,NA,NA,NA
7834,OG0022830,Dm_00013008-RA,3,AT3G10410.1,"Symbols: CPY, SCPL49","CARBOXYPEPTIDASE Y, SERINE CARBOXYPEPTIDASE-LIKE 49",chr3:3235518-3238063 REVERSE LENGTH=516
7837,OG0022834,Dm_00019981-RA,3,AT2G34770.1,"Symbols: FAH1, ATFAH1","fatty acid hydroxylase 1, ARABIDOPSIS FATTY ACID HYDROXYLASE 1",chr2:14666776-14668061 FORWARD LENGTH=237
7844,OG0022856,Dm_00009443-RA,3,AT1G27730.1,"Symbols: ZAT10, STZ",salt tolerance zinc finger,chr1:9648302-9648985 REVERSE LENGTH=227
7848,OG0022871,Dm_00016439-RA,3,AT1G77920.1,Symbols: TGA7,TGACG sequence-specific binding protein 7,chr1:29298959-29300607 FORWARD LENGTH=368
7857,OG0022897,Dm_00000435-RA,3,AT1G72680.1,"Symbols: ATCAD1, CAD1","CINNAMYL ALCOHOL DEHYDROGENASE 1, cinnamyl-alcohol dehydrogenase",chr1:27359346-27360876 REVERSE LENGTH=355
7864,OG0022910,Dm_00018787-RA,3,AT4G17080.1,Symbols: no symbol available,no full name available,chr4:9601570-9603815 FORWARD LENGTH=513
7868,OG0022917,Dm_00012579-RA,3,AT1G25530.1,Symbols: no symbol available,no full name available,chr1:8964827-8967391 REVERSE LENGTH=440
7882,OG0022949,Dm_00019248-RA,3,AT4G18930.1,Symbols: no symbol available,no full name available,chr4:10370797-10371885 FORWARD LENGTH=181
7888,OG0023043,Dm_00006295-RA,3,AT1G16270.3,Symbols: B4,B4 Raf-like protein kinase,chr1:5563890-5568145 FORWARD LENGTH=1147
7896,OG0023050,Dm_00015505-RA,3,AT5G23320.1,"Symbols: ATSTE14A, ATICMTA, STE14, ICMTA, STE14A, ATPCM, ATSTE14","homolog of yeast STE14 A, ARABIDOPSIS THALIANA ISOPRENYL CYSTEINE METHYLTRANSFERASE A, LPHA-CARBOXYL METHYLTRANSFERASE, ISOPRENYL CYSTEINE METHYLTRANSFERASE A",chr5:7853368-7853961 FORWARD LENGTH=197
7916,OG0023066,Dm_00003132-RA,3,AT1G03220.1,Symbols: SAP2,secreted aspartic protease 2,chr1:787143-788444 FORWARD LENGTH=433
7929,OG0023075,Dm_00009516-RA,3,AT3G15990.1,"Symbols: SULTR3;4, SPDT","sulfate transporter 3;4, SULTR-like P Distribution Transporter",chr3:5427081-5430679 FORWARD LENGTH=653
7932,OG0023077,Dm_00016328-RA,3,AT2G37460.1,Symbols: UMAMIT12,Usually multiple acids move in and out Transporters 12,chr2:15726667-15729010 REVERSE LENGTH=380
7933,OG0023078,Dm_00016249-RA,3,NA,NA,NA,NA
7934,OG0023079,Dm_00019941-RA,3,AT2G06050.3,"Symbols: OPR3, DDE1, AtOPR3","DELAYED DEHISCENCE 1, oxophytodienoate-reductase 3",chr2:2359240-2361971 REVERSE LENGTH=391
7936,OG0023081,Dm_00003619-RA,3,AT5G52580.3,Symbols: no symbol available,no full name available,chr5:21338052-21342848 FORWARD LENGTH=679
7941,OG0023085,Dm_00002735-RA,3,AT1G75210.3,Symbols: no symbol available,no full name available,chr1:28225027-28228751 FORWARD LENGTH=539
7947,OG0023089,Dm_00010912-RA,3,AT3G28360.1,"Symbols: PGP16, ABCB16","P-glycoprotein 16, ATP-binding cassette B16",chr3:10611071-10616301 REVERSE LENGTH=1228
7957,OG0023097,Dm_00010417-RA,3,AT1G65880.1,Symbols: BZO1,benzoyloxyglucosinolate 1,chr1:24508633-24510737 REVERSE LENGTH=580
7959,OG0023099,Dm_00018446-RA,3,AT4G13420.1,"Symbols: ATHAK5, HAK5","ARABIDOPSIS THALIANA HIGH AFFINITY K+ TRANSPORTER 5, high affinity K+ transporter 5",chr4:7797038-7802174 REVERSE LENGTH=785
7960,OG0023100,Dm_00006518-RA,3,AT4G03390.2,Symbols: SRF3,STRUBBELIG-receptor family 3,chr4:1490912-1494553 REVERSE LENGTH=776
7965,OG0026242,Dm_00006733-RA,3,NA,NA,NA,NA
7966,OG0026355,Dm_00013627-RA,3,AT5G19550.1,"Symbols: AAT2, ASP2","ASPARTATE AMINOTRANSFERASE 2, aspartate aminotransferase 2",chr5:6598201-6601597 FORWARD LENGTH=405
7982,OG0027772,Dm_00012937-RA,3,AT2G28370.1,Symbols: CASPL5A2,CASP-like protein 5A2,chr2:12132092-12133447 FORWARD LENGTH=179
7983,OG0027779,Dm_00009160-RA,3,NA,NA,NA,NA
7992,OG0027820,Dm_00014576-RA,3,AT2G20310.1,Symbols: RIN13,RPM1 interacting protein 13,chr2:8761328-8763083 REVERSE LENGTH=430
8009,OG0027888,Dm_00010022-RA,3,AT3G25230.1,"Symbols: FKBP62, ROF1, ATFKBP62","rotamase FKBP 1, FK506 BINDING PROTEIN 62",chr3:9188257-9191137 FORWARD LENGTH=551
8015,OG0027904,Dm_00004498-RA,3,NA,NA,NA,NA
8083,OG0028162,Dm_00016309-RA,3,AT5G38020.1,Symbols: no symbol available,no full name available,chr5:15165953-15167612 REVERSE LENGTH=368
8084,OG0028163,Dm_00016066-RA,3,AT1G10940.1,"Symbols: SRK2A, SNRK2-4, ASK1, SNRK2.4","SNF1-related protein kinase 2.4, SUCROSE NONFERMENTING 1-RELATED PROTEIN KINASE 2-4, ARABIDOPSIS SERINE/THREONINE KINASE 1",chr1:3656050-3658170 REVERSE LENGTH=363
8086,OG0028164,Dm_00016208-RA,3,NA,NA,NA,NA
8087,OG0028165,Dm_00016301-RA,3,AT3G21550.1,"Symbols: AtDMP2, DMP2","DUF679 domain membrane protein 2, Arabidopsis thaliana DUF679 domain membrane protein 2",chr3:7591708-7592262 REVERSE LENGTH=184
8092,OG0028169,Dm_00009910-RA,3,NA,NA,NA,NA
8130,OG0028196,Dm_00000542-RA,3,AT5G02450.1,Symbols: no symbol available,no full name available,chr5:533501-534394 FORWARD LENGTH=108
8145,OG0028209,Dm_00014360-RA,3,AT4G31700.1,"Symbols: RPS6, RPS6A, AtRPS6",ribosomal protein S6,chr4:15346306-15347714 REVERSE LENGTH=250
8154,OG0028216,Dm_00005775-RA,3,AT4G28850.1,"Symbols: XTH26, ATXTH26",xyloglucan endotransglucosylase/hydrolase 26,chr4:14244336-14245781 FORWARD LENGTH=292
8156,OG0028218,Dm_00008624-RA,3,AT1G17020.1,"Symbols: ATSRG1, SRG1","SENESCENCE-RELATED GENE 1, senescence-related gene 1",chr1:5820258-5821741 FORWARD LENGTH=358
8157,OG0028218,Dm_00015648-RA,3,AT1G17020.1,"Symbols: ATSRG1, SRG1","SENESCENCE-RELATED GENE 1, senescence-related gene 1",chr1:5820258-5821741 FORWARD LENGTH=358
8158,OG0028219,Dm_00006734-RA,3,NA,NA,NA,NA
8161,OG0028221,Dm_00009003-RA,3,NA,NA,NA,NA
8172,OG0028229,Dm_00002309-RA,3,NA,NA,NA,NA
8187,OG0028239,Dm_00014238-RA,3,AT1G24735.1,Symbols: no symbol available,no full name available,chr1:8757977-8759448 FORWARD LENGTH=240
8188,OG0028239,Dm_00014239-RA,3,AT1G24735.1,Symbols: no symbol available,no full name available,chr1:8757977-8759448 FORWARD LENGTH=240
8208,OG0028253,Dm_00011457-RA,3,NA,NA,NA,NA
8230,OG0028271,Dm_00004664-RA,3,AT3G55850.4,"Symbols: LAF3 ISF2, LAF3 ISF1, LAF3","LAF3 ISOFORM 2, LONG AFTER FAR-RED 3 ISOFORM 1, LONG AFTER FAR-RED 3",chr3:20721866-20724481 REVERSE LENGTH=444
8231,OG0028272,Dm_00005416-RA,3,AT4G05020.1,Symbols: NDB2,NAD(P)H dehydrogenase B2,chr4:2572752-2576222 FORWARD LENGTH=582
8233,OG0028274,Dm_00019512-RA,3,NA,NA,NA,NA
57,OG0000001,Dm_00005663-RA,4,NA,NA,NA,NA
266,OG0000001,Dm_00009908-RA,4,NA,NA,NA,NA
1602,OG0000009,Dm_00020148-RA,4,NA,NA,NA,NA
1820,OG0000013,Dm_00020728-RA,4,NA,NA,NA,NA
2301,OG0000028,Dm_00016376-RA,4,AT1G71400.1,"Symbols: AtRLP12, RLP12",receptor like protein 12,chr1:26909905-26912448 FORWARD LENGTH=847
2297,OG0000028,Dm_00006805-RA,4,AT2G33020.1,"Symbols: RLP24, AtRLP24",receptor like protein 24,chr2:14013874-14016516 REVERSE LENGTH=864
2274,OG0000028,Dm_00001425-RA,4,AT3G28890.2,"Symbols: AtRLP43, RLP43",receptor like protein 43,chr3:10896706-10898841 REVERSE LENGTH=711
2286,OG0000028,Dm_00006317-RA,4,AT1G47890.1,"Symbols: AtRLP7, RLP7",receptor like protein 7,chr1:17643976-17647035 FORWARD LENGTH=1019
2299,OG0000028,Dm_00012131-RA,4,AT1G47890.1,"Symbols: AtRLP7, RLP7",receptor like protein 7,chr1:17643976-17647035 FORWARD LENGTH=1019
2506,OG0000041,Dm_00018417-RA,4,AT1G22640.1,"Symbols: ATMYB3, MYB3","ARABIDOPSIS THALIANA  MYB DOMAIN PROTEIN 3, myb domain protein 3",chr1:8006289-8007219 FORWARD LENGTH=257
2500,OG0000041,Dm_00010326-RA,4,AT5G35550.1,"Symbols: TT2, ATTT2, MYB123, ATMYB123","MYB DOMAIN PROTEIN 123, TRANSPARENT TESTA 2",chr5:13726807-13727729 FORWARD LENGTH=258
2677,OG0000047,Dm_00009598-RA,4,AT5G60910.1,"Symbols: FUL, AGL8","FRUITFULL, AGAMOUS-like 8",chr5:24502736-24506013 REVERSE LENGTH=242
2681,OG0000047,Dm_00015362-RA,4,AT5G60910.1,"Symbols: FUL, AGL8","FRUITFULL, AGAMOUS-like 8",chr5:24502736-24506013 REVERSE LENGTH=242
2726,OG0000051,Dm_00000588-RA,4,NA,NA,NA,NA
2763,OG0000051,Dm_00016825-RA,4,NA,NA,NA,NA
2729,OG0000051,Dm_00002397-RA,4,AT3G24255.5,Symbols: no symbol available,no full name available,chr3:8789309-8790907 FORWARD LENGTH=532
2911,OG0000063,Dm_00001327-RA,4,AT5G05340.1,Symbols: PRX52,peroxidase 52,chr5:1579142-1580819 REVERSE LENGTH=324
2913,OG0000063,Dm_00016579-RA,4,AT5G05340.1,Symbols: PRX52,peroxidase 52,chr5:1579142-1580819 REVERSE LENGTH=324
2914,OG0000063,Dm_00017284-RA,4,AT5G05340.1,Symbols: PRX52,peroxidase 52,chr5:1579142-1580819 REVERSE LENGTH=324
2916,OG0000075,Dm_00001719-RA,4,NA,NA,NA,NA
2940,OG0000089,Dm_00000623-RA,4,AT1G15520.1,"Symbols: ATABCG40, ABCG40, PDR12, ATPDR12","pleiotropic drug resistance 12, ATP-binding cassette G40, PLEIOTROPIC DRUG RESISTANCE 12, Arabidopsis thaliana ATP-binding cassette G40",chr1:5331993-5338175 REVERSE LENGTH=1423
2943,OG0000089,Dm_00005049-RA,4,AT1G15520.2,"Symbols: ATABCG40, ABCG40, PDR12, ATPDR12","pleiotropic drug resistance 12, ATP-binding cassette G40, PLEIOTROPIC DRUG RESISTANCE 12, Arabidopsis thaliana ATP-binding cassette G40",chr1:5332561-5338175 REVERSE LENGTH=1292
