"","GO.ID","Term","Annotated","Significant","Expected","raw.p.value"
"1224","GO:0042180","cellular ketone metabolic process",107,19,9.09,"0.29200"
"1225","GO:1903313","positive regulation of mRNA metabolic process",36,4,3.06,"0.29452"
"1226","GO:0046434","organophosphate catabolic process",36,4,3.06,"0.29452"
"1227","GO:0009199","ribonucleoside triphosphate metabolic process",59,6,5.01,"0.29457"
"1228","GO:0032103","positive regulation of response to external stimulus",41,9,3.48,"0.29543"
"1229","GO:0031323","regulation of cellular metabolic process",1446,204,122.85,"0.29603"
"1230","GO:2001020","regulation of response to DNA damage stimulus",25,3,2.12,"0.29775"
"1231","GO:0030004","cellular monovalent inorganic cation homeostasis",25,3,2.12,"0.29775"
"1232","GO:0034754","cellular hormone metabolic process",25,3,2.12,"0.29775"
"1233","GO:1990748","cellular detoxification",25,3,2.12,"0.29775"
"1234","GO:1900055","regulation of leaf senescence",25,3,2.12,"0.29775"
"1235","GO:0051084","'de novo' post-translational protein folding",25,3,2.12,"0.29775"
"1236","GO:0051085","chaperone cofactor-dependent protein refolding",25,3,2.12,"0.29775"
"1237","GO:0045492","xylan biosynthetic process",25,3,2.12,"0.29775"
"1238","GO:0010769","regulation of cell morphogenesis involved in differentiation",25,3,2.12,"0.29775"
"1239","GO:0009640","photomorphogenesis",71,7,6.03,"0.29805"
"1240","GO:0048523","negative regulation of cellular process",613,66,52.08,"0.30081"
"1241","GO:0048507","meristem development",279,24,23.7,"0.30126"
"1242","GO:0006352","DNA-templated transcription initiation",48,5,4.08,"0.30353"
"1243","GO:0046034","ATP metabolic process",48,5,4.08,"0.30353"
"1244","GO:0048467","gynoecium development",60,6,5.1,"0.30821"
"1245","GO:0009889","regulation of biosynthetic process",1139,179,96.77,"0.30852"
"1246","GO:0051604","protein maturation",72,7,6.12,"0.31049"
"1247","GO:0090626","plant epidermis morphogenesis",72,7,6.12,"0.31049"
"1248","GO:0010383","cell wall polysaccharide metabolic process",101,25,8.58,"0.31100"
"1249","GO:0098662","inorganic cation transmembrane transport",96,9,8.16,"0.31124"
"1250","GO:0009798","axis specification",37,4,3.14,"0.31220"
"1251","GO:0051234","establishment of localization",1231,121,104.58,"0.31729"
"1252","GO:0006473","protein acetylation",49,5,4.16,"0.31890"
"1253","GO:0051302","regulation of cell division",49,5,4.16,"0.31890"
"1254","GO:1903338","regulation of cell wall organization or biogenesis",26,3,2.21,"0.31927"
"1255","GO:0009112","nucleobase metabolic process",26,3,2.21,"0.31927"
"1256","GO:0006885","regulation of pH",26,3,2.21,"0.31927"
"1257","GO:0097237","cellular response to toxic substance",26,3,2.21,"0.31927"
"1258","GO:0071705","nitrogen compound transport",486,42,41.29,"0.31953"
"1259","GO:0010052","guard cell differentiation",15,2,1.27,"0.31973"
"1260","GO:1903409","reactive oxygen species biosynthetic process",15,2,1.27,"0.31973"
"1261","GO:0009240","isopentenyl diphosphate biosynthetic process",15,2,1.27,"0.31973"
"1262","GO:0046490","isopentenyl diphosphate metabolic process",15,2,1.27,"0.31973"
"1263","GO:0006672","ceramide metabolic process",15,2,1.27,"0.31973"
"1264","GO:0032880","regulation of protein localization",15,2,1.27,"0.31973"
"1265","GO:0032875","regulation of DNA endoreduplication",15,2,1.27,"0.31973"
"1266","GO:0006995","cellular response to nitrogen starvation",15,2,1.27,"0.31973"
"1267","GO:0007049","cell cycle",458,38,38.91,"0.31992"
"1268","GO:0015711","organic anion transport",63,8,5.35,"0.32055"
"1269","GO:0046467","membrane lipid biosynthetic process",61,6,5.18,"0.32195"
"1270","GO:0071702","organic substance transport",586,55,49.78,"0.32236"
"1271","GO:0006643","membrane lipid metabolic process",73,7,6.2,"0.32303"
"1272","GO:0009637","response to blue light",73,7,6.2,"0.32303"
"1273","GO:0009411","response to UV",73,7,6.2,"0.32303"
"1274","GO:0006810","transport",1207,119,102.54,"0.32497"
"1275","GO:0055080","cation homeostasis",134,12,11.38,"0.32629"
"1276","GO:0002684","positive regulation of immune system process",21,7,1.78,"0.32673"
"1277","GO:0050778","positive regulation of immune response",21,7,1.78,"0.32673"
"1278","GO:1901600","strigolactone metabolic process",5,1,0.42,"0.32793"
"1279","GO:1901601","strigolactone biosynthetic process",5,1,0.42,"0.32793"
"1280","GO:1903340","positive regulation of cell wall organization or biogenesis",5,1,0.42,"0.32793"
"1281","GO:0009164","nucleoside catabolic process",5,1,0.42,"0.32793"
"1282","GO:0000455","enzyme-directed rRNA pseudouridine synthesis",5,1,0.42,"0.32793"
"1283","GO:0007098","centrosome cycle",5,1,0.42,"0.32793"
"1284","GO:0010023","proanthocyanidin biosynthetic process",5,1,0.42,"0.32793"
"1285","GO:0010036","response to boron-containing substance",5,1,0.42,"0.32793"
"1286","GO:2001022","positive regulation of response to DNA damage stimulus",5,1,0.42,"0.32793"
"1287","GO:0032963","collagen metabolic process",5,1,0.42,"0.32793"
"1288","GO:1900247","regulation of cytoplasmic translational elongation",5,1,0.42,"0.32793"
"1289","GO:0051238","sequestering of metal ion",5,1,0.42,"0.32793"
"1290","GO:0032957","inositol trisphosphate metabolic process",5,1,0.42,"0.32793"
"1291","GO:0009299","mRNA transcription",5,1,0.42,"0.32793"
"1292","GO:0042447","hormone catabolic process",5,1,0.42,"0.32793"
"1293","GO:0010581","regulation of starch biosynthetic process",5,1,0.42,"0.32793"
"1294","GO:0043970","histone H3-K9 acetylation",5,1,0.42,"0.32793"
"1295","GO:1901348","positive regulation of secondary cell wall biogenesis",5,1,0.42,"0.32793"
"1296","GO:0006089","lactate metabolic process",5,1,0.42,"0.32793"
"1297","GO:0017182","peptidyl-diphthamide metabolic process",5,1,0.42,"0.32793"
"1298","GO:0017183","peptidyl-diphthamide biosynthetic process from peptidyl-histidine",5,1,0.42,"0.32793"
"1299","GO:0080029","cellular response to boron-containing substance levels",5,1,0.42,"0.32793"
"1300","GO:0009249","protein lipoylation",5,1,0.42,"0.32793"
"1301","GO:0010508","positive regulation of autophagy",5,1,0.42,"0.32793"
"1302","GO:0030010","establishment of cell polarity",5,1,0.42,"0.32793"
"1303","GO:0048480","stigma development",5,1,0.42,"0.32793"
"1304","GO:0042182","ketone catabolic process",5,1,0.42,"0.32793"
"1305","GO:0060628","regulation of ER to Golgi vesicle-mediated transport",5,1,0.42,"0.32793"
"1306","GO:0071244","cellular response to carbon dioxide",5,1,0.42,"0.32793"
"1307","GO:0000290","deadenylation-dependent decapping of nuclear-transcribed mRNA",5,1,0.42,"0.32793"
"1308","GO:0030007","cellular potassium ion homeostasis",5,1,0.42,"0.32793"
"1309","GO:0015976","carbon utilization",5,1,0.42,"0.32793"
"1310","GO:0006545","glycine biosynthetic process",5,1,0.42,"0.32793"
"1311","GO:0009757","hexose mediated signaling",5,1,0.42,"0.32793"
"1312","GO:0019320","hexose catabolic process",5,1,0.42,"0.32793"
"1313","GO:0016103","diterpenoid catabolic process",5,1,0.42,"0.32793"
"1314","GO:0018202","peptidyl-histidine modification",5,1,0.42,"0.32793"
"1315","GO:0070676","intralumenal vesicle formation",5,1,0.42,"0.32793"
"1316","GO:1904278","positive regulation of wax biosynthetic process",5,1,0.42,"0.32793"
"1317","GO:0097502","mannosylation",5,1,0.42,"0.32793"
"1318","GO:0042276","error-prone translesion synthesis",5,1,0.42,"0.32793"
"1319","GO:0010395","rhamnogalacturonan I metabolic process",5,1,0.42,"0.32793"
"1320","GO:0006624","vacuolar protein processing",5,1,0.42,"0.32793"
"1321","GO:0045487","gibberellin catabolic process",5,1,0.42,"0.32793"
"1322","GO:0051596","methylglyoxal catabolic process",5,1,0.42,"0.32793"
"1323","GO:0034052","positive regulation of plant-type hypersensitive response",5,1,0.42,"0.32793"
"1324","GO:2000278","regulation of DNA biosynthetic process",5,1,0.42,"0.32793"
"1325","GO:0000729","DNA double-strand break processing",5,1,0.42,"0.32793"
"1326","GO:0019405","alditol catabolic process",5,1,0.42,"0.32793"
"1327","GO:0019985","translesion synthesis",5,1,0.42,"0.32793"
"1328","GO:0071028","nuclear mRNA surveillance",5,1,0.42,"0.32793"
"1329","GO:0032876","negative regulation of DNA endoreduplication",5,1,0.42,"0.32793"
"1330","GO:0048207","vesicle targeting, rough ER to cis-Golgi",5,1,0.42,"0.32793"
"1331","GO:0048208","COPII vesicle coating",5,1,0.42,"0.32793"
"1332","GO:0072529","pyrimidine-containing compound catabolic process",5,1,0.42,"0.32793"
"1333","GO:0044000","movement in host",5,1,0.42,"0.32793"
"1334","GO:0044001","migration in host",5,1,0.42,"0.32793"
"1335","GO:0015700","arsenite transport",5,1,0.42,"0.32793"
"1336","GO:0033517","myo-inositol hexakisphosphate metabolic process",5,1,0.42,"0.32793"
"1337","GO:0042814","monopolar cell growth",5,1,0.42,"0.32793"
"1338","GO:0034656","nucleobase-containing small molecule catabolic process",5,1,0.42,"0.32793"
"1339","GO:0015846","polyamine transport",5,1,0.42,"0.32793"
"1340","GO:0097437","maintenance of dormancy",5,1,0.42,"0.32793"
"1341","GO:0033683","nucleotide-excision repair, DNA incision",5,1,0.42,"0.32793"
"1342","GO:0048871","multicellular organismal homeostasis",5,1,0.42,"0.32793"
"1343","GO:0006968","cellular defense response",5,1,0.42,"0.32793"
"1344","GO:0046713","borate transport",5,1,0.42,"0.32793"
"1345","GO:0033615","mitochondrial proton-transporting ATP synthase complex assembly",5,1,0.42,"0.32793"
"1346","GO:0046739","transport of virus in multicellular host",5,1,0.42,"0.32793"
"1347","GO:0006183","GTP biosynthetic process",5,1,0.42,"0.32793"
"1348","GO:0010264","myo-inositol hexakisphosphate biosynthetic process",5,1,0.42,"0.32793"
"1349","GO:0006116","NADH oxidation",5,1,0.42,"0.32793"
"1350","GO:0006145","purine nucleobase catabolic process",5,1,0.42,"0.32793"
"1351","GO:0045730","respiratory burst",5,1,0.42,"0.32793"
"1352","GO:0010231","maintenance of seed dormancy",5,1,0.42,"0.32793"
"1353","GO:0048587","regulation of short-day photoperiodism, flowering",5,1,0.42,"0.32793"
"1354","GO:1901527","abscisic acid-activated signaling pathway involved in stomatal movement",5,1,0.42,"0.32793"
"1355","GO:0044375","regulation of peroxisome size",5,1,0.42,"0.32793"
"1356","GO:0046039","GTP metabolic process",5,1,0.42,"0.32793"
"1357","GO:0045827","negative regulation of isoprenoid metabolic process",5,1,0.42,"0.32793"
"1358","GO:0032352","positive regulation of hormone metabolic process",5,1,0.42,"0.32793"
"1359","GO:0048654","anther morphogenesis",5,1,0.42,"0.32793"
"1360","GO:0048655","anther wall tapetum morphogenesis",5,1,0.42,"0.32793"
"1361","GO:1901654","response to ketone",5,1,0.42,"0.32793"
"1362","GO:0009438","methylglyoxal metabolic process",5,1,0.42,"0.32793"
"1363","GO:0030203","glycosaminoglycan metabolic process",5,1,0.42,"0.32793"
"1364","GO:0061951","establishment of protein localization to plasma membrane",5,1,0.42,"0.32793"
"1365","GO:0019563","glycerol catabolic process",5,1,0.42,"0.32793"
"1366","GO:0071496","cellular response to external stimulus",122,11,10.36,"0.32869"
"1367","GO:0006886","intracellular protein transport",296,25,25.15,"0.32925"
"1368","GO:0044238","primary metabolic process",4954,539,420.87,"0.32975"
"1369","GO:0009749","response to glucose",38,4,3.23,"0.32997"
"1370","GO:0033865","nucleoside bisphosphate metabolic process",38,4,3.23,"0.32997"
"1371","GO:0034032","purine nucleoside bisphosphate metabolic process",38,4,3.23,"0.32997"
"1372","GO:0033875","ribonucleoside bisphosphate metabolic process",38,4,3.23,"0.32997"
"1373","GO:0036211","protein modification process",981,138,83.34,"0.33149"
"1374","GO:0044249","cellular biosynthetic process",2537,312,215.53,"0.33164"
"1375","GO:0019318","hexose metabolic process",50,5,4.25,"0.33435"
"1376","GO:1905393","plant organ formation",86,8,7.31,"0.33458"
"1377","GO:0010038","response to metal ion",116,17,9.85,"0.33733"
"1378","GO:0098771","inorganic ion homeostasis",160,14,13.59,"0.33821"
"1379","GO:0042023","DNA endoreduplication",27,3,2.29,"0.34080"
"1380","GO:0008299","isoprenoid biosynthetic process",98,12,8.33,"0.34340"
"1381","GO:0090407","organophosphate biosynthetic process",223,19,18.95,"0.34388"
"1382","GO:0098655","cation transmembrane transport",99,9,8.41,"0.34390"
"1383","GO:0007017","microtubule-based process",136,12,11.55,"0.34488"
"1384","GO:0010029","regulation of seed germination",53,9,4.5,"0.34532"
"1385","GO:0035670","plant-type ovary development",39,4,3.31,"0.34779"
"1386","GO:0006576","cellular biogenic amine metabolic process",39,4,3.31,"0.34779"
"1387","GO:0016042","lipid catabolic process",75,7,6.37,"0.34833"
"1388","GO:0098869","cellular oxidant detoxification",16,2,1.36,"0.34852"
"1389","GO:0043966","histone H3 acetylation",16,2,1.36,"0.34852"
"1390","GO:1901336","lactone biosynthetic process",16,2,1.36,"0.34852"
"1391","GO:0016126","sterol biosynthetic process",16,2,1.36,"0.34852"
"1392","GO:0000291","nuclear-transcribed mRNA catabolic process, exonucleolytic",16,2,1.36,"0.34852"
"1393","GO:0046112","nucleobase biosynthetic process",16,2,1.36,"0.34852"
"1394","GO:0010496","intercellular transport",16,2,1.36,"0.34852"
"1395","GO:0045185","maintenance of protein location",16,2,1.36,"0.34852"
"1396","GO:2000762","regulation of phenylpropanoid metabolic process",16,2,1.36,"0.34852"
"1397","GO:0033500","carbohydrate homeostasis",16,2,1.36,"0.34852"
"1398","GO:0032507","maintenance of protein location in cell",16,2,1.36,"0.34852"
"1399","GO:0030150","protein import into mitochondrial matrix",16,2,1.36,"0.34852"
"1400","GO:0046838","phosphorylated carbohydrate dephosphorylation",16,2,1.36,"0.34852"
"1401","GO:0042631","cellular response to water deprivation",16,2,1.36,"0.34852"
"1402","GO:0071462","cellular response to water stimulus",16,2,1.36,"0.34852"
"1403","GO:0071483","cellular response to blue light",16,2,1.36,"0.34852"
"1404","GO:0006400","tRNA modification",63,6,5.35,"0.34968"
"1405","GO:0048856","anatomical structure development",2822,312,239.75,"0.35031"
"1406","GO:0019222","regulation of metabolic process",1867,233,158.61,"0.35508"
"1407","GO:0045017","glycerolipid biosynthetic process",88,8,7.48,"0.35810"
"1408","GO:0009736","cytokinin-activated signaling pathway",28,3,2.38,"0.36228"
"1409","GO:0006458","'de novo' protein folding",28,3,2.38,"0.36228"
"1410","GO:0048466","androecium development",64,6,5.44,"0.36362"
"1411","GO:0048443","stamen development",64,6,5.44,"0.36362"
"1412","GO:0010628","positive regulation of gene expression",52,5,4.42,"0.36541"
"1413","GO:0120252","hydrocarbon metabolic process",40,4,3.4,"0.36562"
"1414","GO:0006839","mitochondrial transport",40,4,3.4,"0.36562"
"1415","GO:0044403","biological process involved in symbiotic interaction",53,12,4.5,"0.37372"
"1416","GO:0051254","positive regulation of RNA metabolic process",268,35,22.77,"0.37427"
"1417","GO:0010043","response to zinc ion",17,2,1.44,"0.37689"
"1418","GO:0046618","xenobiotic export from cell",17,2,1.44,"0.37689"
"1419","GO:0042762","regulation of sulfur metabolic process",17,2,1.44,"0.37689"
"1420","GO:0072525","pyridine-containing compound biosynthetic process",17,2,1.44,"0.37689"
"1421","GO:0031058","positive regulation of histone modification",17,2,1.44,"0.37689"
"1422","GO:0009690","cytokinin metabolic process",17,2,1.44,"0.37689"
"1423","GO:0048024","regulation of mRNA splicing, via spliceosome",17,2,1.44,"0.37689"
"1424","GO:1990961","xenobiotic detoxification by transmembrane export across the plasma membrane",17,2,1.44,"0.37689"
"1425","GO:0090316","positive regulation of intracellular protein transport",6,1,0.51,"0.37929"
"1426","GO:0046620","regulation of organ growth",6,1,0.51,"0.37929"
"1427","GO:0032958","inositol phosphate biosynthetic process",6,1,0.51,"0.37929"
"1428","GO:0006071","glycerol metabolic process",6,1,0.51,"0.37929"
"1429","GO:0006022","aminoglycan metabolic process",6,1,0.51,"0.37929"
"1430","GO:0030835","negative regulation of actin filament depolymerization",6,1,0.51,"0.37929"
"1431","GO:0043101","purine-containing compound salvage",6,1,0.51,"0.37929"
"1432","GO:0006570","tyrosine metabolic process",6,1,0.51,"0.37929"
"1433","GO:0048446","petal morphogenesis",6,1,0.51,"0.37929"
"1434","GO:0032261","purine nucleotide salvage",6,1,0.51,"0.37929"
"1435","GO:0042138","meiotic DNA double-strand break formation",6,1,0.51,"0.37929"
"1436","GO:0043266","regulation of potassium ion transport",6,1,0.51,"0.37929"
"1437","GO:2000144","positive regulation of DNA-templated transcription initiation",6,1,0.51,"0.37929"
"1438","GO:0009095","aromatic amino acid family biosynthetic process, prephenate pathway",6,1,0.51,"0.37929"
"1439","GO:0061087","positive regulation of histone H3-K27 methylation",6,1,0.51,"0.37929"
"1440","GO:1902288","regulation of defense response to oomycetes",6,1,0.51,"0.37929"
"1441","GO:0051569","regulation of histone H3-K4 methylation",6,1,0.51,"0.37929"
"1442","GO:1902275","regulation of chromatin organization",6,1,0.51,"0.37929"
"1443","GO:0009831","plant-type cell wall modification involved in multidimensional cell growth",6,1,0.51,"0.37929"
"1444","GO:0002182","cytoplasmic translational elongation",6,1,0.51,"0.37929"
"1445","GO:0090708","specification of plant organ axis polarity",6,1,0.51,"0.37929"
"1446","GO:0006308","DNA catabolic process",6,1,0.51,"0.37929"
"1447","GO:0048759","xylem vessel member cell differentiation",6,1,0.51,"0.37929"
"1448","GO:0031023","microtubule organizing center organization",6,1,0.51,"0.37929"
"1449","GO:0019287","isopentenyl diphosphate biosynthetic process, mevalonate pathway",6,1,0.51,"0.37929"
"1450","GO:0046794","transport of virus",6,1,0.51,"0.37929"
"1451","GO:0106380","purine ribonucleotide salvage",6,1,0.51,"0.37929"
"1452","GO:0006167","AMP biosynthetic process",6,1,0.51,"0.37929"
"1453","GO:1901071","glucosamine-containing compound metabolic process",6,1,0.51,"0.37929"
"1454","GO:0048579","negative regulation of long-day photoperiodism, flowering",6,1,0.51,"0.37929"
"1455","GO:0071324","cellular response to disaccharide stimulus",6,1,0.51,"0.37929"
"1456","GO:0071329","cellular response to sucrose stimulus",6,1,0.51,"0.37929"
"1457","GO:0006213","pyrimidine nucleoside metabolic process",6,1,0.51,"0.37929"
"1458","GO:0032388","positive regulation of intracellular transport",6,1,0.51,"0.37929"
"1459","GO:0006207","'de novo' pyrimidine nucleobase biosynthetic process",6,1,0.51,"0.37929"
"1460","GO:0051176","positive regulation of sulfur metabolic process",6,1,0.51,"0.37929"
"1461","GO:0048640","negative regulation of developmental growth",6,1,0.51,"0.37929"
"1462","GO:0043085","positive regulation of catalytic activity",53,5,4.5,"0.38096"
"1463","GO:0061982","meiosis I cell cycle process",53,5,4.5,"0.38096"
"1464","GO:0009225","nucleotide-sugar metabolic process",31,5,2.63,"0.38261"
"1465","GO:0032956","regulation of actin cytoskeleton organization",29,3,2.46,"0.38365"
"1466","GO:0006874","cellular calcium ion homeostasis",29,3,2.46,"0.38365"
"1467","GO:0031326","regulation of cellular biosynthetic process",1109,176,94.22,"0.39003"
"1468","GO:0009308","amine metabolic process",66,6,5.61,"0.39157"
"1469","GO:0010228","vegetative to reproductive phase transition of meristem",217,18,18.44,"0.39325"
"1470","GO:0051179","localization",1365,133,115.97,"0.39517"
"1471","GO:0010374","stomatal complex development",54,5,4.59,"0.39651"
"1472","GO:0009630","gravitropism",54,5,4.59,"0.39651"
"1473","GO:0048582","positive regulation of post-embryonic development",54,5,4.59,"0.39651"
"1474","GO:0009893","positive regulation of metabolic process",473,51,40.18,"0.39697"
"1475","GO:0034220","ion transmembrane transport",167,14,14.19,"0.39896"
"1476","GO:0015031","protein transport",333,27,28.29,"0.40198"
"1477","GO:0051606","detection of stimulus",36,8,3.06,"0.40223"
"1478","GO:0009900","dehiscence",18,2,1.53,"0.40472"
"1479","GO:0007029","endoplasmic reticulum organization",18,2,1.53,"0.40472"
"1480","GO:0009220","pyrimidine ribonucleotide biosynthetic process",18,2,1.53,"0.40472"
"1481","GO:0034219","carbohydrate transmembrane transport",18,2,1.53,"0.40472"
"1482","GO:0009218","pyrimidine ribonucleotide metabolic process",18,2,1.53,"0.40472"
"1483","GO:0009875","pollen-pistil interaction",18,2,1.53,"0.40472"
"1484","GO:0051568","histone H3-K4 methylation",18,2,1.53,"0.40472"
"1485","GO:0015749","monosaccharide transmembrane transport",18,2,1.53,"0.40472"
"1486","GO:0009695","jasmonic acid biosynthetic process",18,2,1.53,"0.40472"
"1487","GO:0016032","viral process",18,2,1.53,"0.40472"
"1488","GO:2000070","regulation of response to water deprivation",18,2,1.53,"0.40472"
"1489","GO:0006284","base-excision repair",18,2,1.53,"0.40472"
"1490","GO:0009955","adaxial/abaxial pattern specification",30,3,2.55,"0.40485"
"1491","GO:0032970","regulation of actin filament-based process",30,3,2.55,"0.40485"
"1492","GO:0009062","fatty acid catabolic process",30,3,2.55,"0.40485"
"1493","GO:0010449","root meristem growth",30,3,2.55,"0.40485"
"1494","GO:0055088","lipid homeostasis",30,3,2.55,"0.40485"
"1495","GO:0071368","cellular response to cytokinin stimulus",30,3,2.55,"0.40485"
"1496","GO:1901661","quinone metabolic process",30,3,2.55,"0.40485"
"1497","GO:1901663","quinone biosynthetic process",30,3,2.55,"0.40485"
"1498","GO:0009141","nucleoside triphosphate metabolic process",67,6,5.69,"0.40555"
"1499","GO:0048731","system development",1950,213,165.67,"0.40733"
"1500","GO:0044262","cellular carbohydrate metabolic process",296,51,25.15,"0.41341"
"1501","GO:1900140","regulation of seedling development",57,9,4.84,"0.41613"
"1502","GO:0042158","lipoprotein biosynthetic process",68,6,5.78,"0.41949"
"1503","GO:0006497","protein lipidation",68,6,5.78,"0.41949"
"1504","GO:0042181","ketone biosynthetic process",31,3,2.63,"0.42583"
"1505","GO:0055074","calcium ion homeostasis",31,3,2.63,"0.42583"
"1506","GO:0043461","proton-transporting ATP synthase complex assembly",7,1,0.59,"0.42673"
"1507","GO:0033962","P-body assembly",7,1,0.59,"0.42673"
"1508","GO:0010077","maintenance of inflorescence meristem identity",7,1,0.59,"0.42673"
"1509","GO:0009113","purine nucleobase biosynthetic process",7,1,0.59,"0.42673"
"1510","GO:0033157","regulation of intracellular protein transport",7,1,0.59,"0.42673"
"1511","GO:0051222","positive regulation of protein transport",7,1,0.59,"0.42673"
"1512","GO:0070071","proton-transporting two-sector ATPase complex assembly",7,1,0.59,"0.42673"
"1513","GO:1904951","positive regulation of establishment of protein localization",7,1,0.59,"0.42673"
"1514","GO:0031929","TOR signaling",7,1,0.59,"0.42673"
"1515","GO:0046365","monosaccharide catabolic process",7,1,0.59,"0.42673"
"1516","GO:0030834","regulation of actin filament depolymerization",7,1,0.59,"0.42673"
"1517","GO:0036473","cell death in response to oxidative stress",7,1,0.59,"0.42673"
"1518","GO:0009773","photosynthetic electron transport in photosystem I",7,1,0.59,"0.42673"
"1519","GO:0015936","coenzyme A metabolic process",7,1,0.59,"0.42673"
"1520","GO:1904276","regulation of wax biosynthetic process",7,1,0.59,"0.42673"
"1521","GO:0097501","stress response to metal ion",7,1,0.59,"0.42673"
"1522","GO:0043242","negative regulation of protein-containing complex disassembly",7,1,0.59,"0.42673"
"1523","GO:0032204","regulation of telomere maintenance",7,1,0.59,"0.42673"
"1524","GO:0051056","regulation of small GTPase mediated signal transduction",7,1,0.59,"0.42673"
"1525","GO:0035435","phosphate ion transmembrane transport",7,1,0.59,"0.42673"
"1526","GO:0009861","jasmonic acid and ethylene-dependent systemic resistance",7,1,0.59,"0.42673"
"1527","GO:0010359","regulation of anion channel activity",7,1,0.59,"0.42673"
"1528","GO:0000731","DNA synthesis involved in DNA repair",7,1,0.59,"0.42673"
"1529","GO:0071051","polyadenylation-dependent snoRNA 3'-end processing",7,1,0.59,"0.42673"
"1530","GO:0072595","maintenance of protein localization in organelle",7,1,0.59,"0.42673"
"1531","GO:0006376","mRNA splice site selection",7,1,0.59,"0.42673"
"1532","GO:0044003","modulation by symbiont of host process",7,1,0.59,"0.42673"
"1533","GO:0032042","mitochondrial DNA metabolic process",7,1,0.59,"0.42673"
"1534","GO:0071586","CAAX-box protein processing",7,1,0.59,"0.42673"
"1535","GO:0006491","N-glycan processing",7,1,0.59,"0.42673"
"1536","GO:1903829","positive regulation of protein localization",7,1,0.59,"0.42673"
"1537","GO:0097468","programmed cell death in response to reactive oxygen species",7,1,0.59,"0.42673"
"1538","GO:0016559","peroxisome fission",7,1,0.59,"0.42673"
"1539","GO:1901880","negative regulation of protein depolymerization",7,1,0.59,"0.42673"
"1540","GO:0080163","regulation of protein serine/threonine phosphatase activity",7,1,0.59,"0.42673"
"1541","GO:0010274","hydrotropism",7,1,0.59,"0.42673"
"1542","GO:0080120","CAAX-box protein maturation",7,1,0.59,"0.42673"
"1543","GO:0006901","vesicle coating",7,1,0.59,"0.42673"
"1544","GO:0006904","vesicle docking involved in exocytosis",7,1,0.59,"0.42673"
"1545","GO:0010230","alternative respiration",7,1,0.59,"0.42673"
"1546","GO:0035821","modulation of process of another organism",7,1,0.59,"0.42673"
"1547","GO:0034475","U4 snRNA 3'-end processing",7,1,0.59,"0.42673"
"1548","GO:0009410","response to xenobiotic stimulus",7,1,0.59,"0.42673"
"1549","GO:0019048","modulation by virus of host process",7,1,0.59,"0.42673"
"1550","GO:0046578","regulation of Ras protein signal transduction",7,1,0.59,"0.42673"
"1551","GO:0045003","double-strand break repair via synthesis-dependent strand annealing",7,1,0.59,"0.42673"
"1552","GO:0042372","phylloquinone biosynthetic process",7,1,0.59,"0.42673"
"1553","GO:0042374","phylloquinone metabolic process",7,1,0.59,"0.42673"
"1554","GO:0010082","regulation of root meristem growth",19,2,1.61,"0.43195"
"1555","GO:0061136","regulation of proteasomal protein catabolic process",19,2,1.61,"0.43195"
"1556","GO:0001522","pseudouridine synthesis",19,2,1.61,"0.43195"
"1557","GO:0007052","mitotic spindle organization",19,2,1.61,"0.43195"
"1558","GO:1901136","carbohydrate derivative catabolic process",19,2,1.61,"0.43195"
"1559","GO:0009556","microsporogenesis",19,2,1.61,"0.43195"
"1560","GO:0015718","monocarboxylic acid transport",19,2,1.61,"0.43195"
"1561","GO:0032511","late endosome to vacuole transport via multivesicular body sorting pathway",19,2,1.61,"0.43195"
"1562","GO:0046854","phosphatidylinositol phosphate biosynthetic process",19,2,1.61,"0.43195"
"1563","GO:0050821","protein stabilization",19,2,1.61,"0.43195"
"1564","GO:0009791","post-embryonic development",1493,137,126.84,"0.43305"
"1565","GO:0042157","lipoprotein metabolic process",69,6,5.86,"0.43339"
"1566","GO:1901564","organonitrogen compound metabolic process",2564,253,217.83,"0.43402"
"1567","GO:0016485","protein processing",44,4,3.74,"0.43636"
"1568","GO:0006661","phosphatidylinositol biosynthetic process",44,4,3.74,"0.43636"
"1569","GO:0045132","meiotic chromosome segregation",44,4,3.74,"0.43636"
"1570","GO:0008033","tRNA processing",82,7,6.97,"0.43776"
"1571","GO:0044036","cell wall macromolecule metabolic process",120,26,10.19,"0.44214"
"1572","GO:0010629","negative regulation of gene expression",262,21,22.26,"0.44216"
"1573","GO:0009926","auxin polar transport",57,5,4.84,"0.44282"
"1574","GO:0009856","pollination",175,19,14.87,"0.44310"
"1575","GO:0044706","multi-multicellular organism process",175,19,14.87,"0.44310"
"1576","GO:0010114","response to red light",37,6,3.14,"0.44497"
"1577","GO:0045184","establishment of protein localization",340,27,28.89,"0.44578"
"1578","GO:0019395","fatty acid oxidation",32,3,2.72,"0.44654"
"1579","GO:0009850","auxin metabolic process",32,3,2.72,"0.44654"
"1580","GO:0006487","protein N-linked glycosylation",32,3,2.72,"0.44654"
"1581","GO:0048229","gametophyte development",315,25,26.76,"0.45130"
"1582","GO:0042445","hormone metabolic process",67,9,5.69,"0.45543"
"1583","GO:0042537","benzene-containing compound metabolic process",33,9,2.8,"0.45561"
"1584","GO:0010099","regulation of photomorphogenesis",20,2,1.7,"0.45849"
"1585","GO:0090329","regulation of DNA-templated DNA replication",20,2,1.7,"0.45849"
"1586","GO:0006743","ubiquinone metabolic process",20,2,1.7,"0.45849"
