"","GO.ID","Term","Annotated","Significant","Expected","raw.p.value"
"1578","GO:0045934","negative regulation of nucleobase-containing compound metabolic process",174,36,17.07,"0.25137"
"1579","GO:0000902","cell morphogenesis",311,42,30.5,"0.25822"
"1580","GO:0006714","sesquiterpenoid metabolic process",30,4,2.94,"0.25839"
"1581","GO:0009062","fatty acid catabolic process",30,4,2.94,"0.25839"
"1582","GO:0061077","chaperone-mediated protein folding",40,5,3.92,"0.26183"
"1583","GO:0050790","regulation of catalytic activity",123,13,12.06,"0.26490"
"1584","GO:0048583","regulation of response to stimulus",570,88,55.91,"0.26619"
"1585","GO:0000302","response to reactive oxygen species",76,11,7.45,"0.26761"
"1586","GO:0006082","organic acid metabolic process",1016,97,99.65,"0.26851"
"1587","GO:0051093","negative regulation of developmental process",104,23,10.2,"0.26921"
"1588","GO:0008064","regulation of actin polymerization or depolymerization",21,3,2.06,"0.27113"
"1589","GO:0080022","primary root development",21,3,2.06,"0.27113"
"1590","GO:0010252","auxin homeostasis",21,3,2.06,"0.27113"
"1591","GO:0030832","regulation of actin filament length",21,3,2.06,"0.27113"
"1592","GO:0016073","snRNA metabolic process",21,3,2.06,"0.27113"
"1593","GO:0051156","glucose 6-phosphate metabolic process",21,3,2.06,"0.27113"
"1594","GO:0009856","pollination",175,22,17.16,"0.27117"
"1595","GO:0044706","multi-multicellular organism process",175,22,17.16,"0.27117"
"1596","GO:0046467","membrane lipid biosynthetic process",61,7,5.98,"0.27352"
"1597","GO:0051168","nuclear export",41,12,4.02,"0.27611"
"1598","GO:0008033","tRNA processing",82,9,8.04,"0.27682"
"1599","GO:0051567","histone H3-K9 methylation",18,6,1.77,"0.27739"
"1600","GO:0071840","cellular component organization or biogenesis",2109,305,206.85,"0.27765"
"1601","GO:0009809","lignin biosynthetic process",31,4,3.04,"0.27815"
"1602","GO:0055074","calcium ion homeostasis",31,4,3.04,"0.27815"
"1603","GO:0030198","extracellular matrix organization",12,2,1.18,"0.27850"
"1604","GO:0007135","meiosis II",12,2,1.18,"0.27850"
"1605","GO:0007292","female gamete generation",12,2,1.18,"0.27850"
"1606","GO:0009901","anther dehiscence",12,2,1.18,"0.27850"
"1607","GO:0009903","chloroplast avoidance movement",12,2,1.18,"0.27850"
"1608","GO:1900865","chloroplast RNA modification",12,2,1.18,"0.27850"
"1609","GO:0043062","extracellular structure organization",12,2,1.18,"0.27850"
"1610","GO:0006188","IMP biosynthetic process",12,2,1.18,"0.27850"
"1611","GO:0008360","regulation of cell shape",12,2,1.18,"0.27850"
"1612","GO:0061983","meiosis II cell cycle process",12,2,1.18,"0.27850"
"1613","GO:0030522","intracellular receptor signaling pathway",12,2,1.18,"0.27850"
"1614","GO:0006271","DNA strand elongation involved in DNA replication",12,2,1.18,"0.27850"
"1615","GO:0009785","blue light signaling pathway",12,2,1.18,"0.27850"
"1616","GO:0034406","cell wall beta-glucan metabolic process",12,2,1.18,"0.27850"
"1617","GO:0030042","actin filament depolymerization",12,2,1.18,"0.27850"
"1618","GO:0032544","plastid translation",12,2,1.18,"0.27850"
"1619","GO:0052541","plant-type cell wall cellulose metabolic process",12,2,1.18,"0.27850"
"1620","GO:0022616","DNA strand elongation",12,2,1.18,"0.27850"
"1621","GO:0045910","negative regulation of DNA recombination",12,2,1.18,"0.27850"
"1622","GO:0071577","zinc ion transmembrane transport",12,2,1.18,"0.27850"
"1623","GO:0009739","response to gibberellin",72,8,7.06,"0.28220"
"1624","GO:0010565","regulation of cellular ketone metabolic process",62,7,6.08,"0.28742"
"1625","GO:1901137","carbohydrate derivative biosynthetic process",256,25,25.11,"0.29071"
"1626","GO:0009259","ribonucleotide metabolic process",126,13,12.36,"0.29379"
"1627","GO:0001510","RNA methylation",46,8,4.51,"0.29461"
"1628","GO:0048532","anatomical structure arrangement",73,8,7.16,"0.29512"
"1629","GO:0016106","sesquiterpenoid biosynthetic process",22,3,2.16,"0.29550"
"1630","GO:0010103","stomatal complex morphogenesis",22,3,2.16,"0.29550"
"1631","GO:0045787","positive regulation of cell cycle",22,3,2.16,"0.29550"
"1632","GO:0006760","folic acid-containing compound metabolic process",22,3,2.16,"0.29550"
"1633","GO:2000652","regulation of secondary cell wall biogenesis",22,3,2.16,"0.29550"
"1634","GO:0009084","glutamine family amino acid biosynthetic process",22,3,2.16,"0.29550"
"1635","GO:0052545","callose localization",22,3,2.16,"0.29550"
"1636","GO:0051261","protein depolymerization",22,3,2.16,"0.29550"
"1637","GO:0009132","nucleoside diphosphate metabolic process",42,5,4.12,"0.29615"
"1638","GO:0009124","nucleoside monophosphate biosynthetic process",32,4,3.14,"0.29815"
"1639","GO:0019395","fatty acid oxidation",32,4,3.14,"0.29815"
"1640","GO:0051234","establishment of localization",1231,197,120.74,"0.29869"
"1641","GO:0070918","small regulatory ncRNA processing",46,18,4.51,"0.30077"
"1642","GO:1900140","regulation of seedling development",57,15,5.59,"0.30160"
"1643","GO:0007154","cell communication",1202,173,117.89,"0.30235"
"1644","GO:1903313","positive regulation of mRNA metabolic process",36,9,3.53,"0.30249"
"1645","GO:0032101","regulation of response to external stimulus",95,17,9.32,"0.30263"
"1646","GO:0045862","positive regulation of proteolysis",17,6,1.67,"0.30278"
"1647","GO:0030048","actin filament-based movement",12,5,1.18,"0.30290"
"1648","GO:0099515","actin filament-based transport",12,5,1.18,"0.30290"
"1649","GO:0060147","regulation of post-transcriptional gene silencing",13,5,1.28,"0.30291"
"1650","GO:0010112","regulation of systemic acquired resistance",8,4,0.78,"0.30303"
"1651","GO:0060148","positive regulation of post-transcriptional gene silencing",4,1,0.39,"0.30359"
"1652","GO:0010358","leaf shaping",4,1,0.39,"0.30359"
"1653","GO:0034063","stress granule assembly",4,1,0.39,"0.30359"
"1654","GO:0000055","ribosomal large subunit export from nucleus",4,1,0.39,"0.30359"
"1655","GO:0060260","regulation of transcription initiation by RNA polymerase II",4,1,0.39,"0.30359"
"1656","GO:0060261","positive regulation of transcription initiation by RNA polymerase II",4,1,0.39,"0.30359"
"1657","GO:0030149","sphingolipid catabolic process",4,1,0.39,"0.30359"
"1658","GO:1902347","response to strigolactone",4,1,0.39,"0.30359"
"1659","GO:0048280","vesicle fusion with Golgi apparatus",4,1,0.39,"0.30359"
"1660","GO:0060236","regulation of mitotic spindle organization",4,1,0.39,"0.30359"
"1661","GO:0008614","pyridoxine metabolic process",4,1,0.39,"0.30359"
"1662","GO:1901652","response to peptide",4,1,0.39,"0.30359"
"1663","GO:1901656","glycoside transport",4,1,0.39,"0.30359"
"1664","GO:0060776","simple leaf morphogenesis",4,1,0.39,"0.30359"
"1665","GO:0018410","C-terminal protein amino acid modification",4,1,0.39,"0.30359"
"1666","GO:0031022","nuclear migration along microfilament",4,1,0.39,"0.30359"
"1667","GO:0032411","positive regulation of transporter activity",4,1,0.39,"0.30359"
"1668","GO:0032414","positive regulation of ion transmembrane transporter activity",4,1,0.39,"0.30359"
"1669","GO:0051016","barbed-end actin filament capping",4,1,0.39,"0.30359"
"1670","GO:0046683","response to organophosphorus",4,1,0.39,"0.30359"
"1671","GO:0051646","mitochondrion localization",4,1,0.39,"0.30359"
"1672","GO:0010106","cellular response to iron ion starvation",4,1,0.39,"0.30359"
"1673","GO:0009133","nucleoside diphosphate biosynthetic process",4,1,0.39,"0.30359"
"1674","GO:0009138","pyrimidine nucleoside diphosphate metabolic process",4,1,0.39,"0.30359"
"1675","GO:0009139","pyrimidine nucleoside diphosphate biosynthetic process",4,1,0.39,"0.30359"
"1676","GO:0070536","protein K63-linked deubiquitination",4,1,0.39,"0.30359"
"1677","GO:0000393","spliceosomal conformational changes to generate catalytic conformation",4,1,0.39,"0.30359"
"1678","GO:0042219","cellular modified amino acid catabolic process",4,1,0.39,"0.30359"
"1679","GO:0000965","mitochondrial RNA 3'-end processing",4,1,0.39,"0.30359"
"1680","GO:0043687","post-translational protein modification",4,1,0.39,"0.30359"
"1681","GO:0071323","cellular response to chitin",4,1,0.39,"0.30359"
"1682","GO:0071318","cellular response to ATP",4,1,0.39,"0.30359"
"1683","GO:0097064","ncRNA export from nucleus",4,1,0.39,"0.30359"
"1684","GO:2000757","negative regulation of peptidyl-lysine acetylation",4,1,0.39,"0.30359"
"1685","GO:0050879","multicellular organismal movement",4,1,0.39,"0.30359"
"1686","GO:0043001","Golgi to plasma membrane protein transport",4,1,0.39,"0.30359"
"1687","GO:0071901","negative regulation of protein serine/threonine kinase activity",4,1,0.39,"0.30359"
"1688","GO:0045860","positive regulation of protein kinase activity",4,1,0.39,"0.30359"
"1689","GO:0042780","tRNA 3'-end processing",4,1,0.39,"0.30359"
"1690","GO:0008334","histone mRNA metabolic process",4,1,0.39,"0.30359"
"1691","GO:0006297","nucleotide-excision repair, DNA gap filling",4,1,0.39,"0.30359"
"1692","GO:0035725","sodium ion transmembrane transport",4,1,0.39,"0.30359"
"1693","GO:1901984","negative regulation of protein acetylation",4,1,0.39,"0.30359"
"1694","GO:0019674","NAD metabolic process",4,1,0.39,"0.30359"
"1695","GO:0019676","ammonia assimilation cycle",4,1,0.39,"0.30359"
"1696","GO:1901332","negative regulation of lateral root development",4,1,0.39,"0.30359"
"1697","GO:0000447","endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",4,1,0.39,"0.30359"
"1698","GO:0009720","detection of hormone stimulus",4,1,0.39,"0.30359"
"1699","GO:0009726","detection of endogenous stimulus",4,1,0.39,"0.30359"
"1700","GO:0048026","positive regulation of mRNA splicing, via spliceosome",4,1,0.39,"0.30359"
"1701","GO:1900036","positive regulation of cellular response to heat",4,1,0.39,"0.30359"
"1702","GO:0051365","cellular response to potassium ion starvation",4,1,0.39,"0.30359"
"1703","GO:0050691","regulation of defense response to virus by host",4,1,0.39,"0.30359"
"1704","GO:0051346","negative regulation of hydrolase activity",4,1,0.39,"0.30359"
"1705","GO:0050667","homocysteine metabolic process",4,1,0.39,"0.30359"
"1706","GO:0090224","regulation of spindle organization",4,1,0.39,"0.30359"
"1707","GO:0050685","positive regulation of mRNA processing",4,1,0.39,"0.30359"
"1708","GO:0044210","'de novo' CTP biosynthetic process",4,1,0.39,"0.30359"
"1709","GO:0009819","drought recovery",4,1,0.39,"0.30359"
"1710","GO:0031445","regulation of heterochromatin formation",4,1,0.39,"0.30359"
"1711","GO:0046466","membrane lipid catabolic process",4,1,0.39,"0.30359"
"1712","GO:0071277","cellular response to calcium ion",4,1,0.39,"0.30359"
"1713","GO:0009560","embryo sac egg cell differentiation",4,1,0.39,"0.30359"
"1714","GO:0006878","cellular copper ion homeostasis",4,1,0.39,"0.30359"
"1715","GO:0120261","regulation of heterochromatin organization",4,1,0.39,"0.30359"
"1716","GO:2000036","regulation of stem cell population maintenance",4,1,0.39,"0.30359"
"1717","GO:0008272","sulfate transport",4,1,0.39,"0.30359"
"1718","GO:0035067","negative regulation of histone acetylation",4,1,0.39,"0.30359"
"1719","GO:0010071","root meristem specification",4,1,0.39,"0.30359"
"1720","GO:0098719","sodium ion import across plasma membrane",4,1,0.39,"0.30359"
"1721","GO:0010677","negative regulation of cellular carbohydrate metabolic process",4,1,0.39,"0.30359"
"1722","GO:1902065","response to L-glutamate",4,1,0.39,"0.30359"
"1723","GO:0015840","urea transport",4,1,0.39,"0.30359"
"1724","GO:0010031","circumnutation",4,1,0.39,"0.30359"
"1725","GO:0034755","iron ion transmembrane transport",4,1,0.39,"0.30359"
"1726","GO:0009663","plasmodesma organization",4,1,0.39,"0.30359"
"1727","GO:0055078","sodium ion homeostasis",4,1,0.39,"0.30359"
"1728","GO:0019346","transsulfuration",4,1,0.39,"0.30359"
"1729","GO:0015807","L-amino acid transport",4,1,0.39,"0.30359"
"1730","GO:1900370","positive regulation of post-transcriptional gene silencing by RNA",4,1,0.39,"0.30359"
"1731","GO:0006528","asparagine metabolic process",4,1,0.39,"0.30359"
"1732","GO:0009625","response to insect",4,1,0.39,"0.30359"
"1733","GO:0009610","response to symbiotic fungus",4,1,0.39,"0.30359"
"1734","GO:0009647","skotomorphogenesis",4,1,0.39,"0.30359"
"1735","GO:0000706","meiotic DNA double-strand break processing",4,1,0.39,"0.30359"
"1736","GO:0080148","negative regulation of response to water deprivation",4,1,0.39,"0.30359"
"1737","GO:0106167","extracellular ATP signaling",4,1,0.39,"0.30359"
"1738","GO:0031221","arabinan metabolic process",4,1,0.39,"0.30359"
"1739","GO:0031222","arabinan catabolic process",4,1,0.39,"0.30359"
"1740","GO:0140547","acquisition of seed longevity",4,1,0.39,"0.30359"
"1741","GO:0006013","mannose metabolic process",4,1,0.39,"0.30359"
"1742","GO:0070125","mitochondrial translational elongation",4,1,0.39,"0.30359"
"1743","GO:0033198","response to ATP",4,1,0.39,"0.30359"
"1744","GO:2001295","malonyl-CoA biosynthetic process",4,1,0.39,"0.30359"
"1745","GO:0045962","positive regulation of development, heterochronic",4,1,0.39,"0.30359"
"1746","GO:0051761","sesquiterpene metabolic process",4,1,0.39,"0.30359"
"1747","GO:0051762","sesquiterpene biosynthetic process",4,1,0.39,"0.30359"
"1748","GO:2001252","positive regulation of chromosome organization",4,1,0.39,"0.30359"
"1749","GO:0043271","negative regulation of ion transport",4,1,0.39,"0.30359"
"1750","GO:0097298","regulation of nucleus size",4,1,0.39,"0.30359"
"1751","GO:0043247","telomere maintenance in response to DNA damage",4,1,0.39,"0.30359"
"1752","GO:0042254","ribosome biogenesis",225,22,22.07,"0.30414"
"1753","GO:0009056","catabolic process",1117,168,109.56,"0.30493"
"1754","GO:0000003","reproduction",1631,265,159.97,"0.30505"
"1755","GO:0002376","immune system process",204,24,20.01,"0.30580"
"1756","GO:0009205","purine ribonucleoside triphosphate metabolic process",53,6,5.2,"0.30773"
"1757","GO:0006304","DNA modification",46,14,4.51,"0.30854"
"1758","GO:0042176","regulation of protein catabolic process",26,7,2.55,"0.31036"
"1759","GO:0018130","heterocycle biosynthetic process",1311,192,128.58,"0.31159"
"1760","GO:0016180","snRNA processing",13,2,1.28,"0.31170"
"1761","GO:0010337","regulation of salicylic acid metabolic process",13,2,1.28,"0.31170"
"1762","GO:1902930","regulation of alcohol biosynthetic process",13,2,1.28,"0.31170"
"1763","GO:0009934","regulation of meristem structural organization",13,2,1.28,"0.31170"
"1764","GO:0009937","regulation of gibberellic acid mediated signaling pathway",13,2,1.28,"0.31170"
"1765","GO:1901659","glycosyl compound biosynthetic process",13,2,1.28,"0.31170"
"1766","GO:0010196","nonphotochemical quenching",13,2,1.28,"0.31170"
"1767","GO:0015919","peroxisomal membrane transport",13,2,1.28,"0.31170"
"1768","GO:0046040","IMP metabolic process",13,2,1.28,"0.31170"
"1769","GO:0050777","negative regulation of immune response",13,2,1.28,"0.31170"
"1770","GO:0002683","negative regulation of immune system process",13,2,1.28,"0.31170"
"1771","GO:0000387","spliceosomal snRNP assembly",13,2,1.28,"0.31170"
"1772","GO:1990066","energy quenching",13,2,1.28,"0.31170"
"1773","GO:0046460","neutral lipid biosynthetic process",13,2,1.28,"0.31170"
"1774","GO:0046463","acylglycerol biosynthetic process",13,2,1.28,"0.31170"
"1775","GO:0071216","cellular response to biotic stimulus",13,2,1.28,"0.31170"
"1776","GO:0071248","cellular response to metal ion",13,2,1.28,"0.31170"
"1777","GO:0006829","zinc ion transport",13,2,1.28,"0.31170"
"1778","GO:0019915","lipid storage",13,2,1.28,"0.31170"
"1779","GO:0046246","terpene biosynthetic process",13,2,1.28,"0.31170"
"1780","GO:0006767","water-soluble vitamin metabolic process",43,5,4.22,"0.31358"
"1781","GO:0009064","glutamine family amino acid metabolic process",43,5,4.22,"0.31358"
"1782","GO:0062197","cellular response to chemical stress",69,10,6.77,"0.31381"
"1783","GO:0048466","androecium development",64,7,6.28,"0.31568"
"1784","GO:0048443","stamen development",64,7,6.28,"0.31568"
"1785","GO:1901607","alpha-amino acid biosynthetic process",96,10,9.42,"0.31687"
"1786","GO:0035967","cellular response to topologically incorrect protein",33,4,3.24,"0.31830"
"1787","GO:0018958","phenol-containing compound metabolic process",33,4,3.24,"0.31830"
"1788","GO:0009185","ribonucleoside diphosphate metabolic process",33,4,3.24,"0.31830"
"1789","GO:0006289","nucleotide-excision repair",33,4,3.24,"0.31830"
"1790","GO:0120255","olefinic compound biosynthetic process",33,4,3.24,"0.31830"
"1791","GO:0044743","protein transmembrane import into intracellular organelle",33,4,3.24,"0.31830"
"1792","GO:0110053","regulation of actin filament organization",23,3,2.26,"0.31999"
"1793","GO:0080092","regulation of pollen tube growth",23,3,2.26,"0.31999"
"1794","GO:0033037","polysaccharide localization",23,3,2.26,"0.31999"
"1795","GO:0009559","embryo sac central cell differentiation",23,3,2.26,"0.31999"
"1796","GO:0071241","cellular response to inorganic substance",23,3,2.26,"0.31999"
"1797","GO:0009696","salicylic acid metabolic process",23,3,2.26,"0.31999"
"1798","GO:0006515","protein quality control for misfolded or incompletely synthesized proteins",23,3,2.26,"0.31999"
"1799","GO:0023052","signaling",1091,154,107.01,"0.32112"
"1800","GO:0043436","oxoacid metabolic process",952,90,93.37,"0.32225"
"1801","GO:0016051","carbohydrate biosynthetic process",224,31,21.97,"0.32297"
"1802","GO:0006629","lipid metabolic process",714,75,70.03,"0.32324"
"1803","GO:0002682","regulation of immune system process",65,7,6.38,"0.32999"
"1804","GO:0032259","methylation",180,37,17.65,"0.33273"
"1805","GO:0019693","ribose phosphate metabolic process",130,13,12.75,"0.33361"
"1806","GO:0008152","metabolic process",6326,823,620.45,"0.33801"
"1807","GO:0022414","reproductive process",1624,264,159.28,"0.33849"
"1808","GO:0010476","gibberellin mediated signaling pathway",34,4,3.33,"0.33855"
"1809","GO:0009123","nucleoside monophosphate metabolic process",34,4,3.33,"0.33855"
"1810","GO:0048825","cotyledon development",34,4,3.33,"0.33855"
"1811","GO:0071383","cellular response to steroid hormone stimulus",34,4,3.33,"0.33855"
"1812","GO:0009742","brassinosteroid mediated signaling pathway",34,4,3.33,"0.33855"
"1813","GO:0044275","cellular carbohydrate catabolic process",34,4,3.33,"0.33855"
"1814","GO:0043401","steroid hormone mediated signaling pathway",34,4,3.33,"0.33855"
"1815","GO:0009144","purine nucleoside triphosphate metabolic process",55,6,5.39,"0.33914"
"1816","GO:0010817","regulation of hormone levels",147,18,14.42,"0.33991"
"1817","GO:0030029","actin filament-based process",74,11,7.26,"0.34189"
"1818","GO:0071407","cellular response to organic cyclic compound",120,12,11.77,"0.34300"
"1819","GO:0032501","multicellular organismal process",2565,395,251.57,"0.34407"
"1820","GO:0035970","peptidyl-threonine dephosphorylation",24,3,2.35,"0.34449"
"1821","GO:0010928","regulation of auxin mediated signaling pathway",24,3,2.35,"0.34449"
"1822","GO:0042330","taxis",24,3,2.35,"0.34449"
"1823","GO:0010191","mucilage metabolic process",24,3,2.35,"0.34449"
"1824","GO:0006935","chemotaxis",24,3,2.35,"0.34449"
"1825","GO:0010183","pollen tube guidance",24,3,2.35,"0.34449"
"1826","GO:0006498","N-terminal protein lipidation",24,3,2.35,"0.34449"
"1827","GO:0006499","N-terminal protein myristoylation",24,3,2.35,"0.34449"
"1828","GO:0040011","locomotion",24,3,2.35,"0.34449"
"1829","GO:0042558","pteridine-containing compound metabolic process",24,3,2.35,"0.34449"
"1830","GO:0071229","cellular response to acid chemical",24,3,2.35,"0.34449"
"1831","GO:0050918","positive chemotaxis",24,3,2.35,"0.34449"
"1832","GO:0043574","peroxisomal transport",14,2,1.37,"0.34455"
"1833","GO:0000466","maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",14,2,1.37,"0.34455"
"1834","GO:0006268","DNA unwinding involved in DNA replication",14,2,1.37,"0.34455"
"1835","GO:0009833","plant-type primary cell wall biogenesis",14,2,1.37,"0.34455"
"1836","GO:0010078","maintenance of root meristem identity",14,2,1.37,"0.34455"
"1837","GO:0006551","leucine metabolic process",14,2,1.37,"0.34455"
"1838","GO:0009082","branched-chain amino acid biosynthetic process",14,2,1.37,"0.34455"
"1839","GO:0055075","potassium ion homeostasis",14,2,1.37,"0.34455"
"1840","GO:0052542","defense response by callose deposition",14,2,1.37,"0.34455"
"1841","GO:0009744","response to sucrose",45,5,4.41,"0.34878"
"1842","GO:0034285","response to disaccharide",45,5,4.41,"0.34878"
"1843","GO:0031667","response to nutrient levels",142,21,13.93,"0.34959"
"1844","GO:0046474","glycerophospholipid biosynthetic process",75,14,7.36,"0.35046"
"1845","GO:0007389","pattern specification process",178,19,17.46,"0.35074"
"1846","GO:0034248","regulation of cellular amide metabolic process",82,15,8.04,"0.35490"
"1847","GO:0002833","positive regulation of response to biotic stimulus",39,7,3.83,"0.35734"
"1848","GO:0035966","response to topologically incorrect protein",35,4,3.43,"0.35885"
"1849","GO:0010927","cellular component assembly involved in morphogenesis",35,4,3.43,"0.35885"
"1850","GO:0032989","cellular component morphogenesis",35,4,3.43,"0.35885"
"1851","GO:0042127","regulation of cell population proliferation",35,4,3.43,"0.35885"
"1852","GO:0048545","response to steroid hormone",35,4,3.43,"0.35885"
"1853","GO:0009069","serine family amino acid metabolic process",35,4,3.43,"0.35885"
"1854","GO:0009141","nucleoside triphosphate metabolic process",67,7,6.57,"0.35888"
"1855","GO:0008219","cell death",116,14,11.38,"0.36172"
"1856","GO:0006403","RNA localization",34,11,3.33,"0.36202"
"1857","GO:0006974","cellular response to DNA damage stimulus",261,37,25.6,"0.36218"
"1858","GO:0009629","response to gravity",59,12,5.79,"0.36230"
"1859","GO:0006354","DNA-templated transcription elongation",26,8,2.55,"0.36258"
"1860","GO:0016577","histone demethylation",15,7,1.47,"0.36260"
"1861","GO:0044804","autophagy of nucleus",12,6,1.18,"0.36277"
"1862","GO:0048437","floral organ development",155,15,15.2,"0.36328"
"1863","GO:0042357","thiamine diphosphate metabolic process",5,1,0.49,"0.36383"
"1864","GO:0010960","magnesium ion homeostasis",5,1,0.49,"0.36383"
"1865","GO:0010344","seed oilbody biogenesis",5,1,0.49,"0.36383"
"1866","GO:0010929","positive regulation of auxin mediated signaling pathway",5,1,0.49,"0.36383"
"1867","GO:1901527","abscisic acid-activated signaling pathway involved in stomatal movement",5,1,0.49,"0.36383"
"1868","GO:0048207","vesicle targeting, rough ER to cis-Golgi",5,1,0.49,"0.36383"
"1869","GO:0048208","COPII vesicle coating",5,1,0.49,"0.36383"
"1870","GO:0006384","transcription initiation at RNA polymerase III promoter",5,1,0.49,"0.36383"
"1871","GO:0051512","positive regulation of unidimensional cell growth",5,1,0.49,"0.36383"
"1872","GO:0051090","regulation of DNA-binding transcription factor activity",5,1,0.49,"0.36383"
"1873","GO:0032465","regulation of cytokinesis",5,1,0.49,"0.36383"
"1874","GO:0010161","red light signaling pathway",5,1,0.49,"0.36383"
"1875","GO:0018196","peptidyl-asparagine modification",5,1,0.49,"0.36383"
"1876","GO:0015918","sterol transport",5,1,0.49,"0.36383"
"1877","GO:0006469","negative regulation of protein kinase activity",5,1,0.49,"0.36383"
"1878","GO:0010148","transpiration",5,1,0.49,"0.36383"
"1879","GO:0051046","regulation of secretion",5,1,0.49,"0.36383"
"1880","GO:1902170","cellular response to reactive nitrogen species",5,1,0.49,"0.36383"
"1881","GO:0044375","regulation of peroxisome size",5,1,0.49,"0.36383"
"1882","GO:2000278","regulation of DNA biosynthetic process",5,1,0.49,"0.36383"
"1883","GO:0048871","multicellular organismal homeostasis",5,1,0.49,"0.36383"
"1884","GO:1903530","regulation of secretion by cell",5,1,0.49,"0.36383"
"1885","GO:0009299","mRNA transcription",5,1,0.49,"0.36383"
"1886","GO:0097502","mannosylation",5,1,0.49,"0.36383"
"1887","GO:0010231","maintenance of seed dormancy",5,1,0.49,"0.36383"
"1888","GO:0034982","mitochondrial protein processing",5,1,0.49,"0.36383"
"1889","GO:0009228","thiamine biosynthetic process",5,1,0.49,"0.36383"
"1890","GO:0009229","thiamine diphosphate biosynthetic process",5,1,0.49,"0.36383"
"1891","GO:0018279","protein N-linked glycosylation via asparagine",5,1,0.49,"0.36383"
"1892","GO:0006145","purine nucleobase catabolic process",5,1,0.49,"0.36383"
"1893","GO:0070676","intralumenal vesicle formation",5,1,0.49,"0.36383"
"1894","GO:0000455","enzyme-directed rRNA pseudouridine synthesis",5,1,0.49,"0.36383"
"1895","GO:0045827","negative regulation of isoprenoid metabolic process",5,1,0.49,"0.36383"
"1896","GO:0016574","histone ubiquitination",5,1,0.49,"0.36383"
"1897","GO:0006264","mitochondrial DNA replication",5,1,0.49,"0.36383"
"1898","GO:0071479","cellular response to ionizing radiation",5,1,0.49,"0.36383"
"1899","GO:0033673","negative regulation of kinase activity",5,1,0.49,"0.36383"
"1900","GO:0009757","hexose mediated signaling",5,1,0.49,"0.36383"
"1901","GO:0060628","regulation of ER to Golgi vesicle-mediated transport",5,1,0.49,"0.36383"
"1902","GO:0042822","pyridoxal phosphate metabolic process",5,1,0.49,"0.36383"
"1903","GO:0042823","pyridoxal phosphate biosynthetic process",5,1,0.49,"0.36383"
"1904","GO:0042819","vitamin B6 biosynthetic process",5,1,0.49,"0.36383"
"1905","GO:0030007","cellular potassium ion homeostasis",5,1,0.49,"0.36383"
"1906","GO:0072529","pyrimidine-containing compound catabolic process",5,1,0.49,"0.36383"
"1907","GO:1904278","positive regulation of wax biosynthetic process",5,1,0.49,"0.36383"
"1908","GO:0009805","coumarin biosynthetic process",5,1,0.49,"0.36383"
"1909","GO:0010581","regulation of starch biosynthetic process",5,1,0.49,"0.36383"
"1910","GO:0010587","miRNA catabolic process",5,1,0.49,"0.36383"
"1911","GO:0000266","mitochondrial fission",5,1,0.49,"0.36383"
"1912","GO:0017157","regulation of exocytosis",5,1,0.49,"0.36383"
"1913","GO:0009558","embryo sac cellularization",5,1,0.49,"0.36383"
"1914","GO:0071249","cellular response to nitrate",5,1,0.49,"0.36383"
"1915","GO:0070370","cellular heat acclimation",5,1,0.49,"0.36383"
"1916","GO:0031113","regulation of microtubule polymerization",5,1,0.49,"0.36383"
"1917","GO:0042659","regulation of cell fate specification",5,1,0.49,"0.36383"
"1918","GO:0010076","maintenance of floral meristem identity",5,1,0.49,"0.36383"
"1919","GO:0010023","proanthocyanidin biosynthetic process",5,1,0.49,"0.36383"
"1920","GO:0080190","lateral growth",5,1,0.49,"0.36383"
"1921","GO:0000729","DNA double-strand break processing",5,1,0.49,"0.36383"
"1922","GO:1990428","miRNA transport",5,1,0.49,"0.36383"
"1923","GO:0070413","trehalose metabolism in response to stress",5,1,0.49,"0.36383"
"1924","GO:0080117","secondary growth",5,1,0.49,"0.36383"
"1925","GO:0080142","regulation of salicylic acid biosynthetic process",5,1,0.49,"0.36383"
"1926","GO:0097437","maintenance of dormancy",5,1,0.49,"0.36383"
"1927","GO:0009608","response to symbiont",5,1,0.49,"0.36383"
"1928","GO:0032011","ARF protein signal transduction",5,1,0.49,"0.36383"
"1929","GO:0032012","regulation of ARF protein signal transduction",5,1,0.49,"0.36383"
"1930","GO:0043153","entrainment of circadian clock by photoperiod",5,1,0.49,"0.36383"
"1931","GO:0043171","peptide catabolic process",5,1,0.49,"0.36383"
"1932","GO:0051231","spindle elongation",5,1,0.49,"0.36383"
"1933","GO:0006624","vacuolar protein processing",5,1,0.49,"0.36383"
"1934","GO:2001293","malonyl-CoA metabolic process",5,1,0.49,"0.36383"
"1935","GO:0033120","positive regulation of RNA splicing",5,1,0.49,"0.36383"
"1936","GO:0045923","positive regulation of fatty acid metabolic process",5,1,0.49,"0.36383"
"1937","GO:0045912","negative regulation of carbohydrate metabolic process",5,1,0.49,"0.36383"
"1938","GO:1904062","regulation of cation transmembrane transport",5,1,0.49,"0.36383"
"1939","GO:0010053","root epidermal cell differentiation",100,10,9.81,"0.36384"
