HOG	OG	Gene Tree Parent Clade	A_coerulea.proteins	A_hypochondriacus.proteins	A_thaliana.proteins	A_vesiculosa.proteins	B_vulgaris.proteins	D_muscipula.proteins	D_spatulata.proteins	G_max.proteins	L_sativa.proteins	P_amilis.proteins	S_lycopersicum.proteins	V_vinifera.proteins
N3.HOG0001451	OG0000472	n38			AT3G06480.2, AT3G06480.1					GmISU01.15G126200.4.p, GmISU01.15G126200.3.p, GmISU01.15G126200.5.p, GmISU01.09G029400.1.p				
N3.HOG0001452	OG0000473	n0			AT4G03090.4, AT4G03090.2, AT4G03090.1, AT4G03090.3, AT4G03090.5					GmISU01.15G039500.14.p, GmISU01.15G039500.7.p, GmISU01.15G039500.11.p, GmISU01.15G039500.12.p, GmISU01.15G039500.13.p, GmISU01.15G039500.5.p, GmISU01.15G039500.3.p, GmISU01.15G039500.15.p, GmISU01.15G039500.9.p, GmISU01.15G039500.10.p, GmISU01.15G039500.4.p, GmISU01.15G039500.2.p, GmISU01.15G039500.6.p, GmISU01.15G039500.1.p, GmISU01.13G291800.15.p, GmISU01.13G291800.2.p, GmISU01.13G291800.16.p, GmISU01.13G291800.14.p, GmISU01.13G291800.12.p, GmISU01.13G291800.26.p, GmISU01.13G291800.27.p, GmISU01.13G291800.24.p, GmISU01.13G291800.25.p, GmISU01.13G291800.28.p, GmISU01.13G291800.29.p, GmISU01.13G291800.22.p, GmISU01.13G291800.4.p, GmISU01.13G291800.20.p, GmISU01.13G291800.21.p, GmISU01.13G291800.18.p, GmISU01.13G291800.17.p, GmISU01.13G291800.19.p, GmISU01.13G291800.1.p, GmISU01.13G291800.13.p, GmISU01.13G291800.23.p, GmISU01.15G039500.8.p, GmISU01.15G039500.17.p, GmISU01.15G039500.19.p, GmISU01.15G039500.20.p, GmISU01.15G039500.21.p, GmISU01.15G039500.16.p, GmISU01.15G039500.18.p				
N3.HOG0001453	OG0000474	n2			AT2G25737.1, AT2G25737.2					GmISU01.06G074900.1.p, GmISU01.04G073800.2.p, GmISU01.04G073800.1.p, GmISU01.14G118500.1.p				
N3.HOG0001454	OG0000474	n27								GmISU01.15G014900.1.p, GmISU01.13G315900.2.p, GmISU01.13G315900.1.p				
N3.HOG0001455	OG0000474	n49								GmISU01.01G137400.1.p, GmISU01.06G037600.1.p, GmISU01.04G038000.1.p				
N3.HOG0001456	OG0000475	n1								GmISU01.14G012500.2.p, GmISU01.02G259600.3.p, GmISU01.02G259600.2.p, GmISU01.02G259600.1.p, GmISU01.14G012500.1.p				
N3.HOG0001457	OG0000475	n30			AT1G55850.1					GmISU01.14G012600.1.p, GmISU01.14G012600.2.p, GmISU01.08G294900.1.p, GmISU01.08G294800.1.p				
N3.HOG0001458	OG0000476	n19			AT3G14040.1, AT3G07850.1									
N3.HOG0001459	OG0000476	n44			AT3G07820.1, AT3G07830.1, AT3G07840.1, AT5G48140.1					GmISU01.02G265300.1.p, GmISU01.14G006000.1.p, GmISU01.04G117600.1.p, GmISU01.04G127300.1.p, GmISU01.04G127500.1.p, GmISU01.04G127400.1.p, GmISU01.06G183100.2.p, GmISU01.06G183100.1.p, GmISU01.06G186500.1.p, GmISU01.14G157400.1.p				
N3.HOG0001460	OG0000477	n1			AT5G58170.1, AT5G58050.1					GmISU01.13G128200.1.p, GmISU01.13G128200.2.p, GmISU01.17G069700.1.p				
N3.HOG0001461	OG0000477	n23			AT3G20520.1, AT4G26690.1, AT1G66970.1, AT1G66970.2, AT1G66970.3, AT5G55480.1					GmISU01.18G074400.1.p, GmISU01.18G074400.2.p, GmISU01.08G289300.1.p, GmISU01.08G289200.1.p, GmISU01.14G016500.1.p, GmISU01.02G255200.1.p, GmISU01.18G074500.1.p, GmISU01.18G074500.2.p, GmISU01.08G289100.1.p				
N3.HOG0001462	OG0000479	n9			AT5G62165.16, AT5G62165.15, AT5G62165.5									
N3.HOG0001463	OG0000479	n18			AT4G11880.3, AT4G11880.2, AT4G11880.1, AT4G11880.4, AT4G22950.3, AT4G22950.1, AT4G22950.2					GmISU01.05G046200.6.p, GmISU01.05G046200.8.p, GmISU01.05G046200.5.p, GmISU01.05G046200.7.p, GmISU01.17G122300.2.p, GmISU01.17G122300.5.p, GmISU01.17G122300.4.p, GmISU01.17G122300.3.p				
N3.HOG0001464	OG0000479	n42			AT2G45660.2, AT2G45660.1					GmISU01.18G171500.1.p, GmISU01.09G221500.1.p, GmISU01.07G073000.1.p, GmISU01.03G016500.6.p				
N3.HOG0001465	OG0000479	n51			AT5G62165.11, AT5G62165.17, AT5G62165.12, AT5G62165.8, AT5G62165.6, AT5G62165.13, AT5G62165.7, AT5G62165.9, AT5G62165.3, AT5G62165.2, AT5G62165.4, AT5G62165.10, AT5G62165.1									
N3.HOG0001466	OG0000480	n8			AT3G16330.1, AT1G52140.1					GmISU01.13G313100.2.p, GmISU01.13G313100.5.p, GmISU01.13G313100.1.p, GmISU01.15G018200.1.p, GmISU01.07G014700.2.p, GmISU01.08G187700.1.p				
N3.HOG0001467	OG0000480	n57			AT4G29110.1					GmISU01.16G069000.1.p, GmISU01.01G008500.1.p, GmISU01.08G032000.1.p				
N3.HOG0001468	OG0000481	n7			AT5G61580.1, AT5G61580.2					GmISU01.07G012800.1.p, GmISU01.13G311800.3.p, GmISU01.10G159400.1.p, GmISU01.10G159400.3.p				
N3.HOG0001469	OG0000481	n43			AT5G56630.1, AT4G26270.1					GmISU01.05G192300.1.p, GmISU01.08G029200.1.p				
N3.HOG0001470	OG0000481	n46			AT4G29220.1, AT4G32840.1					GmISU01.04G079200.1.p, GmISU01.06G080800.4.p, GmISU01.06G080800.5.p, GmISU01.06G080800.1.p				
N3.HOG0001471	OG0000482	n2			AT3G47760.3, AT3G47760.1, AT3G47760.2, AT3G47750.1, AT3G47770.1, AT3G47770.2, AT3G47770.3, AT3G47740.1, AT3G47780.1, AT5G61700.1, AT5G61700.3, AT5G61700.4, AT5G61700.2, AT5G61740.2, AT5G61740.3, AT5G61740.1, AT3G47790.1, AT3G47790.2, AT3G47790.3									
N3.HOG0001472	OG0000482	n54								GmISU01.05G025600.4.p, GmISU01.05G025600.1.p, GmISU01.05G025600.2.p, GmISU01.05G025600.3.p, GmISU01.17G090000.5.p, GmISU01.17G090000.1.p, GmISU01.17G090000.2.p, GmISU01.06G174300.4.p, GmISU01.06G174300.6.p, GmISU01.06G174300.8.p, GmISU01.06G174300.5.p, GmISU01.06G174300.7.p, GmISU01.04G140000.1.p				
N3.HOG0001473	OG0000483	n4								GmISU01.12G066600.5.p, GmISU01.12G066600.3.p, GmISU01.12G066600.1.p, GmISU01.12G066600.4.p, GmISU01.11G133400.2.p, GmISU01.11G133400.3.p, GmISU01.11G133400.1.p, GmISU01.13G289600.2.p, GmISU01.13G289600.3.p, GmISU01.13G289600.1.p, GmISU01.13G289600.4.p, GmISU01.15G041600.5.p, GmISU01.15G041600.1.p, GmISU01.15G041600.3.p, GmISU01.15G041600.2.p				
N3.HOG0001474	OG0000483	n25			AT5G67180.4									
N3.HOG0001475	OG0000483	n26			AT2G28550.6, AT2G28550.2, AT2G28550.4, AT2G28550.5, AT2G28550.1, AT2G28550.3					GmISU01.19G142400.2.p, GmISU01.19G142400.1.p, GmISU01.03G139400.1.p				
N3.HOG0001476	OG0000484	n5			AT3G09760.1									
N3.HOG0001477	OG0000484	n28			AT5G60580.3, AT5G60580.2, AT5G60580.4, AT5G60580.1					GmISU01.12G062000.2.p, GmISU01.12G062000.1.p, GmISU01.11G160000.1.p				
N3.HOG0001478	OG0000485	n1			AT3G25610.1, AT1G13210.1, AT1G26130.3, AT1G26130.2, AT1G26130.4, AT1G26130.1, AT1G68710.3, AT1G68710.2, AT1G68710.1					GmISU01.01G073400.1.p, GmISU01.01G073400.2.p, GmISU01.01G073400.7.p, GmISU01.01G073400.8.p, GmISU01.01G073400.5.p, GmISU01.01G073400.6.p, GmISU01.01G073400.3.p, GmISU01.02G114300.1.p				
N3.HOG0001479	OG0000485	n47								GmISU01.04G118400.1.p, GmISU01.06G187300.2.p				
N3.HOG0001480	OG0000485	n54			AT3G27870.2, AT3G27870.1					GmISU01.05G006400.1.p, GmISU01.19G006800.1.p				
N3.HOG0001481	OG0000486	n1								GmISU01.12G196900.2.p, GmISU01.12G197000.1.p, GmISU01.12G196850.1.p				
N3.HOG0001482	OG0000488	n1			ATCG00490.1									
N3.HOG0001483	OG0000488	n57			ATMG00280.1, AT2G07732.1									
N3.HOG0001484	OG0000489	n1			AT1G72180.1					GmISU01.12G002400.1.p, GmISU01.12G002400.2.p				
N3.HOG0001485	OG0000489	n26			AT5G65710.1					GmISU01.01G158000.1.p, GmISU01.11G039600.1.p, GmISU01.11G039700.1.p				
N3.HOG0001486	OG0000489	n43			AT4G28650.1					GmISU01.19G134200.1.p, GmISU01.03G130300.1.p, GmISU01.13G099600.1.p, GmISU01.10G037100.1.p				
N3.HOG0001487	OG0000489	n51			AT1G08590.1					GmISU01.20G185600.1.p, GmISU01.10G132400.1.p				
N3.HOG0001488	OG0000490	n0			AT4G02710.1, AT1G03080.3, AT1G03080.2, AT1G03080.1					GmISU01.10G027100.8.p, GmISU01.10G027100.7.p, GmISU01.10G027100.4.p, GmISU01.10G027100.9.p, GmISU01.10G027100.6.p, GmISU01.10G027100.3.p, GmISU01.10G027100.1.p, GmISU01.10G027100.2.p, GmISU01.10G027100.5.p, GmISU01.13G027600.1.p, GmISU01.02G130300.5.p, GmISU01.02G130300.4.p, GmISU01.02G130300.7.p, GmISU01.02G130300.3.p, GmISU01.02G130300.8.p, GmISU01.02G130300.1.p, GmISU01.02G130300.6.p, GmISU01.02G130300.2.p, GmISU01.03G120300.14.p, GmISU01.03G120300.11.p, GmISU01.03G120300.10.p, GmISU01.03G120300.5.p, GmISU01.03G120300.2.p, GmISU01.19G124400.4.p, GmISU01.19G124400.8.p, GmISU01.19G124400.2.p, GmISU01.19G124400.7.p, GmISU01.17G155500.1.p, GmISU01.19G124400.6.p, GmISU01.19G124400.3.p, GmISU01.19G124400.9.p, GmISU01.19G124400.5.p, GmISU01.18G121100.1.p, GmISU01.03G120300.16.p, GmISU01.03G120300.13.p, GmISU01.03G120300.15.p, GmISU01.03G120300.4.p, GmISU01.03G120300.3.p, GmISU01.03G120300.7.p, GmISU01.03G120300.8.p, GmISU01.03G120300.9.p, GmISU01.03G120300.12.p				
N3.HOG0001489	OG0000491	n1			AT1G02890.2, AT1G02890.1, AT4G02480.1					GmISU01.02G139200.1.p, GmISU01.10G018400.1.p, GmISU01.10G018300.1.p, GmISU01.02G139300.1.p				
N3.HOG0001490	OG0000491	n24								GmISU01.14G014700.1.p				
N3.HOG0001491	OG0000491	n27								GmISU01.06G156800.2.p, GmISU01.06G156800.12.p, GmISU01.06G156800.10.p, GmISU01.06G156800.9.p, GmISU01.06G156800.5.p, GmISU01.06G156800.6.p, GmISU01.06G156800.13.p, GmISU01.06G156800.11.p, GmISU01.06G156800.1.p, GmISU01.06G156800.8.p, GmISU01.06G156800.7.p, GmISU01.04G157200.6.p, GmISU01.04G157200.2.p, GmISU01.04G157200.5.p, GmISU01.04G157200.3.p, GmISU01.05G043100.3.p, GmISU01.05G043100.2.p, GmISU01.05G043100.6.p, GmISU01.17G119200.3.p, GmISU01.17G119200.1.p, GmISU01.17G119200.2.p				
N3.HOG0001492	OG0000492	n5			AT5G58900.1									
N3.HOG0001493	OG0000492	n14								GmISU01.11G182500.1.p, GmISU01.18G060400.1.p, GmISU01.14G157600.1.p, GmISU01.02G189200.1.p				
N3.HOG0001494	OG0000492	n25			AT5G05790.2, AT5G05790.1, AT3G11280.1, AT3G11280.2					GmISU01.02G216200.1.p, GmISU01.02G216200.2.p, GmISU01.14G057600.2.p, GmISU01.14G057600.3.p, GmISU01.14G057600.1.p, GmISU01.18G028200.2.p, GmISU01.18G028200.1.p, GmISU01.18G028200.3.p, GmISU01.11G206100.1.p, GmISU01.11G206100.2.p				
N3.HOG0001495	OG0000492	n55			AT2G38090.1					GmISU01.07G127700.1.p, GmISU01.18G147300.2.p, GmISU01.03G060300.1.p, GmISU01.01G087000.1.p, GmISU01.01G087000.2.p				
N3.HOG0001496	OG0000493	n1			AT2G23610.1, AT2G23610.2, AT2G23620.1, AT2G23600.1, AT2G23600.2, AT2G23600.3, AT2G23590.1, AT4G37150.1					GmISU01.02G057000.2.p, GmISU01.02G057000.1.p, GmISU01.02G057200.1.p, GmISU01.02G056800.1.p, GmISU01.16G118200.1.p, GmISU01.02G057300.1.p, GmISU01.16G118300.1.p, GmISU01.02G056900.1.p, GmISU01.02G057100.1.p, GmISU01.02G057400.1.p, GmISU01.05G075000.1.p, GmISU01.11G053700.2.p, GmISU01.11G053700.3.p				
N3.HOG0001497	OG0000493	n41			AT4G37140.2, AT4G37140.1									
N3.HOG0001498	OG0000494	n1			AT1G60900.1, AT4G36690.4, AT4G36690.3, AT4G36690.2, AT4G36690.1					GmISU01.06G276800.1.p, GmISU01.04G211700.1.p				
N3.HOG0001499	OG0000495	n1			AT4G22570.1, AT4G12440.3, AT4G12440.2					GmISU01.01G170100.1.p, GmISU01.11G028500.1.p, GmISU01.17G127600.1.p, GmISU01.05G051800.1.p				
N3.HOG0001500	OG0000495	n25			AT1G27450.2, AT1G27450.4					GmISU01.04G041700.1.p, GmISU01.06G040900.1.p, GmISU01.04G041700.3.p				
N3.HOG0001501	OG0000495	n36			AT1G80050.1, AT1G80050.2, AT5G11160.1, AT5G11160.2					GmISU01.06G061300.1.p, GmISU01.04G060900.1.p, GmISU01.14G105600.1.p, GmISU01.17G183000.1.p, GmISU01.17G183000.2.p				
N3.HOG0001502	OG0000496	n9			AT5G18430.1					GmISU01.03G209400.1.p, GmISU01.19G210300.1.p				
N3.HOG0001503	OG0000496	n11			AT4G28780.1					GmISU01.19G041700.1.p, GmISU01.19G041000.1.p, GmISU01.19G041000.2.p, GmISU01.19G041900.1.p, GmISU01.05G093900.1.p, GmISU01.13G024700.1.p, GmISU01.13G024100.1.p, GmISU01.19G041800.1.p, GmISU01.19G042000.1.p				
N3.HOG0001504	OG0000496	n35								GmISU01.10G135900.1.p, GmISU01.20G180400.1.p, GmISU01.19G210200.1.p, GmISU01.03G209300.1.p				
N3.HOG0001505	OG0000496	n54			AT3G04290.1					GmISU01.03G209100.1.p, GmISU01.19G210000.1.p, GmISU01.03G055900.1.p, GmISU01.01G082700.1.p				
N3.HOG0001506	OG0000496	n61			AT5G33370.1					GmISU01.10G135800.1.p, GmISU01.03G209200.1.p, GmISU01.19G210100.1.p				
N3.HOG0001507	OG0000497	n23			AT5G51990.1, AT4G25490.1, AT4G25480.1, AT4G25470.1					GmISU01.10G200900.1.p, GmISU01.20G119300.1.p, GmISU01.16G168700.1.p, GmISU01.09G115900.2.p				
N3.HOG0001508	OG0000497	n45			AT1G63030.2, AT1G63030.1, AT1G12610.1					GmISU01.01G174600.1.p				
N3.HOG0001509	OG0000498	n9			AT2G20120.1, AT2G20120.2, AT2G20130.1					GmISU01.07G076600.1.p, GmISU01.09G153300.1.p				
N3.HOG0001510	OG0000498	n31			AT2G18460.1					GmISU01.14G070800.1.p				
N3.HOG0001511	OG0000498	n51			AT1G43130.2, AT1G43130.3, AT1G43130.1									
N3.HOG0001512	OG0000498	n54								GmISU01.04G176300.1.p, GmISU01.06G136100.1.p				
N3.HOG0001513	OG0000499	n19								GmISU01.17G047100.1.p, GmISU01.17G047100.3.p, GmISU01.13G080100.1.p				
N3.HOG0001514	OG0000499	n29			AT5G26210.1					GmISU01.07G033200.1.p, GmISU01.07G033200.2.p, GmISU01.16G003900.4.p, GmISU01.16G003900.1.p, GmISU01.16G003900.2.p, GmISU01.16G003900.3.p, GmISU01.17G194000.1.p, GmISU01.14G094400.1.p				
N3.HOG0001515	OG0000499	n43			AT2G02470.1, AT2G02470.2, AT1G14510.1					GmISU01.17G002200.2.p, GmISU01.07G233400.1.p				
N3.HOG0001516	OG0000499	n62			AT5G20510.1									
N3.HOG0001517	OG0000500	n0			AT3G54500.1, AT3G54500.4, AT3G54500.3, AT3G54500.7, AT3G54500.5, AT3G54500.8, AT3G54500.6, AT3G54500.2					GmISU01.04G116200.3.p, GmISU01.04G116200.4.p, GmISU01.04G116200.7.p, GmISU01.04G116200.5.p, GmISU01.04G116200.2.p, GmISU01.04G116200.11.p, GmISU01.04G116200.8.p, GmISU01.04G116200.9.p, GmISU01.04G116200.10.p, GmISU01.04G116200.6.p, GmISU01.11G166400.1.p, GmISU01.11G166400.5.p, GmISU01.11G166400.10.p, GmISU01.11G166400.8.p, GmISU01.11G166400.2.p, GmISU01.11G166400.9.p, GmISU01.11G166400.3.p, GmISU01.11G166400.7.p, GmISU01.15G198800.1.p, GmISU01.13G167000.1.p				
N3.HOG0001518	OG0000501	n2			AT5G13260.1									
N3.HOG0001519	OG0000501	n25								GmISU01.10G254900.1.p, GmISU01.20G206900.1.p				
N3.HOG0001520	OG0000501	n31			AT5G23700.3, AT5G23700.1, AT5G23700.2, AT3G48860.2, AT3G48860.1, AT3G48860.3					GmISU01.04G161900.1.p, GmISU01.04G161900.2.p, GmISU01.06G151900.1.p, GmISU01.04G161900.4.p				
N3.HOG0001521	OG0000502	n10			AT2G23740.5, AT2G23740.4, AT2G23740.3, AT2G23740.1, AT2G23740.6, AT2G23740.2									
N3.HOG0001522	OG0000502	n16								GmISU01.11G056400.4.p, GmISU01.11G056400.5.p, GmISU01.11G056400.13.p, GmISU01.11G056400.11.p, GmISU01.11G056400.10.p, GmISU01.11G056400.14.p, GmISU01.11G056400.12.p, GmISU01.11G056400.15.p, GmISU01.11G056400.9.p, GmISU01.11G056400.3.p, GmISU01.11G056400.8.p, GmISU01.11G056400.2.p, GmISU01.01G142000.5.p, GmISU01.01G142000.7.p, GmISU01.01G142000.1.p, GmISU01.01G142000.3.p, GmISU01.01G142000.6.p, GmISU01.01G142000.2.p, GmISU01.01G142000.4.p, GmISU01.01G142000.8.p, GmISU01.01G142000.21.p, GmISU01.01G142000.12.p, GmISU01.01G142000.13.p, GmISU01.01G142000.11.p, GmISU01.01G142000.14.p, GmISU01.01G142000.15.p, GmISU01.01G142000.17.p, GmISU01.01G142000.18.p, GmISU01.01G142000.20.p, GmISU01.01G142000.16.p, GmISU01.01G142000.19.p, GmISU01.01G142000.9.p, GmISU01.01G142000.10.p				
N3.HOG0001523	OG0000502	n56								GmISU01.13G060400.1.p				
N3.HOG0001524	OG0000503	n5								GmISU01.04G140700.1.p				
N3.HOG0001525	OG0000503	n27			AT3G01270.1, AT5G15110.1									
N3.HOG0001526	OG0000503	n42			AT1G14420.1, AT2G02720.1					GmISU01.08G265700.1.p, GmISU01.02G018900.1.p, GmISU01.01G039300.1.p				
N3.HOG0001527	OG0000503	n49								GmISU01.19G017900.1.p, GmISU01.13G043000.1.p, GmISU01.18G200200.1.p				
N3.HOG0001528	OG0000504	n1			AT1G10660.2, AT1G10660.4, AT1G10660.1, AT1G10660.3, AT1G70505.4, AT1G70505.1, AT1G70505.2, AT1G70505.3					GmISU01.01G027200.1.p, GmISU01.01G027200.3.p, GmISU01.01G027200.2.p, GmISU01.02G032800.1.p, GmISU01.08G255300.1.p				
N3.HOG0001529	OG0000504	n31			AT5G62960.1, AT5G62960.2					GmISU01.06G165500.1.p, GmISU01.06G165500.2.p, GmISU01.06G165500.3.p, GmISU01.04G148100.1.p, GmISU01.05G035100.2.p, GmISU01.17G081000.1.p				
N3.HOG0001530	OG0000505	n1			AT5G56810.1, AT5G56810.2, AT5G56820.1					GmISU01.18G125300.1.p, GmISU01.08G313400.1.p, GmISU01.08G313500.1.p, GmISU01.18G125200.1.p, GmISU01.08G311200.1.p, GmISU01.18G125400.1.p				
N3.HOG0001531	OG0000505	n9			AT3G52690.1, AT3G26930.2, AT3G26930.1, AT1G55030.2, AT1G55030.1, AT3G26922.5, AT3G26922.3, AT3G26922.1, AT3G26922.2, AT3G26922.4, AT3G49040.1, AT3G49020.1, AT3G49030.1, AT3G49030.2, AT2G04230.1, AT3G52680.1, AT3G52680.2, AT4G00160.1, AT3G51530.1, AT4G13965.1, AT3G26920.1, AT3G26920.3, AT3G26920.2, AT3G55670.1, AT3G49045.1, AT5G56555.1, AT1G51055.1, AT1G50980.1, AT5G56560.1, AT5G56560.2, AT5G56570.1, AT5G56800.1, AT5G56452.2, AT5G56452.1, AT3G50710.1, AT5G56430.1, AT5G56440.1, AT5G56420.2, AT5G56420.3, AT5G56420.1, AT5G56370.3, AT5G56370.2, AT5G56370.1, AT4G26350.1, AT4G26340.1, AT5G56380.1, AT5G56380.2, AT5G56400.1, AT5G56390.1, AT5G56325.1, AT5G50270.1, AT5G50270.2, AT1G32375.1, AT1G32375.2					GmISU01.08G313600.2.p, GmISU01.13G285500.1.p, GmISU01.17G043950.1.p				
N3.HOG0001532	OG0000508	n1			AT1G35550.1					GmISU01.16G061100.1.p, GmISU01.10G176500.1.p, GmISU01.05G071900.1.p, GmISU01.17G164500.2.p				
N3.HOG0001533	OG0000508	n41			AT1G07940.3, AT1G07920.1, AT1G07940.1, AT1G07930.1, AT5G60390.2, AT1G07940.2, AT5G60390.3, AT1G07940.4, AT5G60390.1					GmISU01.19G042900.1.p, GmISU01.05G093200.2.p, GmISU01.05G093200.1.p				
N3.HOG0001534	OG0000509	n1			AT1G53390.1					GmISU01.20G143600.1.p, GmISU01.10G172900.1.p, GmISU01.02G144500.2.p, GmISU01.02G144500.4.p				
N3.HOG0001535	OG0000509	n33			AT5G60740.1					GmISU01.11G156700.2.p, GmISU01.11G156700.1.p, GmISU01.12G070900.1.p, GmISU01.11G156700.3.p				
N3.HOG0001536	OG0000509	n45			AT2G37010.1, AT2G37010.2					GmISU01.13G116000.1.p, GmISU01.10G052500.1.p				
N3.HOG0001537	OG0000510	n1			AT5G55450.1, AT5G55410.1, AT5G55410.2, AT5G55460.1					GmISU01.07G124100.2.p, GmISU01.07G124100.1.p, GmISU01.18G143700.1.p, GmISU01.18G143500.3.p, GmISU01.18G143500.1.p, GmISU01.07G124200.1.p, GmISU01.08G288900.1.p				
N3.HOG0001538	OG0000510	n39			AT5G48485.1, AT5G48490.1									
N3.HOG0001539	OG0000510	n42								GmISU01.08G306800.1.p, GmISU01.18G118600.1.p				
N3.HOG0001540	OG0000510	n51								GmISU01.11G110700.1.p, GmISU01.12G041200.1.p				
N3.HOG0001541	OG0000510	n61								GmISU01.10G253800.1.p, GmISU01.20G205700.1.p				
N3.HOG0001542	OG0000511	n0			AT1G60730.1, AT1G60690.1, AT1G60710.1, AT1G10810.1, AT1G10810.3					GmISU01.06G219600.1.p, GmISU01.06G219600.2.p, GmISU01.08G238400.1.p, GmISU01.08G238400.2.p				
N3.HOG0001543	OG0000512	n3			AT3G50500.2, AT3G50500.1, AT5G66880.1, AT5G66880.2									
N3.HOG0001544	OG0000512	n18								GmISU01.07G150300.2.p				
N3.HOG0001545	OG0000512	n22								GmISU01.05G074100.1.p, GmISU01.17G160200.1.p, GmISU01.17G160200.2.p, GmISU01.01G144800.1.p, GmISU01.11G053100.1.p, GmISU01.01G144800.2.p				
N3.HOG0001546	OG0000512	n30			AT4G33950.2, AT4G33950.1					GmISU01.07G177600.3.p, GmISU01.07G177600.4.p, GmISU01.07G177600.2.p, GmISU01.07G177600.1.p, GmISU01.02G121500.2.p, GmISU01.02G121500.1.p, GmISU01.20G008000.1.p, GmISU01.07G150300.1.p, GmISU01.07G150300.3.p, GmISU01.07G150300.4.p, GmISU01.07G150300.5.p, GmISU01.07G177600.6.p, GmISU01.07G177600.5.p, GmISU01.02G121500.4.p, GmISU01.02G121500.3.p				
N3.HOG0001547	OG0000513	n1			AT5G67090.1					GmISU01.07G047100.1.p, GmISU01.16G017000.1.p, GmISU01.16G016600.1.p, GmISU01.07G046900.1.p, GmISU01.16G016700.1.p				
N3.HOG0001548	OG0000513	n31								GmISU01.19G211300.1.p				
N3.HOG0001549	OG0000513	n44								GmISU01.10G137000.1.p, GmISU01.20G179300.2.p, GmISU01.18G185000.1.p				
N3.HOG0001550	OG0000514	n1								GmISU01.04G016300.2.p, GmISU01.04G016300.1.p, GmISU01.04G016300.3.p, GmISU01.16G081600.1.p, GmISU01.06G015100.1.p, GmISU01.06G015100.2.p				
N3.HOG0001551	OG0000514	n9			AT1G20696.1, AT1G20696.4, AT1G20696.3, AT1G20693.2, AT1G20693.3, AT1G20693.1, AT1G20696.2, AT1G20696.5					GmISU01.09G158600.3.p, GmISU01.09G158600.1.p, GmISU01.16G096700.1.p, GmISU01.09G158600.2.p				
N3.HOG0001552	OG0000515	n7			AT4G08620.1, AT1G22150.3, AT1G22150.4, AT1G22150.1, AT1G22150.2, AT1G78000.3, AT1G78000.1, AT1G78000.2, AT1G78000.6, AT1G78000.4, AT1G78000.5									
N3.HOG0001553	OG0000515	n33								GmISU01.06G096900.5.p, GmISU01.06G096900.3.p, GmISU01.06G096900.1.p, GmISU01.06G096900.4.p, GmISU01.06G096900.2.p, GmISU01.14G141400.15.p, GmISU01.14G141400.10.p, GmISU01.14G141400.3.p, GmISU01.14G141400.11.p, GmISU01.14G141400.8.p, GmISU01.14G141400.2.p, GmISU01.14G141400.9.p, GmISU01.14G141400.4.p, GmISU01.14G141400.1.p, GmISU01.14G141400.13.p, GmISU01.14G141400.12.p, GmISU01.14G141400.14.p, GmISU01.13G060200.7.p, GmISU01.13G060200.3.p, GmISU01.13G060200.6.p, GmISU01.13G060200.5.p, GmISU01.13G060200.4.p, GmISU01.13G060200.8.p				
N3.HOG0001554	OG0000516	n7								GmISU01.12G131700.4.p, GmISU01.12G131700.7.p, GmISU01.12G131700.3.p, GmISU01.12G131700.2.p, GmISU01.12G131700.6.p, GmISU01.12G131700.5.p, GmISU01.06G200100.6.p, GmISU01.06G200100.2.p, GmISU01.06G200100.1.p, GmISU01.06G200100.4.p, GmISU01.06G200100.3.p, GmISU01.06G200100.5.p				
N3.HOG0001555	OG0000516	n29			AT2G42600.3, AT2G42600.1, AT2G42600.2					GmISU01.13G253400.1.p, GmISU01.12G176600.1.p, GmISU01.06G233600.1.p, GmISU01.06G233600.2.p				
N3.HOG0001556	OG0000516	n54			AT3G14940.2, AT3G14940.1, AT1G53310.2, AT1G53310.1, AT1G53310.3									
N3.HOG0001557	OG0000517	n3			AT4G21490.2, AT4G21490.1, AT4G05020.2, AT4G05020.1					GmISU01.13G212700.2.p, GmISU01.13G212700.1.p, GmISU01.15G063800.1.p, GmISU01.15G063800.2.p, GmISU01.07G159600.1.p, GmISU01.07G159600.3.p, GmISU01.08G054300.1.p				
N3.HOG0001558	OG0000517	n31			AT2G20800.1					GmISU01.12G095200.1.p, GmISU01.06G253400.1.p, GmISU01.12G095200.4.p, GmISU01.12G095200.3.p, GmISU01.12G095200.2.p, GmISU01.13G262700.1.p				
N3.HOG0001559	OG0000517	n42			AT4G28220.1, AT4G28220.2					GmISU01.12G095300.1.p				
N3.HOG0001560	OG0000518	n2								GmISU01.05G125100.6.p, GmISU01.05G125100.2.p, GmISU01.05G125100.1.p, GmISU01.05G125100.3.p, GmISU01.05G125100.5.p, GmISU01.05G125100.4.p				
N3.HOG0001561	OG0000518	n24			AT1G32980.1					GmISU01.12G034200.1.p				
N3.HOG0001562	OG0000518	n32			AT4G21640.1, AT4G21630.1, AT4G21650.1, AT4G21326.1, AT5G11940.1, AT1G66220.1, AT1G66210.1, AT1G32940.2, AT1G32940.4, AT1G32940.3, AT1G32940.1, AT1G32960.1, AT1G32950.2, AT1G32950.1, AT4G10550.3, AT4G10550.1, AT4G10550.2, AT4G10550.4, AT4G10510.3, AT4G10510.2, AT4G10510.4, AT4G10510.1, AT4G10540.1, AT1G32970.1, AT4G10520.1, AT4G10530.1									
N3.HOG0001563	OG0000518	n58								GmISU01.11G103000.1.p				
