Orthogroup	A_coerulea.proteins	A_hypochondriacus.proteins	A_thaliana.proteins	A_vesiculosa.proteins	B_vulgaris.proteins	D_muscipula.proteins	D_spatulata.proteins	G_max.proteins	L_sativa.proteins	P_amilis.proteins	S_lycopersicum.proteins	V_vinifera.proteins	Total
OG0005905	2	2	3	1	1	2	2	5	1	3	1	1	24
OG0005906	2	1	2	2	0	0	1	0	9	2	3	2	24
OG0005907	3	1	1	1	1	1	1	2	3	1	2	7	24
OG0005908	2	1	2	1	5	0	1	4	2	3	1	2	24
OG0005909	1	2	2	2	2	1	1	4	3	2	2	2	24
OG0005910	1	1	2	2	1	1	1	5	5	1	2	2	24
OG0005911	1	1	3	5	1	1	2	4	2	2	1	1	24
OG0005912	1	2	1	2	0	1	2	5	3	1	3	3	24
OG0005913	2	1	4	1	1	1	1	8	2	1	1	1	24
OG0005914	4	1	2	1	1	1	1	3	3	3	1	3	24
OG0005915	4	1	2	1	3	1	1	2	2	3	1	3	24
OG0005916	4	1	4	1	1	1	1	3	1	1	1	5	24
OG0005917	1	3	2	1	1	1	1	2	1	4	1	6	24
OG0005918	4	1	3	1	1	2	1	2	1	1	1	6	24
OG0005919	2	2	1	2	1	1	3	4	4	1	2	1	24
OG0005920	7	1	1	2	1	1	1	3	2	2	2	1	24
OG0005921	2	1	2	2	2	1	1	3	2	5	1	2	24
OG0005922	2	1	8	1	2	2	0	2	2	2	1	1	24
OG0005923	1	2	3	0	2	2	2	7	1	2	0	2	24
OG0005924	1	1	3	2	1	1	1	6	3	3	1	1	24
OG0005925	1	1	2	2	1	2	1	2	2	6	3	1	24
OG0005926	2	2	2	1	2	1	1	2	3	2	2	4	24
OG0005927	1	3	3	2	2	1	1	2	3	2	2	2	24
OG0005928	1	2	1	2	1	1	1	8	2	1	1	3	24
OG0005929	4	1	7	2	1	1	1	1	2	1	1	2	24
OG0005930	8	1	1	1	1	1	1	1	1	2	1	5	24
OG0005931	1	1	1	2	1	1	1	10	1	2	1	2	24
OG0005932	1	1	3	0	1	2	1	4	4	2	2	3	24
OG0005933	1	1	3	1	1	2	1	2	1	1	1	9	24
OG0005934	3	1	3	0	1	0	0	9	1	2	2	2	24
OG0005935	3	1	5	1	1	1	1	2	5	0	2	2	24
OG0005936	1	2	5	2	1	1	1	3	4	1	1	2	24
OG0005937	2	1	2	1	1	1	1	7	2	1	1	4	24
OG0005938	3	1	3	0	1	0	0	4	4	2	4	2	24
OG0005939	3	2	1	5	1	2	1	3	3	1	1	1	24
OG0005940	3	1	2	2	1	2	1	3	4	2	2	1	24
OG0005941	2	1	1	2	2	1	1	2	5	1	1	5	24
OG0005942	1	3	1	1	1	1	1	2	3	3	1	6	24
OG0005943	2	1	1	2	1	1	2	5	4	1	2	2	24
OG0005944	3	1	1	1	1	1	1	2	3	3	1	6	24
OG0005945	3	2	2	3	1	2	1	4	2	1	2	1	24
OG0005946	9	1	1	1	1	1	1	1	2	1	1	4	24
OG0005947	1	1	2	2	2	2	3	4	3	1	2	1	24
OG0005948	3	2	5	1	2	0	1	2	5	0	1	2	24
OG0005949	2	2	3	2	1	1	2	1	2	2	3	3	24
OG0005950	6	1	3	1	1	0	0	5	2	3	1	1	24
OG0005951	4	1	1	2	1	1	1	2	3	6	2	0	24
OG0005952	2	1	5	1	1	1	1	2	4	2	2	2	24
OG0005953	1	1	1	1	7	2	2	5	1	1	1	1	24
OG0005954	2	2	3	2	1	1	1	3	2	4	1	2	24
OG0005955	2	1	2	1	1	1	4	5	1	1	1	4	24
OG0005956	3	1	2	3	1	2	1	3	1	4	2	1	24
OG0005957	1	1	4	4	1	1	1	4	2	2	2	1	24
OG0005958	1	1	1	3	6	2	1	5	1	1	1	1	24
OG0005959	2	1	2	5	1	2	2	3	2	1	2	1	24
OG0005960	3	1	2	2	1	1	1	5	2	1	1	4	24
OG0005961	5	1	2	1	1	1	2	3	5	1	1	1	24
OG0005962	1	1	3	2	1	2	1	6	1	2	1	3	24
OG0005963	1	1	1	1	1	2	1	7	2	2	2	3	24
OG0005964	2	1	9	1	1	1	1	3	2	1	1	1	24
OG0005965	3	1	2	1	2	1	1	3	3	2	2	3	24
OG0005966	2	1	3	1	1	1	1	3	3	2	1	5	24
OG0005967	3	1	3	3	1	1	1	2	2	2	3	2	24
OG0005968	1	2	2	5	1	2	2	4	2	1	1	1	24
OG0005969	1	3	1	1	2	1	2	7	2	1	1	2	24
OG0005970	5	1	2	2	1	2	1	4	3	1	1	1	24
OG0005971	3	1	3	2	1	1	1	4	2	3	1	2	24
OG0005972	2	1	2	2	2	1	1	2	3	3	2	3	24
OG0005973	2	1	4	1	1	1	1	2	5	1	3	2	24
OG0005974	1	2	3	2	1	1	2	6	2	1	1	2	24
OG0005975	2	3	2	2	1	1	0	4	4	2	1	2	24
OG0005976	3	1	2	1	1	1	1	5	2	2	1	4	24
OG0005977	2	1	5	2	1	1	2	2	4	2	1	1	24
OG0005978	2	2	2	2	1	1	1	5	4	2	1	1	24
OG0005979	5	1	2	1	1	1	1	2	2	4	1	3	24
OG0005980	2	1	4	1	1	1	0	5	2	3	2	2	24
OG0005981	1	0	4	4	0	1	1	9	2	0	1	1	24
OG0005982	2	2	2	1	1	1	1	4	5	2	2	1	24
OG0005983	1	1	2	1	1	0	1	3	3	1	1	9	24
OG0005984	7	1	2	1	2	1	2	2	2	1	1	2	24
OG0005985	2	2	1	1	2	1	1	4	1	6	1	2	24
OG0005986	1	2	4	1	1	2	1	4	3	3	1	1	24
OG0005987	1	2	4	1	0	1	1	3	4	2	4	1	24
OG0005988	2	1	2	1	1	1	1	9	2	2	1	1	24
OG0005989	2	1	4	1	2	0	1	2	3	4	3	1	24
OG0005990	3	1	1	2	1	2	2	3	1	1	1	6	24
OG0005991	1	2	2	1	1	1	1	7	2	2	1	3	24
OG0005992	3	1	1	1	2	1	2	4	1	1	1	6	24
OG0005993	4	1	6	1	1	1	1	2	1	1	1	4	24
OG0005994	3	1	2	2	1	1	1	4	4	1	1	3	24
OG0005995	1	2	2	2	1	1	1	2	6	2	3	1	24
OG0005996	7	1	1	1	1	1	1	3	3	1	1	3	24
OG0005997	2	1	1	1	1	1	1	5	2	1	3	5	24
OG0005998	1	1	8	2	1	1	1	2	1	1	1	4	24
OG0005999	1	1	2	0	4	0	0	5	3	1	1	6	24
OG0006000	1	2	3	1	2	0	1	4	4	2	2	2	24
OG0006001	1	1	2	3	1	2	1	4	4	3	1	1	24
OG0006002	1	1	2	1	0	1	1	2	3	1	1	10	24
OG0006003	2	1	4	2	1	2	2	2	3	1	2	2	24
OG0006004	4	1	0	2	1	1	1	4	2	1	1	6	24
OG0006005	7	1	1	0	1	0	0	3	2	1	1	7	24
OG0006006	3	1	2	2	1	1	2	2	5	1	1	3	24
OG0006007	2	2	2	2	1	2	1	4	2	2	0	4	24
OG0006008	2	1	7	0	1	2	0	4	2	2	2	1	24
OG0006009	5	1	2	3	1	2	1	1	2	1	1	4	24
OG0006010	1	1	4	0	1	0	1	8	2	4	1	1	24
OG0006011	2	1	3	0	1	0	0	8	3	1	2	3	24
OG0006012	1	1	1	1	2	1	2	6	2	3	2	2	24
OG0006013	2	3	2	4	2	2	1	3	1	2	1	1	24
OG0006014	1	1	2	3	1	2	2	4	2	2	3	1	24
OG0006015	2	1	3	1	1	1	1	4	5	3	1	1	24
OG0006016	3	1	7	2	1	1	1	4	2	1	1	0	24
OG0006017	2	2	2	2	2	1	1	2	2	6	1	1	24
OG0006018	2	1	4	1	1	1	1	5	3	2	2	1	24
OG0006019	1	1	3	4	1	2	1	3	1	4	1	2	24
OG0006020	6	1	2	2	1	1	1	5	2	1	1	1	24
OG0006021	2	1	1	1	1	1	1	8	3	1	1	3	24
OG0006022	1	1	6	1	1	1	1	4	4	1	1	2	24
OG0006023	6	1	1	1	1	1	1	3	3	3	1	2	24
OG0006024	1	2	2	1	1	1	1	4	2	2	1	6	24
OG0006025	1	2	1	2	1	1	1	2	5	1	1	6	24
OG0006026	2	1	2	2	1	1	1	3	4	1	2	4	24
OG0006027	2	1	1	1	1	1	1	2	1	1	2	10	24
OG0006028	1	1	3	3	3	1	1	2	1	1	1	6	24
OG0006029	4	1	2	2	1	1	1	5	1	1	1	4	24
OG0006030	2	1	1	2	1	1	1	9	1	1	1	3	24
OG0006031	1	1	3	2	1	1	2	2	2	6	1	2	24
OG0006032	1	1	2	3	2	1	1	4	2	3	1	3	24
OG0006033	1	1	4	3	1	2	2	4	3	1	1	1	24
OG0006034	2	2	1	2	1	1	2	6	2	1	1	3	24
OG0006035	2	0	1	0	0	0	0	10	3	1	1	6	24
OG0006036	1	1	1	1	1	0	1	11	2	2	1	2	24
OG0006037	1	1	2	2	1	1	1	8	1	1	1	4	24
OG0006038	1	1	2	0	3	0	0	3	3	4	2	5	24
OG0006039	1	1	2	0	1	0	0	4	10	1	2	2	24
OG0006040	2	1	2	1	1	0	1	4	5	3	1	3	24
OG0006041	1	2	1	0	1	0	1	11	3	2	1	1	24
OG0006042	1	2	2	2	1	1	1	4	6	1	1	2	24
OG0006043	1	0	2	0	1	0	0	2	14	1	1	2	24
OG0006044	6	1	2	2	2	1	1	1	2	3	1	2	24
OG0006045	1	1	2	1	1	0	2	6	1	2	1	6	24
OG0006046	2	1	2	1	1	1	1	4	3	5	1	2	24
OG0006047	1	1	2	2	1	1	2	4	4	2	2	2	24
OG0006048	4	1	2	1	2	1	1	2	4	4	1	1	24
OG0006049	3	1	2	1	4	1	1	5	2	2	1	1	24
OG0006050	1	1	5	1	1	1	1	2	2	2	1	6	24
OG0006051	4	1	1	1	10	0	1	2	1	1	1	1	24
OG0006052	2	1	2	1	3	1	3	1	5	2	1	2	24
OG0006053	1	1	7	1	1	1	1	5	1	2	1	2	24
OG0006054	1	1	3	1	1	1	1	1	2	1	1	10	24
OG0006055	3	1	2	1	1	1	1	3	2	3	1	5	24
OG0006056	1	1	2	3	1	2	1	3	4	2	3	1	24
OG0006057	2	1	1	2	1	2	2	6	2	2	2	1	24
OG0006058	1	1	1	1	1	1	1	2	4	2	1	8	24
OG0006059	3	1	3	0	1	0	0	3	1	2	1	9	24
OG0006060	2	1	4	2	1	1	1	3	2	5	1	1	24
OG0006061	2	2	1	1	3	1	2	1	4	4	2	1	24
OG0006062	1	2	1	1	2	1	2	7	3	2	1	1	24
OG0006063	1	1	2	1	2	0	1	9	3	2	1	1	24
OG0006064	1	2	6	2	1	1	1	2	2	2	1	3	24
OG0006065	8	1	1	2	2	1	1	2	2	1	1	2	24
OG0006066	1	1	1	1	1	0	1	8	5	2	0	3	24
OG0006067	4	0	0	0	7	0	0	2	8	1	0	2	24
OG0006068	8	1	1	1	1	1	1	4	3	1	1	1	24
OG0006069	4	1	1	1	1	1	1	4	2	1	1	6	24
OG0006070	4	1	5	1	1	1	1	4	3	1	1	1	24
OG0006071	1	1	3	2	1	1	1	5	2	1	1	5	24
OG0006072	2	1	1	1	1	1	0	3	3	1	1	9	24
OG0006073	1	1	3	1	1	1	2	4	6	0	3	1	24
OG0006074	1	1	9	1	1	1	1	2	0	5	2	0	24
OG0006075	4	1	1	2	1	1	1	3	2	1	1	6	24
OG0006076	1	1	1	1	5	1	1	3	4	1	2	3	24
OG0006077	1	1	1	1	1	1	1	2	8	1	1	5	24
OG0006078	1	1	2	2	1	1	1	2	2	3	1	7	24
OG0006079	1	0	1	0	13	0	0	3	3	1	1	1	24
OG0006080	1	2	4	3	3	1	1	2	1	2	1	3	24
OG0006081	1	2	3	1	2	1	1	6	2	2	1	2	24
OG0006082	2	1	4	2	1	2	1	4	4	1	1	1	24
OG0006083	2	1	2	1	1	1	1	5	2	1	1	6	24
OG0006084	5	1	1	2	1	1	1	6	1	1	1	3	24
OG0006085	2	0	1	1	1	0	1	9	2	2	2	3	24
OG0006086	1	1	1	2	2	1	1	4	4	2	2	3	24
OG0006087	2	2	2	2	1	1	1	2	2	1	1	7	24
OG0006088	4	0	2	2	5	1	1	6	2	0	0	1	24
OG0006089	3	1	1	1	1	1	2	3	1	3	1	6	24
OG0006090	1	1	1	1	1	1	1	9	2	2	2	2	24
OG0006091	1	2	1	2	6	1	1	1	2	3	1	3	24
OG0006092	1	1	3	2	1	1	0	3	1	3	1	7	24
OG0006093	3	1	2	1	1	1	2	4	1	2	3	3	24
OG0006094	1	1	2	1	1	1	1	4	3	5	1	3	24
OG0006095	5	1	3	2	1	1	1	3	1	0	1	5	24
OG0006096	2	1	2	2	1	1	1	5	5	1	1	2	24
OG0006097	2	1	1	1	1	1	1	5	2	2	1	6	24
OG0006098	1	2	2	1	0	1	1	6	2	1	3	4	24
OG0006099	1	2	4	3	1	1	1	5	1	2	1	2	24
OG0006100	2	0	4	1	1	1	1	2	3	2	1	6	24
OG0006101	3	1	1	1	1	1	1	8	3	2	1	1	24
OG0006102	2	1	2	1	2	2	1	2	3	2	1	5	24
OG0006103	1	0	4	0	1	0	0	4	3	3	3	5	24
OG0006104	3	1	4	2	1	1	1	5	2	1	1	2	24
OG0006105	1	1	1	1	7	1	1	4	2	0	1	4	24
OG0006106	1	1	1	1	1	2	1	6	4	3	2	1	24
OG0006107	2	2	2	1	1	1	1	4	2	1	3	4	24
OG0006108	2	2	4	2	2	1	2	2	2	2	2	1	24
OG0006109	2	2	3	2	1	1	1	5	2	1	2	2	24
OG0006110	2	1	2	1	3	1	1	4	4	0	1	4	24
OG0006111	2	1	4	2	1	2	1	4	1	4	1	1	24
OG0006112	2	1	3	2	2	2	1	2	3	3	2	1	24
OG0006113	2	1	1	1	1	0	2	4	3	1	1	7	24
OG0006114	1	1	1	1	1	0	0	6	3	5	1	4	24
OG0006115	2	1	1	1	1	1	1	5	4	3	1	3	24
OG0006116	4	2	2	1	1	1	2	3	3	1	2	2	24
OG0006117	2	1	2	1	1	0	0	5	4	1	2	5	24
OG0006118	3	1	2	1	2	1	1	3	2	1	1	6	24
OG0006119	1	1	2	0	1	1	1	6	6	1	3	1	24
OG0006120	1	1	4	3	1	0	1	2	2	3	3	3	24
OG0006121	1	1	4	2	1	1	1	2	2	1	3	5	24
OG0006122	5	1	3	1	1	1	1	3	3	4	1	0	24
OG0006123	1	2	1	2	1	3	1	2	2	6	1	2	24
OG0006124	1	2	1	0	1	1	1	10	0	1	1	5	24
OG0006125	6	2	1	4	1	1	1	2	2	2	1	1	24
OG0006126	1	1	2	3	1	1	1	4	4	3	2	1	24
OG0006127	1	1	8	1	1	1	1	2	3	2	2	1	24
OG0006128	2	0	6	1	1	1	1	2	2	3	1	4	24
OG0006129	1	1	4	2	1	1	1	9	1	1	1	1	24
OG0006130	1	1	1	2	1	2	3	3	7	1	1	1	24
OG0006131	1	1	4	1	1	1	1	5	1	2	4	2	24
OG0006132	1	1	1	0	1	1	1	4	11	1	1	1	24
OG0006133	3	1	2	1	1	1	1	8	1	2	1	2	24
OG0006134	1	1	7	1	1	1	1	2	4	2	2	1	24
OG0006135	1	1	1	1	1	1	1	2	6	3	1	5	24
OG0006136	7	1	1	1	1	1	2	1	2	1	1	5	24
OG0006137	7	1	1	1	1	2	1	3	1	2	1	3	24
OG0006138	2	3	1	1	1	0	0	6	1	2	1	6	24
OG0006139	1	2	2	2	1	2	1	3	4	1	3	2	24
OG0006140	1	1	1	1	1	1	2	2	2	2	1	9	24
OG0006141	2	2	2	1	1	2	1	6	2	1	1	3	24
OG0006142	1	1	3	1	1	1	3	7	1	3	1	1	24
OG0006143	2	1	4	1	1	1	1	8	2	1	1	1	24
OG0006144	4	0	0	0	0	0	0	10	2	0	2	6	24
OG0006145	1	1	5	1	1	1	1	4	5	2	1	1	24
OG0006146	2	1	3	1	2	1	1	4	3	2	1	3	24
OG0006147	1	1	2	1	2	1	1	9	2	1	1	2	24
OG0006148	1	1	2	2	1	1	2	2	4	4	2	2	24
OG0006149	1	1	3	1	2	1	1	8	2	1	1	2	24
OG0006150	3	1	1	1	1	1	1	2	1	4	1	7	24
OG0006151	2	2	2	4	1	2	1	3	4	1	1	1	24
OG0006152	1	1	3	4	1	2	2	4	1	2	2	1	24
OG0006153	2	1	1	0	1	1	1	9	2	1	2	3	24
OG0006154	1	1	3	1	1	1	1	4	1	2	2	6	24
OG0006155	3	1	4	1	1	0	1	3	2	1	1	6	24
OG0006156	1	1	1	2	1	1	1	7	2	4	1	2	24
OG0006157	2	1	5	1	1	1	1	2	2	1	1	6	24
OG0006158	1	1	3	2	1	1	1	3	4	1	4	2	24
OG0006159	1	1	2	2	4	1	1	3	3	2	1	3	24
OG0006160	1	1	8	2	1	3	1	2	1	2	1	1	24
OG0006161	1	2	3	1	1	1	2	4	5	1	2	1	24
OG0006162	4	1	1	2	1	1	1	4	4	1	2	2	24
OG0006163	2	1	3	2	1	1	1	8	0	2	1	2	24
OG0006164	5	1	1	1	1	1	1	5	2	3	1	2	24
OG0006165	1	1	2	1	1	1	1	5	8	1	1	1	24
OG0006166	2	1	1	1	3	1	1	8	1	2	2	1	24
OG0006167	2	1	1	1	1	1	1	5	2	4	1	4	24
OG0006168	3	2	6	1	1	1	1	2	1	2	1	3	24
OG0006169	1	1	2	1	1	1	1	5	4	3	2	2	24
OG0006170	2	1	2	1	1	2	1	1	2	4	2	5	24
OG0006171	2	1	4	1	0	1	1	4	4	2	3	1	24
OG0006172	3	1	1	3	1	1	0	4	2	2	1	5	24
OG0006173	1	1	1	4	1	1	3	5	2	1	2	2	24
OG0006174	5	1	3	0	1	0	0	3	1	1	2	7	24
OG0006175	1	2	3	4	1	3	1	2	1	3	1	2	24
OG0006176	4	1	2	3	1	1	1	4	2	3	1	1	24
OG0006177	1	1	3	2	5	1	1	4	2	1	2	1	24
OG0006178	2	1	6	1	1	1	1	3	3	1	1	3	24
OG0006179	1	2	3	0	1	1	1	4	1	1	2	7	24
OG0006180	2	1	3	1	1	1	1	4	2	2	1	5	24
OG0006181	1	1	1	1	1	2	1	4	1	3	1	7	24
OG0006182	1	1	3	2	1	1	1	3	6	1	2	2	24
OG0006183	2	1	1	1	1	1	1	5	3	3	2	3	24
OG0006184	5	1	0	2	1	1	1	8	2	2	0	1	24
OG0006185	1	2	3	2	1	3	1	2	3	2	3	1	24
OG0006186	2	1	2	1	0	1	1	10	2	1	1	2	24
OG0006187	1	2	2	3	1	3	1	5	2	1	2	1	24
OG0006188	1	1	8	2	1	1	1	2	1	1	1	4	24
OG0006189	5	1	3	1	1	2	1	5	1	1	1	2	24
OG0006190	1	1	7	2	1	1	1	2	3	1	2	2	24
OG0006191	4	0	7	1	0	0	0	1	6	1	4	0	24
OG0006192	2	1	2	2	3	1	1	2	2	1	1	6	24
OG0006193	2	1	4	5	1	1	1	3	1	2	1	2	24
OG0006194	2	2	1	1	3	1	1	2	2	2	1	6	24
OG0006195	2	2	1	2	3	0	2	4	4	2	1	1	24
OG0006196	2	1	3	2	2	1	1	4	2	2	1	3	24
OG0006197	4	2	2	1	2	1	0	2	3	3	2	2	24
OG0006198	1	2	7	1	1	1	1	3	2	1	1	3	24
OG0006199	1	1	3	1	1	0	1	3	2	1	1	9	24
OG0006200	5	3	3	2	1	1	1	4	1	1	1	1	24
OG0006201	1	2	3	2	1	2	1	4	3	2	2	1	24
OG0006202	2	2	3	2	1	2	1	2	2	2	3	2	24
OG0006203	1	0	3	3	2	2	1	3	2	1	1	5	24
OG0006204	1	1	3	1	1	1	1	4	2	2	1	6	24
OG0006205	1	2	4	3	3	1	3	1	0	4	1	1	24
OG0006206	2	1	1	2	1	0	1	5	3	2	2	4	24
OG0006207	1	1	1	2	1	2	1	8	3	1	1	2	24
OG0006208	1	1	3	2	1	2	2	2	2	3	2	3	24
OG0006209	4	2	1	0	2	1	1	3	2	3	2	3	24
OG0006210	6	1	2	2	1	1	1	4	1	2	1	2	24
OG0006211	4	1	8	1	1	1	1	3	1	1	1	1	24
OG0006212	1	3	4	2	1	1	1	5	2	1	2	1	24
OG0006213	2	1	1	2	1	1	2	2	5	2	3	2	24
OG0006214	4	1	4	2	1	0	1	4	3	1	1	2	24
OG0006215	2	2	3	3	1	1	1	4	3	1	1	2	24
OG0006216	1	1	1	1	1	1	5	5	3	1	1	3	24
OG0006217	3	1	2	1	1	2	1	6	4	1	1	1	24
OG0006218	2	1	2	1	1	2	1	7	2	3	1	1	24
OG0006219	2	1	4	1	1	1	3	1	3	1	1	5	24
OG0006220	3	1	1	1	1	1	2	3	6	1	1	3	24
OG0006221	1	2	2	1	2	1	1	4	3	3	2	2	24
OG0006222	1	2	2	3	1	2	1	2	5	2	2	1	24
OG0006223	3	1	2	2	2	0	1	3	2	1	1	6	24
OG0006224	1	1	1	1	1	1	2	15	0	1	0	0	24
OG0006225	1	1	3	2	1	2	2	2	3	2	3	2	24
OG0006226	4	1	1	1	1	1	1	5	2	2	1	4	24
OG0006227	2	1	3	2	1	1	1	1	1	5	1	5	24
OG0006228	1	1	1	1	3	1	2	9	2	1	1	1	24
OG0006229	2	1	3	0	1	0	0	9	2	1	1	4	24
OG0006230	4	2	4	1	1	1	1	4	2	2	1	1	24
OG0006231	1	2	1	3	1	2	1	6	2	2	1	2	24
OG0006232	3	2	6	1	1	1	2	1	1	1	1	4	24
OG0006233	3	2	2	3	1	1	1	2	4	1	3	1	24
OG0006234	2	1	7	1	2	1	0	1	2	3	1	3	24
OG0006235	5	2	1	2	2	1	1	2	3	2	2	1	24
OG0006236	1	3	4	0	1	0	0	4	2	2	5	2	24
OG0006237	5	1	2	0	1	0	1	5	2	2	1	4	24
OG0006238	4	2	2	1	1	1	1	5	2	2	1	2	24
OG0006239	1	1	3	2	1	1	1	6	2	1	1	4	24
OG0006240	1	1	3	3	1	1	1	3	4	2	1	3	24
OG0006241	2	1	6	1	1	1	1	3	2	3	1	2	24
OG0006242	1	1	2	3	5	1	0	3	2	3	2	1	24
OG0006243	2	5	2	3	2	1	1	2	1	2	2	1	24
OG0006244	2	1	4	2	1	1	1	3	2	2	1	4	24
OG0006245	5	1	2	1	1	1	1	1	2	2	1	6	24
OG0006246	1	1	3	1	1	2	1	4	3	1	1	5	24
OG0006247	1	1	3	1	1	1	1	9	3	1	1	1	24
OG0006248	1	1	7	1	1	0	2	6	1	1	1	2	24
OG0006249	1	1	0	0	22	0	0	0	0	0	0	0	24
OG0006250	4	1	1	1	1	2	2	1	4	1	1	5	24
OG0006251	1	2	4	2	2	1	1	2	2	3	2	2	24
OG0006252	4	1	1	1	1	1	1	1	2	1	1	9	24
OG0006253	1	1	2	1	1	1	2	5	2	3	1	4	24
OG0006254	1	2	2	2	1	1	1	3	1	1	3	6	24
OG0006255	1	2	2	3	1	1	1	8	1	2	1	1	24
OG0006256	1	1	4	0	1	0	0	6	3	2	4	2	24
OG0006257	0	12	0	1	2	0	0	0	0	9	0	0	24
OG0006258	0	2	2	0	10	0	0	4	2	2	0	2	24
OG0006259	0	5	1	1	6	0	7	1	1	2	0	0	24
OG0006260	0	2	2	3	1	1	1	5	2	1	2	4	24
OG0006261	0	1	2	1	1	1	1	12	1	3	0	1	24
OG0006262	0	1	0	1	1	1	1	0	12	1	2	4	24
OG0006263	0	1	1	1	1	1	1	11	2	1	1	3	24
OG0006264	0	2	0	0	8	0	0	0	0	14	0	0	24
OG0006265	0	1	2	2	1	1	2	3	1	3	1	7	24
OG0006266	0	0	24	0	0	0	0	0	0	0	0	0	24
OG0006267	0	0	4	1	1	0	1	5	1	3	2	6	24
OG0006268	0	0	24	0	0	0	0	0	0	0	0	0	24
OG0006269	0	0	23	0	0	0	0	0	0	0	1	0	24
OG0006270	0	0	0	1	1	7	1	13	0	0	1	0	24
OG0006271	0	0	0	0	1	1	6	0	0	0	16	0	24
OG0006272	0	0	0	0	24	0	0	0	0	0	0	0	24
OG0006273	0	0	0	0	3	0	0	0	0	21	0	0	24
OG0006274	0	0	0	0	1	0	0	0	23	0	0	0	24
OG0006275	0	0	0	0	0	1	0	22	1	0	0	0	24
OG0006276	0	0	0	0	0	0	0	24	0	0	0	0	24
OG0006277	0	0	0	0	0	0	0	15	0	2	3	4	24
OG0006278	0	0	0	0	0	0	0	21	0	0	1	2	24
OG0006279	0	0	0	0	0	0	0	2	0	0	0	22	24
OG0006280	0	0	0	0	0	0	0	24	0	0	0	0	24
OG0006281	0	0	0	0	0	0	0	0	24	0	0	0	24
OG0006282	0	0	0	0	0	0	0	0	24	0	0	0	24
OG0006283	0	0	0	0	0	0	0	0	24	0	0	0	24
OG0006284	0	0	0	0	0	0	0	0	24	0	0	0	24
OG0006285	0	0	0	0	0	0	0	0	24	0	0	0	24
OG0006286	0	0	0	0	0	0	0	0	23	0	0	1	24
OG0006287	0	0	0	0	0	0	0	0	1	23	0	0	24
OG0006288	0	0	0	0	0	0	0	0	0	24	0	0	24
OG0006289	0	0	0	0	0	0	0	0	0	24	0	0	24
OG0006290	0	0	0	0	0	0	0	0	0	24	0	0	24
OG0006291	0	0	0	0	0	0	0	0	0	24	0	0	24
OG0006292	0	0	0	0	0	0	0	0	0	24	0	0	24
OG0006293	0	0	0	0	0	0	0	0	0	0	24	0	24
OG0006294	0	0	0	0	0	0	0	0	0	0	24	0	24
OG0006295	0	0	0	0	0	0	0	0	0	0	0	24	24
OG0006296	4	1	1	3	1	1	2	3	2	2	1	2	23
OG0006297	1	1	3	1	1	1	1	4	2	5	1	2	23
OG0006298	2	2	7	1	1	1	1	2	1	1	1	3	23
OG0006299	3	2	1	2	3	2	1	4	1	1	0	3	23
OG0006300	1	1	3	0	2	0	2	3	6	3	1	1	23
OG0006301	1	1	2	1	1	1	2	5	2	3	2	2	23
OG0006302	2	2	1	2	1	1	2	3	3	1	3	2	23
OG0006303	3	1	5	1	1	1	1	4	2	1	1	2	23
OG0006304	1	2	1	1	2	2	1	4	3	2	2	2	23
OG0006305	1	2	2	3	2	3	1	2	1	1	2	3	23
OG0006306	2	1	2	2	1	1	1	4	2	2	1	4	23
OG0006307	1	1	2	1	1	1	1	6	4	1	2	2	23
OG0006308	4	1	1	2	3	0	1	2	3	2	3	1	23
OG0006309	1	2	2	2	1	2	1	3	4	1	1	3	23
OG0006310	4	1	2	1	1	1	1	3	1	3	3	2	23
OG0006311	22	0	0	0	0	0	0	0	0	0	1	0	23
OG0006312	2	2	1	2	1	2	1	6	1	3	1	1	23
OG0006313	2	1	2	2	1	1	1	3	5	1	2	2	23
OG0006314	1	1	3	1	1	1	2	2	7	0	2	2	23
OG0006315	2	1	4	1	1	1	1	2	2	2	2	4	23
OG0006316	6	1	1	1	4	1	1	3	2	1	1	1	23
OG0006317	1	1	9	1	1	1	1	2	2	2	1	1	23
OG0006318	5	1	1	2	1	1	2	3	2	1	2	2	23
OG0006319	1	1	1	2	1	1	1	3	3	3	2	4	23
OG0006320	2	1	1	1	1	1	1	4	3	2	1	5	23
OG0006321	4	1	6	1	1	1	1	1	3	1	1	2	23
OG0006322	1	1	2	2	1	2	1	2	5	1	1	4	23
OG0006323	2	1	3	3	1	1	2	2	1	2	2	3	23
OG0006324	4	0	3	2	1	2	1	2	3	1	1	3	23
OG0006325	1	1	2	2	1	2	1	4	1	4	1	3	23
OG0006326	4	2	2	3	2	1	1	2	2	1	1	2	23
OG0006327	5	1	1	1	1	1	1	4	2	2	2	2	23
OG0006328	1	2	0	0	1	0	0	8	1	1	3	6	23
OG0006329	1	2	2	5	1	1	3	3	0	1	3	1	23
OG0006330	2	1	3	2	1	2	1	4	3	1	2	1	23
OG0006331	1	3	1	1	1	1	1	6	5	1	1	1	23
OG0006332	4	1	3	1	1	1	1	5	2	1	1	2	23
OG0006333	1	2	3	1	1	2	1	6	3	1	1	1	23
OG0006334	3	1	0	7	2	1	2	1	2	0	2	2	23
OG0006335	5	1	2	1	1	1	1	3	1	1	5	1	23
OG0006336	2	1	2	2	1	2	1	3	3	4	1	1	23
