"","target_id","ATgene_ID","TopBLASTHit_Name","tissue","module"
"2284","Dm_00006819","AT3G02530.1","Chaperonin containing T-complex polypeptide-1 subunit 6-2",NA,3
"2285","Dm_00019780","AT3G11830.1","Chaperonin containing T-complex polypeptide-1 subunit 7",NA,3
"2286","Dm_00011862","AT3G03960.1","Chaperonin containing T-complex polypeptide-1 subunit 8",NA,3
"2287","Dm_00016714","AT3G13470.1","chaperonin-60beta2",NA,3
"2288","Dm_00000939","AT3G54420.1","CHITINASE CLASS IV, homolog of carrot EP3-3 chitinase","GlIn",3
"2289","Dm_00020493","AT3G54420.1","CHITINASE CLASS IV, homolog of carrot EP3-3 chitinase","GlCo",3
"2290","Dm_00020493","AT3G54420.1","CHITINASE CLASS IV, homolog of carrot EP3-3 chitinase","GlIn",3
"2291","Dm_00001913","AT5G49890.1","chloride channel C",NA,3
"2292","Dm_00012645","AT5G49890.1","chloride channel C",NA,3
"2293","Dm_00009681","AT1G36390.2","Chloroplast GrpE 2",NA,3
"2294","Dm_00015223","AT5G10910.1","Chloroplast MraW-Like",NA,3
"2295","Dm_00007310","AT5G66520.1","Chloroplast RNA Editing Factor 7",NA,3
"2296","Dm_00015512","AT5G10870.1","chorismate mutase 2",NA,3
"2297","Dm_00000218","AT4G19020.2","chromomethylase 2","Fl",3
"2298","Dm_00000435","AT1G72680.1","CINNAMYL ALCOHOL DEHYDROGENASE 1, cinnamyl-alcohol dehydrogenase","GlCo",3
"2299","Dm_00000435","AT1G72680.1","CINNAMYL ALCOHOL DEHYDROGENASE 1, cinnamyl-alcohol dehydrogenase","GlIn",3
"2300","Dm_00003635","AT3G58750.1","citrate synthase 2",NA,3
"2301","Dm_00017360","AT3G50660.1","CLOMAZONE-RESISTANT, SHADE AVOIDANCE 1, SUPPRESSOR OF NPH4 2, CYTOCHROME P450 90B1, PARTIALLY SUPPRESSING  COI1 INSENSITIVITY TO JA 1, DWARF 4",NA,3
"2302","Dm_00010047","AT1G14560.1","CoA Carrier 1","GlCo",3
"2303","Dm_00011304","AT4G26180.1","CoA Carrier 2",NA,3
"2304","Dm_00017893","AT5G60920.1","COBRA","Ro",3
"2305","Dm_00020264","AT1G59840.2","cofactor assembly of complex C",NA,3
"2306","Dm_00000675","AT1G29160.1","Cogwheel1",NA,3
"2307","Dm_00013942","AT4G36020.3","cold shock protein 1, cold shock domain protein 1","GlIn",3
"2308","Dm_00020702","AT1G16670.1","cold-responsive protein kinase 1",NA,3
"2309","Dm_00021062","AT1G45688.1","companion of cellulose synthase 1",NA,3
"2310","Dm_00008472","AT4G37750.1","COMPLEMENTING A PROTEIN KINASE C MUTANT 1, AINTEGUMENTA, DRAGON",NA,3
"2311","Dm_00002597","AT5G50000.1","Convergence of Blue Light and CO2 2",NA,3
"2312","Dm_00001469","AT5G56280.1","COP9 signalosome subunit 6A",NA,3
"2313","Dm_00008197","AT1G71230.1","COP9-signalosome 5B",NA,3
"2314","Dm_00013835","AT2G42490.1","Copper Amine Oxidase zeta",NA,3
"2315","Dm_00003521","AT2G26975.1","copper transporter 6",NA,3
"2316","Dm_00006125","AT3G28630.1","CROLIN 1","GlCo",3
"2317","Dm_00006125","AT3G28630.1","CROLIN 1","GlIn",3
"2318","Dm_00015832","AT5G19380.1","CRT (chloroquine-resistance transporter)-like transporter 1",NA,3
"2319","Dm_00021064","AT1G03880.1","CRUCIFERIN B, cruciferin 2","GlCo",3
"2320","Dm_00021064","AT1G03880.1","CRUCIFERIN B, cruciferin 2","TrCor",3
"2321","Dm_00016097","AT5G44120.3","CRUCIFERINA","GlCo",3
"2322","Dm_00016097","AT5G44120.3","CRUCIFERINA","GlIn",3
"2323","Dm_00002007","AT5G48560.2","CRY2-interacting bHLH 2",NA,3
"2324","Dm_00017638","AT1G04400.2","cryptochrome 2",NA,3
"2325","Dm_00000424","AT1G32790.1","CTC-interacting domain 11",NA,3
"2326","Dm_00018687","AT1G30820.1","CTP synthase 1",NA,3
"2327","Dm_00019150","AT1G68530.1","CUTICULAR 1, ECERIFERUM 6, 3-ketoacyl-CoA synthase 6, POLLEN-PISTIL INCOMPATIBILITY 1",NA,3
"2328","Dm_00007090","AT4G34490.2","cyclase associated protein 1",NA,3
"2329","Dm_00014190","AT5G53130.1","cyclic nucleotide gated channel 1, CYCLIC NUCLEOTIDE-GATED CHANNEL 1",NA,3
"2330","Dm_00015081","AT5G15410.1","CYCLIC NUCLEOTIDE GATED CHANNEL 2, DEFENSE NO DEATH 1, CYCLIC NUCLEOTIDE-GATED CHANNEL 2",NA,3
"2331","Dm_00011698","AT1G17330.1","cyclic nucleotidedependent phosphodiesterase 1",NA,3
"2332","Dm_00015663","AT5G65420.4","CYCLIN D4;1",NA,3
"2333","Dm_00012011","AT1G18040.1","cyclin-dependent kinase D1;3, CYCLIN-DEPENDENT KINASE D1;3",NA,3
"2334","Dm_00012903","AT1G18040.1","cyclin-dependent kinase D1;3, CYCLIN-DEPENDENT KINASE D1;3",NA,3
"2335","Dm_00008998","AT5G47550.1","Cysteine proteinase inhibitor 5",NA,3
"2336","Dm_00010557","AT5G47550.1","Cysteine proteinase inhibitor 5",NA,3
"2337","Dm_00017791","AT4G05200.1","cysteine-rich RLK (RECEPTOR-like protein kinase) 25",NA,3
"2338","Dm_00000925","AT2G32720.1","cytochrome B5 isoform B, ARABIDOPSIS CYTOCHROME B5 ISOFORM B",NA,3
"2339","Dm_00016067","AT2G32720.1","cytochrome B5 isoform B, ARABIDOPSIS CYTOCHROME B5 ISOFORM B",NA,3
"2340","Dm_00009555","AT5G38630.1","cytochrome B561-1",NA,3
"2341","Dm_00017471","AT3G15352.4","cytochrome c oxidase 17, ARABIDOPSIS THALIANA CYTOCHROME C OXIDASE 17",NA,3
"2342","Dm_00005151","AT1G22450.1","cytochrome C oxidase 6B, CYTOCHROME C OXIDASE 6B2",NA,3
"2343","Dm_00002278","AT1G22840.1","CYTOCHROME C-A, CYTOCHROME C-1",NA,3
"2344","Dm_00020560","AT1G22840.1","CYTOCHROME C-A, CYTOCHROME C-1",NA,3
"2345","Dm_00012888","AT5G56970.1","cytokinin oxidase 3",NA,3
"2346","Dm_00001706","AT1G68550.2","cytokinin response factor 10",NA,3
"2347","Dm_00006498","AT4G27950.1","cytokinin response factor 4","Gl",3
"2348","Dm_00006498","AT4G27950.1","cytokinin response factor 4","GlIn",3
"2349","Dm_00010795","AT4G09510.1","cytosolic invertase 2, alkaline/neutral invertase I",NA,3
"2350","Dm_00011529","AT3G55440.1","CYTOSOLIC ISOFORM TRIOSE PHOSPHATE ISOMERASE, triosephosphate isomerase, CYTOSOLIC TRIOSE PHOSPHATE ISOMERASE",NA,3
"2351","Dm_00018860","AT1G65930.1","cytosolic NADP+-dependent isocitrate dehydrogenase",NA,3
"2352","Dm_00015626","AT5G43330.1","cytosolic-NAD-dependent malate dehydrogenase 2",NA,3
"2353","Dm_00004036","AT3G04620.1","D NUCLDUO1-ACTIVATEEIC ACID BINDING PROTEIN 1","Fl",3
"2354","Dm_00004036","AT3G04620.1","D NUCLDUO1-ACTIVATEEIC ACID BINDING PROTEIN 1","GlIn",3
"2355","Dm_00014978","AT3G04620.1","D NUCLDUO1-ACTIVATEEIC ACID BINDING PROTEIN 1","Fl",3
"2356","Dm_00007340","AT2G39830.1","DA1-related protein 2, LATERAL ROOT DEVELOPMENT 3",NA,3
"2357","Dm_00016736","AT3G42170.2","DAYSLEEPER",NA,3
"2358","Dm_00018345","AT3G42170.2","DAYSLEEPER",NA,3
"2359","Dm_00017479","AT5G66680.1","DEFECTIVE GLYCOSYLATION",NA,3
"2360","Dm_00017948","AT5G05280.1","DEFECTIVE IN ANTHER DEHISCENCE1- ( DAD1-) Activating Factor, Arabidopsis T####xicos en Levadura 73",NA,3
"2361","Dm_00013039","AT3G09090.1","DEFECTIVE IN EXINE FORMATION 1",NA,3
"2362","Dm_00013621","AT3G22680.1","DEFECTIVE IN MERISTEM SILENCING 7, RNA-DIRECTED DNA METHYLATION 1",NA,3
"2363","Dm_00011147","AT4G18750.1","DEFECTIVELY ORGANIZED TRIBUTARIES 4",NA,3
"2364","Dm_00015363","AT1G32210.1","DEFENDER AGAINST APOPTOTIC DEATH 1",NA,3
"2365","Dm_00009084","AT5G40200.1","degradation of periplasmic proteins 9, DegP protease 9",NA,3
"2366","Dm_00010095","AT4G25480.1","dehydration response element B1A, C-REPEAT BINDING FACTOR  3","GlCo",3
"2367","Dm_00010095","AT4G25480.1","dehydration response element B1A, C-REPEAT BINDING FACTOR  3","GlIn",3
"2368","Dm_00013892","AT5G51990.1","DEHYDRATION-RESPONSIVE ELEMENT-BINDING PROTEIN 1D, C-repeat-binding factor 4","GlCo",3
"2369","Dm_00013892","AT5G51990.1","DEHYDRATION-RESPONSIVE ELEMENT-BINDING PROTEIN 1D, C-repeat-binding factor 4","GlIn",3
"2370","Dm_00005687","AT2G06050.3","DELAYED DEHISCENCE 1, oxophytodienoate-reductase 3",NA,3
"2371","Dm_00019941","AT2G06050.3","DELAYED DEHISCENCE 1, oxophytodienoate-reductase 3","GlIn",3
"2372","Dm_00012524","AT2G36490.1","demeter-like 1, REPRESSOR OF SILENCING1",NA,3
"2373","Dm_00006454","AT4G04860.1","DERLIN-2.2",NA,3
"2374","Dm_00007940","AT5G05980.2","DHFS-FPGS homolog B, folylpolyglutamate synthetase 1",NA,3
"2375","Dm_00018507","AT3G51520.1","diacylglycerol acyltransferase 2",NA,3
"2376","Dm_00018920","AT2G45440.1","dihydrodipicolinate synthase 2",NA,3
"2377","Dm_00009903","AT1G27980.1","dihydrosphingosine phosphate lyase",NA,3
"2378","Dm_00018741","AT3G23940.1","Dihydroxyacid dehydratase",NA,3
"2379","Dm_00012262","AT1G14130.1","DIOXYGENASE FOR AUXIN OXIDATION 1",NA,3
"2380","Dm_00017178","AT1G13180.1","DISTORTED TRICHOMES 1, ACTIN-RELATED PROTEIN 3, ARABIDOPSIS THALIANA ACTIN-RELATED PROTEIN 3",NA,3
"2381","Dm_00010531","AT3G10690.1","DNA GYRASE A",NA,3
"2382","Dm_00001916","AT2G22360.1","DNA J protein A6",NA,3
"2383","Dm_00002340","AT1G80030.3","DNA J protein A7",NA,3
"2384","Dm_00004857","AT2G17880.1","DNA J protein C24",NA,3
"2385","Dm_00014775","AT2G42120.2","DNA polymerase delta small subunit",NA,3
"2386","Dm_00011818","AT2G25620.2","DNA-binding protein phosphatase 1",NA,3
"2387","Dm_00018916","AT2G25620.2","DNA-binding protein phosphatase 1",NA,3
"2388","Dm_00001898","AT3G13235.3","DNA-damage inducible 1",NA,3
"2389","Dm_00016417","AT1G24590.1","DORNROSCHEN-like, DORNROSCHEN-LIKE, ENHANCER OF SHOOT REGENERATION 2, FOR SUPPRESSOR OF PHYTOCHROMEB-4  2, BOLITA","GlIn",3
"2390","Dm_00010706","AT4G25670.2","double bending 1",NA,3
"2391","Dm_00002387","AT2G23340.1","DREB and EAR motif protein 3","GlCo",3
"2392","Dm_00002387","AT2G23340.1","DREB and EAR motif protein 3","GlIn",3
"2393","Dm_00013145","AT2G23340.1","DREB and EAR motif protein 3","GlCo",3
"2394","Dm_00001704","AT1G56280.1","drought-induced like 19, drought-induced 19, drought-induced 19-1","Fl",3
"2395","Dm_00001704","AT1G56280.1","drought-induced like 19, drought-induced 19, drought-induced 19-1","Ro",3
"2396","Dm_00019672","AT1G56280.1","drought-induced like 19, drought-induced 19, drought-induced 19-1","Pe",3
"2397","Dm_00019672","AT1G56280.1","drought-induced like 19, drought-induced 19, drought-induced 19-1","Ro",3
"2398","Dm_00016301","AT3G21550.1","DUF679 domain membrane protein 2, Arabidopsis thaliana DUF679 domain membrane protein 2","GlIn",3
"2399","Dm_00001352","AT3G03990.1","DWARF 14",NA,3
"2400","Dm_00016403","AT5G22220.3","E2F transcription factor 1",NA,3
"2401","Dm_00001051","AT2G03500.1","EARLY FLOWERING MYB PROTEIN, HRS1 HOMOLOG4",NA,3
"2402","Dm_00011279","AT5G53870.2","early nodulin-like protein 1","Fl",3
"2403","Dm_00016034","AT5G53870.1","early nodulin-like protein 1",NA,3
"2404","Dm_00019621","AT4G19120.2","early-responsive to dehydration 3",NA,3
"2405","Dm_00002557","AT4G13840.1","ECERIFERUM 26",NA,3
"2406","Dm_00002558","AT4G13840.1","ECERIFERUM 26",NA,3
"2407","Dm_00003312","AT1G25450.1","ECERIFERUM 60, 3-ketoacyl-CoA synthase 5","GlCo",3
"2408","Dm_00003312","AT1G25450.1","ECERIFERUM 60, 3-ketoacyl-CoA synthase 5","GlIn",3
"2409","Dm_00007176","AT1G25450.1","ECERIFERUM 60, 3-ketoacyl-CoA synthase 5",NA,3
"2410","Dm_00009371","AT2G41830.1","EFR3 OF PLANT 2",NA,3
"2411","Dm_00008030","AT5G39360.1","EID1-like 2",NA,3
"2412","Dm_00000838","AT1G50940.1","electron transfer flavoprotein alpha",NA,3
"2413","Dm_00015353","AT2G06255.1","ELF4-like 3",NA,3
"2414","Dm_00001144","AT4G36830.1","ELO homolog 4","GlCo",3
"2415","Dm_00001144","AT4G36830.1","ELO homolog 4","GlIn",3
"2416","Dm_00013142","AT5G22350.1","ELONGATED MITOCHONDRIA 1",NA,3
"2417","Dm_00018917","AT3G48930.1","embryo defective 1080",NA,3
"2418","Dm_00007500","AT5G17710.2","embryo defective 1241, Chloroplast GrpE 1",NA,3
"2419","Dm_00000790","AT2G26060.1","embryo defective 1345, Cytosolic Iron-sulfur protein Assembly 1",NA,3
"2420","Dm_00001535","AT4G13940.1","EMBRYO DEFECTIVE 1395, HOMOLOGY-DEPENDENT GENE SILENCING 1, MATERNAL EFFECT EMBRYO ARREST 58, S-ADENOSYL-L-HOMOCYSTEIN HYDROLASE 1",NA,3
"2421","Dm_00011712","AT5G20920.3","embryo defective 1401, eukaryotic translation initiation factor 2 beta subunit",NA,3
"2422","Dm_00002383","AT3G57870.1","EMBRYO DEFECTIVE 1637, SUMO CONJUGATION ENZYME 1, sumo conjugation enzyme 1, SUMO CONJUGATING ENZYME 1A",NA,3
"2423","Dm_00000175","AT5G24400.1","EMBRYO DEFECTIVE 2024, 6-PHOSPHOGLUCONOLACTONASE 3",NA,3
"2424","Dm_00011624","AT3G04400.1","embryo defective 2171",NA,3
"2425","Dm_00013261","AT3G04400.1","embryo defective 2171",NA,3
"2426","Dm_00014293","AT4G39620.2","EMBRYO DEFECTIVE 2453, A. THALIANA PENTATRICOPEPTIDE REPEAT 5",NA,3
"2427","Dm_00014641","AT4G29660.1","EMBRYO DEFECTIVE 2752",NA,3
"2428","Dm_00013922","AT5G56680.1","EMBRYO DEFECTIVE 2755",NA,3
"2429","Dm_00016130","AT2G17250.1","EMBRYO DEFECTIVE 2762, NucleOlar Complex associated 4",NA,3
"2430","Dm_00010649","AT2G31060.2","EMBRYO DEFECTIVE 2785",NA,3
"2431","Dm_00001757","AT2G32590.1","EMBRYO DEFECTIVE 2795",NA,3
"2432","Dm_00006791","AT1G59990.1","EMBRYO DEFECTIVE 3108, HEAVY SEED 3, RNA helicase 22",NA,3
"2433","Dm_00000515","AT3G04790.1","EMBRYO DEFECTIVE 3119",NA,3
"2434","Dm_00004807","AT5G13510.1","EMBRYO DEFECTIVE 3136",NA,3
"2435","Dm_00002956","AT1G63700.2","EMBRYO DEFECTIVE 71, MAP KINASE KINASE KINASE 4, YODA",NA,3
"2436","Dm_00007695","AT3G60360.1","EMBRYO SAC DEVELOPMENT ARREST 14, U3 SMALL NUCLEOLAR RNA-ASSOCIATED PROTEIN 11",NA,3
"2437","Dm_00017876","AT5G05920.1","embryo sac development arrest 22, deoxyhypusine synthase",NA,3
"2438","Dm_00011171","AT2G20490.3","EMBRYO SAC DEVELOPMENT ARREST 27",NA,3
"2439","Dm_00003615","AT2G41475.1","Embryo-specific protein 3A",NA,3
"2440","Dm_00020512","AT1G16900.1","EMS-mutagenized bri1 suppressor 3",NA,3
"2441","Dm_00009331","AT1G07670.2","endomembrane-type CA-ATPase 4",NA,3
"2442","Dm_00001715","AT1G68290.1","endonuclease 2","GlCo",3
"2443","Dm_00001715","AT1G68290.1","endonuclease 2","GlIn",3
"2444","Dm_00000325","AT2G38960.1","endoplasmic reticulum oxidoreductins 2",NA,3
"2445","Dm_00000224","AT3G25040.1","endoplasmic reticulum retention defective 2B",NA,3
"2446","Dm_00010440","AT3G25040.1","endoplasmic reticulum retention defective 2B",NA,3
"2447","Dm_00008127","AT2G31660.1","enhanced miRNA activity 1, SUPER SENSITIVE TO ABA AND DROUGHT2, UNARMED 9, GROWTH INHIBITION RELIEVED 1",NA,3
"2448","Dm_00005236","AT2G21120.1","enhancer of rdr6 3, ANTIVIRAL RNAI-DEFECTIVE 2",NA,3
"2449","Dm_00007873","AT3G63530.2","ENHANCER1 OF DA1, BIG BROTHER",NA,3
"2450","Dm_00009233","AT2G37940.2","enhancing RPW8-mediated HR-like cell death 1, Arabidopsis Inositol phosphorylceramide synthase 2",NA,3
"2451","Dm_00003165","AT2G20875.1","EPIDERMAL PATTERNING FACTOR 1","Pe",3
"2452","Dm_00003165","AT2G20875.1","EPIDERMAL PATTERNING FACTOR 1","Ri",3
"2453","Dm_00003998","AT3G05600.1","Epoxide hydrolase 1",NA,3
"2454","Dm_00002740","AT1G75220.1","ERD6-like 6",NA,3
"2455","Dm_00019183","AT5G43060.1","esponsive to dehydration 21B","GlIn",3
"2456","Dm_00000868","AT4G17500.1","ethylene responsive element binding factor 1",NA,3
"2457","Dm_00000707","AT5G47220.1","ETHYLENE RESPONSIVE ELEMENT BINDING FACTOR 2, ethylene responsive element binding factor 2, ETHYLENE RESPONSE FACTOR- 2","Ro",3
"2458","Dm_00002186","AT1G13950.1","EUKARYOTIC ELONGATION FACTOR 5A, EUKARYOTIC ELONGATION FACTOR 5A-1, eukaryotic elongation factor 5A-1",NA,3
"2459","Dm_00015630","AT1G13950.1","EUKARYOTIC ELONGATION FACTOR 5A, EUKARYOTIC ELONGATION FACTOR 5A-1, eukaryotic elongation factor 5A-1",NA,3
"2460","Dm_00015664","AT3G19760.1","eukaryotic initiation factor 4A-III",NA,3
"2461","Dm_00001156","AT1G12920.1","eukaryotic release factor 1-2",NA,3
"2462","Dm_00002727","AT3G26618.1","eukaryotic release factor 1-3",NA,3
"2463","Dm_00001341","AT1G04170.2","eukaryotic translation initiation factor 2 gamma subunit",NA,3
"2464","Dm_00001254","AT4G11420.1","eukaryotic translation initiation factor 3A",NA,3
"2465","Dm_00002928","AT3G56150.2","eukaryotic translation initiation factor 3C",NA,3
"2466","Dm_00013572","AT3G56150.2","eukaryotic translation initiation factor 3C",NA,3
"2467","Dm_00001187","AT3G57290.1","eukaryotic translation initiation factor 3E",NA,3
"2468","Dm_00001188","AT3G57290.1","eukaryotic translation initiation factor 3E",NA,3
"2469","Dm_00003837","AT3G11400.1","eukaryotic translation initiation factor 3G1",NA,3
"2470","Dm_00019722","AT4G33250.1","eukaryotic translation initiation factor 3K",NA,3
"2471","Dm_00009565","AT3G13920.1","eukaryotic translation initiation factor 4A1",NA,3
"2472","Dm_00013803","AT3G13920.1","eukaryotic translation initiation factor 4A1",NA,3
"2473","Dm_00001955","AT3G60240.2","eukaryotic translation initiation factor 4G, CUCUMOVIRUS MULTIPLICATION 2",NA,3
"2474","Dm_00005894","AT5G27700.1","EVERSHED1-LIKE 1",NA,3
"2475","Dm_00013606","AT5G27700.1","EVERSHED1-LIKE 1",NA,3
"2476","Dm_00011974","AT3G13460.1","evolutionarily conserved C-terminal region 2",NA,3
"2477","Dm_00018298","AT3G13060.2","evolutionarily conserved C-terminal region 5",NA,3
"2478","Dm_00019360","AT1G48110.2","evolutionarily conserved C-terminal region 7",NA,3
"2479","Dm_00007502","AT4G08950.1","EXORDIUM",NA,3
"2480","Dm_00000118","AT1G20190.1","EXPANSIN  11, expansin 11",NA,3
"2481","Dm_00005372","AT1G69530.2","EXPANSIN 1, expansin A1","Fl",3
"2482","Dm_00017798","AT2G40610.1","expansin A8",NA,3
"2483","Dm_00019243","AT2G40610.1","expansin A8",NA,3
"2484","Dm_00003660","AT5G57800.1","FACELESS POLLEN 1, ECERIFERUM 3",NA,3
"2485","Dm_00007318","AT5G57800.1","FACELESS POLLEN 1, ECERIFERUM 3",NA,3
"2486","Dm_00020886","AT2G27110.3","FAR1-related sequence 3",NA,3
"2487","Dm_00011951","AT4G38180.1","FAR1-related sequence 5",NA,3
"2488","Dm_00011669","AT4G33360.1","farnesol dehydrogenase",NA,3
"2489","Dm_00004464","AT5G63910.1","farnesylcysteine lyase","Ro",3
"2490","Dm_00005485","AT5G63910.1","farnesylcysteine lyase",NA,3
"2491","Dm_00017071","AT3G12120.2","fatty acid desaturase 2","GlIn",3
"2492","Dm_00019254","AT5G05580.1","fatty acid desaturase 8",NA,3
"2493","Dm_00000854","AT4G27030.1","fatty acid desaturase A, FATTY ACID DESATURASE 4","GlCo",3
"2494","Dm_00000854","AT4G27030.1","fatty acid desaturase A, FATTY ACID DESATURASE 4","GlIn",3
"2495","Dm_00007666","AT2G34770.1","fatty acid hydroxylase 1, ARABIDOPSIS FATTY ACID HYDROXYLASE 1","GlCo",3
"2496","Dm_00007666","AT2G34770.1","fatty acid hydroxylase 1, ARABIDOPSIS FATTY ACID HYDROXYLASE 1","GlIn",3
"2497","Dm_00019981","AT2G34770.1","fatty acid hydroxylase 1, ARABIDOPSIS FATTY ACID HYDROXYLASE 1","GlCo",3
"2498","Dm_00019981","AT2G34770.1","fatty acid hydroxylase 1, ARABIDOPSIS FATTY ACID HYDROXYLASE 1","GlIn",3
"2499","Dm_00000112","AT1G08510.1","fatty acyl-ACP thioesterases B",NA,3
"2500","Dm_00017307","AT3G09350.1","Fes1A",NA,3
"2501","Dm_00003298","AT5G52470.1","fibrillarin 1, FIBRILLARIN 1, SKP1/ASK1-INTERACTING PROTEIN",NA,3
"2502","Dm_00015511","AT5G52470.1","fibrillarin 1, FIBRILLARIN 1, SKP1/ASK1-INTERACTING PROTEIN",NA,3
"2503","Dm_00008322","AT2G26250.1","FIDDLEHEAD, 3-ketoacyl-CoA synthase 10",NA,3
"2504","Dm_00004133","AT4G26700.4","fimbrin 1, ARABIDOPSIS THALIANA FIMBRIN 1","GlCo",3
"2505","Dm_00004133","AT4G26700.4","fimbrin 1, ARABIDOPSIS THALIANA FIMBRIN 1","GlIn",3
"2506","Dm_00015085","AT3G57090.2","FISSION 1A",NA,3
"2507","Dm_00015198","AT3G57090.2","FISSION 1A",NA,3
"2508","Dm_00010019","AT3G25220.1","FK506-binding protein 15 kD-1",NA,3
"2509","Dm_00009723","AT5G14760.1","FLAGELLIN-INSENSITIVE 4, L-aspartate oxidase",NA,3
"2510","Dm_00009725","AT5G14760.1","FLAGELLIN-INSENSITIVE 4, L-aspartate oxidase",NA,3
"2511","Dm_00009726","AT5G14760.1","FLAGELLIN-INSENSITIVE 4, L-aspartate oxidase","GlIn",3
"2512","Dm_00009997","AT5G46330.2","FLAGELLIN-SENSITIVE 2",NA,3
"2513","Dm_00006276","AT5G26680.5","Flap Endonuclease I, SHADE AVOIDANCE 6",NA,3
"2514","Dm_00007463","AT4G00650.1","FLOWERING LOCUS A, REDUCED STEM BRANCHING 7, FRIGIDA",NA,3
"2515","Dm_00012560","AT5G14780.2","formate dehydrogenase",NA,3
"2516","Dm_00014946","AT5G14780.2","formate dehydrogenase",NA,3
"2517","Dm_00000821","AT5G54650.2","FORMIN HOMOLOGY 5, formin homology5",NA,3
"2518","Dm_00012129","AT5G54650.2","FORMIN HOMOLOGY 5, formin homology5",NA,3
"2519","Dm_00006410","AT1G71010.1","FORMS APLOID AND BINUCLEATE CELLS 1C",NA,3
"2520","Dm_00009234","AT5G58240.1","FRAGILE HISTIDINE TRIAD",NA,3
"2521","Dm_00001880","AT3G52140.1","FRIENDLY MITOCHONDRIA, non responding to oxylipins 38",NA,3
"2522","Dm_00002076","AT2G06005.1","FRIGIDA interacting protein 1",NA,3
"2523","Dm_00019958","AT5G51830.2","Fructokinase 7, Fructokinase 1",NA,3
"2524","Dm_00013800","AT1G69200.1","fructokinase-like 2",NA,3
"2525","Dm_00001780","AT2G36460.1","fructose-bisphosphate aldolase 6",NA,3
"2526","Dm_00016565","AT5G60910.1","FRUITFULL, AGAMOUS-like 8","Fl",3
"2527","Dm_00010947","AT5G02160.1","FtsH5 Interacting Protein",NA,3
"2528","Dm_00010796","AT1G71990.1","fucosyltransferase 13, ARABIDOPSIS FUCOSYLTRANSFERASE 4",NA,3
"2529","Dm_00021031","AT4G15940.1","fumarylacetoacetate hydrolase domain containing protein 1a",NA,3
"2530","Dm_00009038","AT3G53570.4","FUS3-complementing gene 1",NA,3
"2531","Dm_00010809","AT5G14250.1","FUSCA 11, COP9 SIGNALOSOME SUBUNIT 3, CONSTITUTIVE PHOTOMORPHOGENIC 13",NA,3
"2532","Dm_00007113","AT2G26990.1","FUSCA 12, CONSTITUTIVE PHOTOMORPHOGENIC 12",NA,3
"2533","Dm_00012913","AT1G18580.1","galacturonosyltransferase 11",NA,3
"2534","Dm_00010644","AT5G49150.7","gamete expressed 2","GlIn",3
"2535","Dm_00010465","AT2G33040.1","gamma subunit of Mt ATP synthase",NA,3
"2536","Dm_00014068","AT4G32940.1","gamma vacuolar processing enzyme, asparaginyl endopeptidase 3, legumain gamma",NA,3
"2537","Dm_00021016","AT4G32940.1","gamma vacuolar processing enzyme, asparaginyl endopeptidase 3, legumain gamma",NA,3
"2538","Dm_00002232","AT3G22200.1","GAMMA-AMINOBUTYRATE TRANSAMINASE, POLLEN-PISTIL INCOMPATIBILITY 2, HEXENAL RESPONSE1",NA,3
"2539","Dm_00015533","AT5G26220.1","gamma-glutamyl cyclotransferase 2;1","GlIn",3
"2540","Dm_00000014","AT1G32070.3","GCN5&#8208;related N&#8208;acetyltransferase 2, serotonin N-acetyl transferase, nuclear shuttle interacting, Serotonin N-acetyltransferase 1",NA,3
"2541","Dm_00010303","AT1G53920.1","GDSL-motif lipase 5","GlIn",3
"2542","Dm_00019670","AT5G15720.1","GDSL-motif lipase 7",NA,3
"2543","Dm_00010237","AT5G60790.1","GENERAL CONTROL NON-DEREPRESSIBLE 20, ATP-binding cassette F1",NA,3
"2544","Dm_00005708","AT1G78300.1","general regulatory factor 2, 14-3-3 PROTEIN G-BOX FACTOR14 OMEGA",NA,3
"2545","Dm_00012338","AT1G78300.1","general regulatory factor 2, 14-3-3 PROTEIN G-BOX FACTOR14 OMEGA",NA,3
"2546","Dm_00008573","AT1G35160.2","GENERAL REGULATORY FACTOR 4, 14-3-3 PROTEIN G-BOX FACTOR14 PHI, GF14 protein phi chain",NA,3
"2547","Dm_00000676","AT2G42590.2","general regulatory factor 9",NA,3
"2548","Dm_00014447","AT2G42590.2","general regulatory factor 9",NA,3
"2549","Dm_00015665","AT2G42590.2","general regulatory factor 9",NA,3
"2550","Dm_00002954","AT2G34630.2","geranyl diphosphate synthase 1, GERANYLPYROPHOSPHATE SYNTHASE",NA,3
"2551","Dm_00014353","AT3G62020.1","germin-like protein 10",NA,3
"2552","Dm_00018903","AT2G15570.2","GFP ARRESTED TRAFFICKING 1, THIOREDOXIN-M3, Arabidopsis thioredoxin M-type 3",NA,3
"2553","Dm_00007037","AT4G21200.1","gibberellin 2-oxidase 8, ARABIDOPSIS THALIANA GIBBERELLIN 2-OXIDASE 8","Ri",3
"2554","Dm_00012855","AT2G47790.1","GIGANTUS 1",NA,3
"2555","Dm_00002777","AT1G68360.1","GLABROUS INFLORESCENCE STEMS 3",NA,3
"2556","Dm_00002034","AT5G41480.1","GLOBULAR ARREST1, EMBRYO DEFECTIVE 9, DHFS-FPGS HOMOLOG A, A. THALIANA DHFS-FPGS HOMOLOG A",NA,3
