,target_id,AT_gene_id,Symbol,Description,Position
391,Dm_00016201-RA,NA,,,
392,Dm_00004890-RA,AT2G04842.2, Symbols: EMB2761 , EMBRYO DEFECTIVE 2761 , chr2:1698466-1701271 REVERSE LENGTH=650
393,Dm_00009982-RA,NA,,,
394,Dm_00012085-RA,AT1G77490.1, Symbols: TAPX , thylakoidal ascorbate peroxidase , chr1:29117688-29120046 FORWARD LENGTH=426
395,Dm_00012902-RA,AT2G42130.1, Symbols: no symbol available , no full name available , chr2:17566242-17567651 FORWARD LENGTH=270
396,Dm_00016108-RA,AT1G08540.1," Symbols: SIGA, SIGB, ATSIG1, ATSIG2, SIG1, SIG2, ABC1 "," RNApolymerase sigma subunit 2, SIGMA FACTOR 1, SIGMA FACTOR 2, SIGMA FACTOR B, RNA POLYMERASE SIGMA SUBUNIT 1 ", chr1:2703461-2706696 FORWARD LENGTH=572
397,Dm_00017117-RA,AT1G22850.2, Symbols: no symbol available , no full name available , chr1:8081181-8082816 REVERSE LENGTH=298
398,Dm_00021125-RA,AT1G51650.1, Symbols: no symbol available , no full name available , chr1:19152680-19153641 FORWARD LENGTH=70
399,Dm_00003200-RA,NA,,,
400,Dm_00001492-RA,AT4G17560.1, Symbols: no symbol available , no full name available , chr4:9780343-9781752 FORWARD LENGTH=225
401,Dm_00012338-RA,AT1G78300.1," Symbols: GRF2, 14-3-3OMEGA, GF14 OMEGA "," general regulatory factor 2, 14-3-3 PROTEIN G-BOX FACTOR14 OMEGA ", chr1:29461883-29463052 FORWARD LENGTH=259
402,Dm_00011851-RA,AT5G13000.1," Symbols: CALS3, ATGSL12, gsl12, GSL12 "," glucan synthase-like 12, callose synthase 3 ", chr5:4110445-4121202 REVERSE LENGTH=1955
403,Dm_00019313-RA,AT5G40330.1," Symbols: MYB23, ATMYBRTF, ATMYB23 "," myb domain protein 23, MYB DOMAIN PROTEIN 23 ", chr5:16127849-16129468 FORWARD LENGTH=219
404,Dm_00006436-RA,AT3G01550.2," Symbols: PPT2, ATPPT2 "," phosphoenolpyruvate (pep)/phosphate translocator 2, PHOSPHOENOLPYRUVATE (PEP)/PHOSPHATE TRANSLOCATOR 2 ", chr3:216947-218856 REVERSE LENGTH=378
405,Dm_00001198-RA,AT3G25400.1, Symbols: no symbol available , no full name available , chr3:9213236-9214144 FORWARD LENGTH=141
406,Dm_00005952-RA,AT1G44970.1," Symbols: PER9, PRX9 "," PEROXIDASE9, PEROXIDASE 9 ", chr1:17002237-17003563 FORWARD LENGTH=346
407,Dm_00019482-RA,AT1G60000.1, Symbols: no symbol available , no full name available , chr1:22093678-22094540 REVERSE LENGTH=258
408,Dm_00010341-RA,AT1G77090.1, Symbols: no symbol available , no full name available , chr1:28960576-28961875 REVERSE LENGTH=260
409,Dm_00005725-RA,AT3G56940.1," Symbols: CRD1, ACSF, CHL27 ", COPPER RESPONSE DEFECT 1 , chr3:21076594-21078269 FORWARD LENGTH=409
410,Dm_00018842-RA,AT5G07620.1, Symbols: no symbol available , no full name available , chr5:2407401-2409066 REVERSE LENGTH=359
411,Dm_00006081-RA,AT2G46220.1, Symbols: no symbol available , no full name available , chr2:18979655-18980557 FORWARD LENGTH=241
412,Dm_00011868-RA,AT5G13870.3," Symbols: EXGT-A4, XTH5 "," endoxyloglucan transferase A4, xyloglucan endotransglucosylase/hydrolase 5 ", chr5:4475089-4476217 REVERSE LENGTH=293
413,Dm_00001977-RA,AT1G31800.1," Symbols: CYP97A3, LUT5 "," ""cytochrome P450, family 97, subfamily A, polypeptide 3"", LUTEIN DEFICIENT 5 ", chr1:11396440-11399470 FORWARD LENGTH=595
414,Dm_00008218-RA,AT5G65220.1, Symbols: PRPL29 , plastid ribosomal proteins of the 50S subunit 29 , chr5:26061301-26062506 FORWARD LENGTH=173
415,Dm_00009552-RA,AT4G35470.1, Symbols: PIRL4 , plant intracellular ras group-related LRR 4 , chr4:16846531-16848448 FORWARD LENGTH=549
416,Dm_00007001-RA,NA,,,
417,Dm_00001505-RA,AT1G55690.5, Symbols: no symbol available , no full name available , chr1:20808622-20811831 REVERSE LENGTH=625
418,Dm_00008880-RA,AT1G75750.2, Symbols: GASA1 , GAST1 protein homolog 1 , chr1:28441813-28442284 REVERSE LENGTH=97
419,Dm_00017041-RA,AT5G01590.1, Symbols: TIC56 , TRANSLOCON AT THE INNER ENVELOPE MEMBRANE OF CHLOROPLASTS 56 , chr5:224249-226620 FORWARD LENGTH=527
420,Dm_00012905-RA,AT1G48405.1, Symbols: no symbol available , no full name available , chr1:17884645-17885614 REVERSE LENGTH=297
421,Dm_00003937-RA,AT2G26340.1, Symbols: no symbol available , no full name available , chr2:11215254-11216480 FORWARD LENGTH=253
422,Dm_00007086-RA,AT1G79850.1," Symbols: RPS17, PDE347, CS17, PRPS17 "," PIGMENT DEFECTIVE 347, PLASTID RIBOSOMAL SMALL SUBUNIT PROTEIN 17, ribosomal protein S17 ", chr1:30041473-30041922 REVERSE LENGTH=149
423,Dm_00004480-RA,AT2G26770.3, Symbols: SCAB1 , stomatal closure-related actin binding protein 1 , chr2:11404257-11407743 REVERSE LENGTH=496
424,Dm_00010826-RA,NA,,,
425,Dm_00016627-RA,AT4G09730.1, Symbols: RH39 , RH39 , chr4:6136333-6139510 FORWARD LENGTH=621
426,Dm_00011243-RA,AT1G50010.1, Symbols: TUA2 , tubulin alpha-2 chain , chr1:18517737-18519729 FORWARD LENGTH=450
427,Dm_00008812-RA,AT5G13980.2, Symbols: no symbol available , no full name available , chr5:4508626-4514334 FORWARD LENGTH=1024
428,Dm_00007537-RA,AT1G11720.2," Symbols: ATSS3, SS3 ", starch synthase 3 , chr1:3951597-3956840 FORWARD LENGTH=1094
429,Dm_00010252-RA,NA,,,
430,Dm_00015523-RA,AT2G28630.2, Symbols: KCS12 , 3-ketoacyl-CoA synthase 12 , chr2:12275719-12277149 REVERSE LENGTH=476
431,Dm_00015989-RA,AT4G31990.2," Symbols: AAT3, ATAAT1, ASP5 "," aspartate aminotransferase 5, ASPARTATE AMINOTRANSFERASE DEFICIENT 3 ", chr4:15471074-15473521 REVERSE LENGTH=453
432,Dm_00007885-RA,AT3G10060.1, Symbols: no symbol available , no full name available , chr3:3102291-3103801 FORWARD LENGTH=230
433,Dm_00000918-RA,AT4G01800.3," Symbols: SECA1, AGY1, AtcpSecA "," Arabidopsis thaliana chloroplast SecA, Albino or Glassy Yellow 1 ", chr4:770926-776134 REVERSE LENGTH=1023
434,Dm_00002353-RA,AT5G65860.3, Symbols: no symbol available , no full name available , chr5:26347706-26348686 REVERSE LENGTH=326
435,Dm_00010254-RA,AT4G12290.1, Symbols: CuAO , Copper Amine Oxidase , chr4:7304434-7306973 FORWARD LENGTH=741
436,Dm_00017688-RA,AT3G51370.3, Symbols: PP2C.D6 , D-CLADE TYPE 2C PROTEIN PHOSPHATASE 6 , chr3:19070054-19071975 FORWARD LENGTH=379
437,Dm_00018909-RA,AT2G24270.2, Symbols: ALDH11A3 , aldehyde dehydrogenase 11A3 , chr2:10327325-10329824 REVERSE LENGTH=536
438,Dm_00006623-RA,AT1G57770.1, Symbols: no symbol available , no full name available , chr1:21395254-21398135 FORWARD LENGTH=574
439,Dm_00014853-RA,AT1G17220.1, Symbols: FUG1 , fu-gaeri1 , chr1:5885383-5890165 FORWARD LENGTH=1026
440,Dm_00019232-RA,AT5G39530.1, Symbols: no symbol available , no full name available , chr5:15826285-15827517 REVERSE LENGTH=239
441,Dm_00019609-RA,AT3G59760.1," Symbols: OASC, ATCS-C "," ARABIDOPSIS THALIANA CYSTEINSYNTHASE-C, O-acetylserine (thiol) lyase isoform C ", chr3:22072119-22075345 REVERSE LENGTH=433
442,Dm_00002536-RA,AT5G06290.1," Symbols: 2-Cys Prx B, 2CPB "," 2-cysteine peroxiredoxin B, 2-CYS PEROXIREDOXIN B ", chr5:1919380-1921211 FORWARD LENGTH=273
443,Dm_00003932-RA,NA,,,
444,Dm_00006266-RA,AT3G27750.1," Symbols: THA8, EMB3123 "," EMBRYO DEFECTIVE 3123, Thylakoid Assembly 8 ", chr3:10284820-10285488 FORWARD LENGTH=222
445,Dm_00006706-RA,AT3G04260.1," Symbols: PTAC3, PDE324 "," plastid transcriptionally active 3, PIGMENT DEFECTIVE 324 ", chr3:1123231-1127515 REVERSE LENGTH=910
446,Dm_00007860-RA,AT4G07410.2, Symbols: PCN , POPCORN , chr4:4201465-4204576 REVERSE LENGTH=702
447,Dm_00011681-RA,NA,,,
448,Dm_00018757-RA,AT1G53210.1," Symbols: NCL, AtNCL ", Na+/Ca2+ exchanger , chr1:19844790-19847533 FORWARD LENGTH=585
449,Dm_00017613-RA,AT1G79360.1," Symbols: OCT2, ATOCT2 "," ORGANIC CATION TRANSPORTER 2, organic cation/carnitine transporter 2 ", chr1:29854140-29855723 REVERSE LENGTH=527
450,Dm_00007432-RA,AT4G36020.3," Symbols: CSDP1, AtCSP1, CSP1 "," cold shock protein 1, cold shock domain protein 1 ", chr4:17043443-17044342 REVERSE LENGTH=299
451,Dm_00007619-RA,AT4G22580.1, Symbols: no symbol available , no full name available , chr4:11889382-11890689 REVERSE LENGTH=435
452,Dm_00010576-RA,AT5G03795.1, Symbols: no symbol available , no full name available , chr5:1007554-1010373 REVERSE LENGTH=518
453,Dm_00014247-RA,NA,,,
454,Dm_00018465-RA,AT3G01470.1," Symbols: AT3G01472.1, HD-ZIP-1, CPuORF33, HAT5, ATHB-1, ATHB1, HB-1 "," homeobox 1, conserved peptide upstream open reading frame 33, HOMEODOMAIN PROTEIN FROM ARABIDOIPSIS THALIANA 5, ARABIDOPSIS THALIANA HOMEOBOX 1 ", chr3:182648-184034 REVERSE LENGTH=272
455,Dm_00004443-RA,AT1G78800.1, Symbols: no symbol available , no full name available , chr1:29625859-29627941 REVERSE LENGTH=403
456,Dm_00003672-RA,AT4G27800.1," Symbols: PPH1, TAP38 "," thylakoid-associated phosphatase 38, PROTEIN PHOSPHATASE 1 ", chr4:13852013-13854091 REVERSE LENGTH=388
457,Dm_00011267-RA,AT1G07010.1," Symbols: SLP1, AtSLP1 ", Shewenella-like protein phosphatase 1 , chr1:2152949-2154968 FORWARD LENGTH=389
458,Dm_00013527-RA,AT1G49380.1, Symbols: no symbol available , no full name available , chr1:18276794-18279204 FORWARD LENGTH=547
459,Dm_00008625-RA,AT3G12830.1, Symbols: SAUR72 , SMALL AUXIN UPREGULATED 72 , chr3:4079117-4079515 REVERSE LENGTH=132
460,Dm_00009616-RA,AT4G37790.1," Symbols: HAT22, ABIG1 ", ABA INSENSITIVE GROWTH 1 , chr4:17768241-17769272 FORWARD LENGTH=278
461,Dm_00018033-RA,AT2G46660.1," Symbols: EOD3, CYP78A6 "," ""cytochrome P450, family 78, subfamily A, polypeptide 6"", enhancer of da1-1 ", chr2:19153602-19155417 REVERSE LENGTH=530
462,Dm_00002092-RA,AT4G16600.1, Symbols: PGSIP8 , plant glycogenin-like starch initiation protein 8 , chr4:9350039-9352707 FORWARD LENGTH=494
463,Dm_00009718-RA,AT1G49970.1," Symbols: ClpR1, SVR2, NCLPP5, CLPR1 "," NUCLEAR CLPP 5, CLP protease proteolytic subunit 1, SUPPRESSOR OF VARIEGATION 2 ", chr1:18501936-18504462 REVERSE LENGTH=387
464,Dm_00014131-RA,AT1G71691.2, Symbols: no symbol available , no full name available , chr1:26949395-26951480 REVERSE LENGTH=384
465,Dm_00003666-RA,AT5G57690.1," Symbols: DGK4, ATDGK4 ", diacylglycerol kinase 4 , chr5:23372063-23374469 REVERSE LENGTH=487
466,Dm_00011239-RA,AT3G28917.1, Symbols: MIF2 , mini zinc finger 2 , chr3:10925014-10925316 FORWARD LENGTH=100
467,Dm_00009377-RA,AT3G32930.2, Symbols: no symbol available , no full name available , chr3:13489595-13490704 FORWARD LENGTH=249
468,Dm_00016852-RA,AT1G75460.1, Symbols: no symbol available , no full name available , chr1:28327986-28328822 FORWARD LENGTH=278
469,Dm_00001422-RA,AT3G48260.1, Symbols: WNK3 , with no lysine (K) kinase 3 , chr3:17873012-17875220 REVERSE LENGTH=516
470,Dm_00007945-RA,AT3G54890.1, Symbols: LHCA1 , photosystem I light harvesting complex gene 1 , chr3:20339706-20340922 REVERSE LENGTH=241
471,Dm_00012202-RA,AT5G67370.1, Symbols: CGLD27 , CONSERVED IN THE GREEN LINEAGE AND DIATOMS 27 , chr5:26877667-26879465 REVERSE LENGTH=327
472,Dm_00018979-RA,AT3G62410.1," Symbols: CP12, CP12-2 "," CP12 DOMAIN-CONTAINING PROTEIN 1, CP12 domain-containing protein 2 ", chr3:23091006-23091401 FORWARD LENGTH=131
473,Dm_00012472-RA,AT1G01650.1," Symbols: ATSPPL4, SPPL4 "," SIGNAL PEPTIDE PEPTIDASE-LIKE 4, ARABIDOPSIS THALIANA SIGNAL PEPTIDE PEPTIDASE-LIKE 4 ", chr1:233188-237647 REVERSE LENGTH=540
474,Dm_00012512-RA,NA,,,
475,Dm_00004339-RA,NA,,,
476,Dm_00011482-RA,AT2G36910.1," Symbols: ABCB1, PGP1, ATPGP1 "," ATP-binding cassette B1, ARABIDOPSIS THALIANA P GLYCOPROTEIN1, P-GLYCOPROTEIN 1 ", chr2:15502162-15507050 FORWARD LENGTH=1286
477,Dm_00001034-RA,AT3G24503.1," Symbols: REF1, ALDH2C4, ALDH1A "," REDUCED EPIDERMAL FLUORESCENCE1, aldehyde dehydrogenase 2C4, aldehyde dehydrogenase 1A ", chr3:8919732-8923029 REVERSE LENGTH=501
478,Dm_00007706-RA,AT2G36990.1," Symbols: SOLDAT8, ATSIG6, SIGF, SIG6 "," RNApolymerase sigma-subunit F, SIGMA FACTOR 6 ", chr2:15537502-15540016 REVERSE LENGTH=547
479,Dm_00012223-RA,AT3G22660.1, Symbols: EBP2 ,  , chr3:8016237-8017118 REVERSE LENGTH=293
480,Dm_00001277-RA,AT5G04130.1, Symbols: GYRB2 , DNA GYRASE B2 , chr5:1122084-1128031 REVERSE LENGTH=732
481,Dm_00011945-RA,AT1G70580.4," Symbols: GGT2, AOAT2 "," GLUTAMATE:GLYOXYLATE AMINOTRANSFERASE 2, alanine-2-oxoglutarate aminotransferase 2 ", chr1:26613222-26615845 FORWARD LENGTH=481
482,Dm_00015475-RA,AT2G44740.1, Symbols: CYCP4;1 , cyclin p4;1 , chr2:18442287-18443304 REVERSE LENGTH=202
483,Dm_00017317-RA,AT3G07300.2, Symbols: no symbol available , no full name available , chr3:2324967-2327380 REVERSE LENGTH=407
484,Dm_00016147-RA,AT1G29880.1, Symbols: no symbol available , no full name available , chr1:10459662-10462781 REVERSE LENGTH=729
485,Dm_00006926-RA,AT1G80300.1," Symbols: ATNTT1, NTT1 ", nucleotide transporter 1 , chr1:30191954-30194280 FORWARD LENGTH=624
486,Dm_00000898-RA,AT4G17300.2," Symbols: NS1, ATNS1, OVA8 ", ovule abortion 8 , chr4:9681498-9684833 FORWARD LENGTH=587
487,Dm_00002512-RA,AT1G52510.1, Symbols: no symbol available , no full name available , chr1:19563039-19565260 REVERSE LENGTH=380
488,Dm_00015176-RA,AT5G22800.2," Symbols: EMB263, EMB1030, EMB86 "," EMBRYO DEFECTIVE 263, EMBRYO DEFECTIVE 1030, EMBRYO DEFECTIVE 86 ", chr5:7616221-7620273 REVERSE LENGTH=1003
489,Dm_00001071-RA,AT5G66920.1, Symbols: sks17 , SKU5  similar 17 , chr5:26722963-26725370 FORWARD LENGTH=546
490,Dm_00006377-RA,AT2G18420.2, Symbols: GASA11 ,  , chr2:7994032-7994334 FORWARD LENGTH=70
491,Dm_00020816-RA,AT3G54050.2," Symbols: HCEF1, cfbp1 ", high cyclic electron flow 1 , chr3:20016951-20018527 FORWARD LENGTH=417
492,Dm_00016121-RA,AT3G04910.1," Symbols: ZIK4, WNK1, ATWNK1 ", with no lysine (K) kinase 1 , chr3:1355084-1358057 FORWARD LENGTH=700
493,Dm_00003167-RA,AT1G13820.1, Symbols: no symbol available , no full name available , chr1:4735622-4737617 FORWARD LENGTH=339
494,Dm_00004151-RA,AT5G04170.1, Symbols: no symbol available , no full name available , chr5:1145579-1147519 FORWARD LENGTH=354
495,Dm_00016456-RA,AT1G31330.1, Symbols: PSAF , photosystem I subunit F , chr1:11215011-11215939 REVERSE LENGTH=221
496,Dm_00002416-RA,AT3G50120.1, Symbols: no symbol available , no full name available , chr3:18585157-18587246 REVERSE LENGTH=531
497,Dm_00006278-RA,AT1G61520.3, Symbols: LHCA3 , photosystem I light harvesting complex gene 3 , chr1:22700152-22701149 FORWARD LENGTH=273
498,Dm_00004417-RA,AT4G09460.1," Symbols: MYB6, AtMYB6 ", myb domain protein 6 , chr4:5993019-5994038 FORWARD LENGTH=236
499,Dm_00004432-RA,AT2G18710.1, Symbols: SCY1 , SECY homolog 1 , chr2:8112231-8114452 REVERSE LENGTH=551
500,Dm_00004649-RA,AT2G26500.2, Symbols: PetM ,  , chr2:11270370-11270747 FORWARD LENGTH=125
501,Dm_00005386-RA,AT5G58140.7," Symbols: PHOT2, AtPHOT2, NPL1 "," phototropin 2, NON PHOTOTROPIC HYPOCOTYL 1-LIKE ", chr5:23524771-23529993 FORWARD LENGTH=915
502,Dm_00005696-RA,AT2G29940.1," Symbols: ATPDR3, ABCG31, PDR3 "," ATP-binding cassette G31, PLEIOTROPIC DRUG RESISTANCE 3, pleiotropic drug resistance 3 ", chr2:12760139-12766455 FORWARD LENGTH=1426
503,Dm_00006073-RA,AT4G01150.1, Symbols: CURT1A , CURVATURE THYLAKOID 1A , chr4:493692-494668 FORWARD LENGTH=164
504,Dm_00006286-RA,AT4G08170.2," Symbols: ITPK3, AtTPK3 "," ""inositol 1,3,4-trisphosphate 5/6-kinase 3"" ", chr4:5163707-5167000 REVERSE LENGTH=353
505,Dm_00001776-RA,AT1G05170.2, Symbols: no symbol available , no full name available , chr1:1491460-1493931 REVERSE LENGTH=407
506,Dm_00004482-RA,AT5G12250.1, Symbols: TUB6 , beta-6 tubulin , chr5:3961317-3962971 REVERSE LENGTH=449
507,Dm_00003615-RA,AT2G41475.1, Symbols: ATS3A , Embryo-specific protein 3A , chr2:17295259-17296329 REVERSE LENGTH=179
508,Dm_00011198-RA,AT3G63490.1," Symbols: EMB3126, PRPL1 "," proline-rich protein-like 1, plastid ribosomal protein L1, EMBRYO DEFECTIVE 3126 ", chr3:23444269-23446020 FORWARD LENGTH=346
509,Dm_00001482-RA,AT1G64680.1, Symbols: no symbol available , no full name available , chr1:24036071-24037062 FORWARD LENGTH=250
510,Dm_00005138-RA,AT4G13670.1, Symbols: PTAC5 , plastid transcriptionally active 5 , chr4:7948644-7950779 FORWARD LENGTH=387
511,Dm_00005951-RA,AT5G57960.1, Symbols: Hflx ,  , chr5:23463133-23466481 REVERSE LENGTH=540
512,Dm_00009490-RA,AT2G40400.3," Symbols: BPG3, RER5 "," RETICULATA-RELATED 5, Brz-insensitive-pale green 3 ", chr2:16869363-16872005 FORWARD LENGTH=651
513,Dm_00007845-RA,AT5G20260.2, Symbols: no symbol available , no full name available , chr5:6836806-6839556 REVERSE LENGTH=466
514,Dm_00008887-RA,AT1G67740.1," Symbols: YCF32, PSBY ", photosystem II BY , chr1:25394429-25394998 REVERSE LENGTH=189
515,Dm_00000211-RA,AT5G17165.1, Symbols: no symbol available , no full name available , chr5:5643143-5647702 REVERSE LENGTH=116
516,Dm_00015786-RA,AT2G45510.1, Symbols: CYP704A2 ," ""cytochrome P450, family 704, subfamily A, polypeptide 2"" ", chr2:18753085-18754944 FORWARD LENGTH=511
517,Dm_00003925-RA,AT1G23740.1, Symbols: AOR , alkenal/one oxidoreductase , chr1:8398245-8399656 REVERSE LENGTH=386
518,Dm_00014790-RA,AT2G47450.1," Symbols: CAO, CPSRP43 "," CHAOS, CHLOROPLAST SIGNAL RECOGNITION PARTICLE 43 ", chr2:19472781-19473902 FORWARD LENGTH=373
519,Dm_00004378-RA,AT4G38460.1," Symbols: SSU, GGR, AtSSU, GGPPS12 "," geranyl(geranyl)diphosphate synthase 12, small subunit of Heterodimeric geranyl(geranyl)diphosphate synthase, geranylgeranyl reductase ", chr4:17994849-17995974 FORWARD LENGTH=326
520,Dm_00007754-RA,AT3G23590.1," Symbols: MED33A, MED5A, RFR1 ", REF4-related 1 , chr3:8467638-8473469 FORWARD LENGTH=1309
521,Dm_00010481-RA,AT4G18960.1, Symbols: AG , AGAMOUS , chr4:10383917-10388272 FORWARD LENGTH=252
522,Dm_00011631-RA,AT1G79510.2, Symbols: no symbol available , no full name available , chr1:29908271-29909175 REVERSE LENGTH=275
523,Dm_00013098-RA,AT1G54780.1," Symbols: TLP18.3, AtTLP18.3 ", thylakoid lumen protein 18.3 , chr1:20439533-20440953 FORWARD LENGTH=285
524,Dm_00018314-RA,AT4G17040.1," Symbols: HON5, CLPR4 "," CLP protease R subunit 4, happy on norflurazon 5 ", chr4:9586740-9589297 REVERSE LENGTH=305
525,Dm_00001983-RA,AT1G08550.3," Symbols: AVDE1, NPQ1 "," ARABIDOPSIS VIOLAXANTHIN DE-EPOXIDASE 1, non-photochemical quenching 1 ", chr1:2707462-2709387 FORWARD LENGTH=462
526,Dm_00001885-RA,AT5G55950.1, Symbols: no symbol available , no full name available , chr5:22658411-22660253 REVERSE LENGTH=398
527,Dm_00012540-RA,AT5G49810.1, Symbols: MMT , methionine S-methyltransferase , chr5:20239418-20246046 FORWARD LENGTH=1071
528,Dm_00006625-RA,AT1G56050.1, Symbols: EngD-2 ,  , chr1:20963793-20966181 FORWARD LENGTH=421
529,Dm_00003926-RA,AT2G23420.1, Symbols: NAPRT2 , nicotinate phosphoribosyltransferase 2 , chr2:9971819-9974909 FORWARD LENGTH=557
530,Dm_00011166-RA,AT2G31040.1," Symbols: AtCGL160, CGL160 ", CONSERVED ONLY IN THE GREEN LINEAGE 160 , chr2:13209094-13211012 REVERSE LENGTH=350
531,Dm_00015778-RA,AT1G08380.1, Symbols: PSAO , photosystem I subunit O , chr1:2641004-2641739 REVERSE LENGTH=140
532,Dm_00010135-RA,AT3G06730.1," Symbols: TRX z, PAP10, TRX P "," Thioredoxin z, thioredoxin putative plastidic ", chr3:2124276-2125845 FORWARD LENGTH=183
533,Dm_00019337-RA,AT2G21960.1, Symbols: no symbol available , no full name available , chr2:9354990-9356958 FORWARD LENGTH=332
534,Dm_00015414-RA,AT1G64500.1, Symbols: THRUMIN1 ,  , chr1:23953270-23954376 FORWARD LENGTH=368
535,Dm_00003322-RA,AT5G33320.1," Symbols: NOX1, ARAPPT, CUE1, PPT "," PHOSPHOENOLPYRUVATE/PHOSPHATE TRANSLOCATOR, Nitrous Oxide Overexpressor 1, CAB UNDEREXPRESSED 1, ARABIDOPSIS THALIANA PHOSPHATE/PHOSPHOENOLPYRUVATE TRANSLOCATOR ", chr5:12588950-12591408 FORWARD LENGTH=408
536,Dm_00006466-RA,AT4G21450.2, Symbols: no symbol available , no full name available , chr4:11426136-11427439 FORWARD LENGTH=212
537,Dm_00012951-RA,AT4G24540.1, Symbols: AGL24 , AGAMOUS-like 24 , chr4:12671160-12673645 REVERSE LENGTH=220
538,Dm_00004156-RA,AT5G11270.1, Symbols: OCP3 , overexpressor of cationic peroxidase 3 , chr5:3595557-3597076 REVERSE LENGTH=354
539,Dm_00020307-RA,AT2G39080.1, Symbols: EMB2799 , EMBRYO DEFECTIVE 2799 , chr2:16309981-16312475 REVERSE LENGTH=351
540,Dm_00018171-RA,AT2G45970.1," Symbols: LCR, CYP86A8 "," ""cytochrome P450, family 86, subfamily A, polypeptide 8"", LACERATA ", chr2:18912548-18914161 REVERSE LENGTH=537
541,Dm_00004680-RA,AT4G38160.4," Symbols: PDE191, mTERF6 "," pigment defective 191, mitochondrial transcription termination factor 6 ", chr4:17902412-17903413 FORWARD LENGTH=333
542,Dm_00001824-RA,AT1G09340.1," Symbols: CRB, CSP41B, HIP1.3 "," chloroplast RNA binding, heteroglycan-interacting protein 1.3, CHLOROPLAST STEM-LOOP BINDING PROTEIN OF  41 KDA ", chr1:3015473-3018035 FORWARD LENGTH=378
543,Dm_00005346-RA,AT4G36470.1, Symbols: no symbol available , no full name available , chr4:17215128-17216475 REVERSE LENGTH=371
544,Dm_00015191-RA,AT3G25140.1," Symbols: GAUT8, QUA1 "," GALACTURONOSYLTRANSFERASE 8, QUASIMODO 1 ", chr3:9154748-9156642 FORWARD LENGTH=559
545,Dm_00015583-RA,AT1G19660.2," Symbols: BBD2, AtBBD2 ", bifunctional nuclease in basal defense response 2 , chr1:6800361-6802240 REVERSE LENGTH=329
546,Dm_00000493-RA,AT2G28000.1," Symbols: ARC2, CH-CPN60A, SLP, CPN60A, Cpn60alpha1, CPNA1 "," SCHLEPPERLESS, chaperonin-60alpha1, CHLOROPLAST CHAPERONIN 60ALPHA, ACCUMULATION AND REPLICATION OF CHLOROPLASTS 2, chaperonin-60alpha ", chr2:11926603-11929184 FORWARD LENGTH=586
547,Dm_00003475-RA,AT4G34730.3, Symbols: RBF1 , RbfA domain-containing protein 1 , chr4:16570019-16571274 REVERSE LENGTH=215
548,Dm_00018717-RA,AT5G06690.1," Symbols: TrxL2.1, WCRKC1 "," Trx-like 2.1, WCRKC thioredoxin 1 ", chr5:2060651-2061956 REVERSE LENGTH=210
549,Dm_00000256-RA,AT2G41040.1, Symbols: no symbol available , no full name available , chr2:17121499-17123064 FORWARD LENGTH=352
550,Dm_00006678-RA,AT4G32260.1, Symbols: PDE334 , PIGMENT DEFECTIVE 334 , chr4:15573859-15574586 REVERSE LENGTH=219
551,Dm_00019288-RA,AT4G14540.1, Symbols: NF-YB3 ," ""nuclear factor Y, subunit B3"" ", chr4:8344663-8345148 FORWARD LENGTH=161
552,Dm_00001703-RA,AT4G20360.2," Symbols: SVR11, RAB8D, ATRAB8D, ATRABE1B, RABE1b "," RAB GTPase homolog E1B, SUPPRESSOR OF VARIEGATION11 ", chr4:10990036-10991466 FORWARD LENGTH=476
553,Dm_00019673-RA,AT4G20360.2," Symbols: SVR11, RAB8D, ATRAB8D, ATRABE1B, RABE1b "," RAB GTPase homolog E1B, SUPPRESSOR OF VARIEGATION11 ", chr4:10990036-10991466 FORWARD LENGTH=476
554,Dm_00001698-RA,AT3G26310.1, Symbols: CYP71B35 ," ""cytochrome P450, family 71, subfamily B, polypeptide 35"" ", chr3:9641089-9642779 REVERSE LENGTH=500
555,Dm_00008107-RA,NA,,,
556,Dm_00020460-RA,AT1G16720.1, Symbols: HCF173 , high chlorophyll fluorescence phenotype 173 , chr1:5723161-5726248 FORWARD LENGTH=598
557,Dm_00005100-RA,AT5G04590.1, Symbols: SIR , sulfite reductase , chr5:1319404-1322298 FORWARD LENGTH=642
558,Dm_00003945-RA,AT2G27680.1, Symbols: no symbol available , no full name available , chr2:11803981-11805965 REVERSE LENGTH=384
559,Dm_00015859-RA,AT4G20130.1," Symbols: PTAC14, TAC14 ", plastid transcriptionally active 14 , chr4:10878914-10881697 FORWARD LENGTH=483
560,Dm_00000711-RA,AT5G46060.1, Symbols: no symbol available , no full name available , chr5:18681533-18682459 FORWARD LENGTH=248
561,Dm_00001825-RA,AT3G62290.3," Symbols: ARFA1E, ATARFA1E ", ADP-ribosylation factor A1E , chr3:23052287-23053545 FORWARD LENGTH=181
562,Dm_00004609-RA,AT1G05200.6," Symbols: GLR3.4, ATGLR3.4, GLUR3 ", glutamate receptor 3.4 , chr1:1505642-1509002 FORWARD LENGTH=959
563,Dm_00014197-RA,AT1G13270.1," Symbols: MAP1B, MAP1C "," methionine aminopeptidase 1B, METHIONINE AMINOPEPTIDASE 1B ", chr1:4544999-4547155 FORWARD LENGTH=369
564,Dm_00007061-RA,AT1G26910.1, Symbols: RPL10B , ribosomal protein L10 B , chr1:9321709-9322813 FORWARD LENGTH=221
